1941	4	0
1941	5	0
1941	6	0
1941	7	0
1941	8	0
1941	9	0
1941	10	0
1941	11	0
1941	12	0
1942	1	0
1942	2	0
1942	3	0
1942	4	0
1942	5	0
1942	6	0
1942	7	0
1942	8	0
1942	9	0
1942	10	0
1942	11	0
1942	12	0
1943	1	0
1943	2	0
1943	3	0
1943	4	0
1943	5	0
1943	6	0
1943	7	0
1943	8	0
1943	9	0
1943	10	0
1943	11	0
1943	12	0
1944	1	0
1944	2	0
1944	3	0
1944	4	0
1944	5	0
1944	6	0
1944	7	0
1944	8	0
1944	9	0
1944	10	0
1944	11	0
1944	12	0
1945	1	0
1945	2	0
1945	3	0
1945	4	0
1945	5	0
1945	6	0
1945	7	0
1945	8	0
1945	9	0
1945	10	0
1945	11	0
1945	12	0
1946	1	0
1946	2	0
1946	3	0
1946	4	0
1946	5	0
1946	6	0
1946	7	0
1946	8	0
1946	9	0
1946	10	0
1946	11	0
1946	12	0
1947	1	0
1947	2	0
1947	3	0
1947	4	0
1947	5	0
1947	6	0
1947	7	0
1947	8	0
1947	9	0
1947	10	0
1947	11	0
1947	12	0
1948	1	0
1948	2	0
1948	3	0
1948	4	0
1948	5	0
1948	6	0
1948	7	0
1948	8	0
1948	9	0
1948	10	0
1948	11	0
1948	12	0
1949	1	0
1949	2	0
1949	3	0
1949	4	0
1949	5	0
1949	6	0
1949	7	0
1949	8	0
1949	9	0
1949	10	0
1949	11	0
1949	12	0
1950	1	0
1950	2	0
1950	3	0
1950	4	0
1950	5	0
1950	6	0
1950	7	0
1950	8	0
1950	9	0
1950	10	0
1950	11	0
1950	12	0
1951	1	0
1951	2	0
1951	3	0
1951	4	0
1951	5	0
1951	6	0
1951	7	0
1951	8	0
1951	9	0
1951	10	0
1951	11	0
1951	12	0
1952	1	0
1952	2	0
1952	3	0
1952	4	0
1952	5	0
1952	6	0
1952	7	0
1952	8	0
1952	9	0
1952	10	0
1952	11	0
1952	12	0
1953	1	0
1953	2	0
1953	3	0
1953	4	0
1953	5	0
1953	6	0
1953	7	0
1953	8	0
1953	9	0
1953	10	0
1953	11	0
1953	12	0
1954	1	0
1954	2	0
1954	3	0
1954	4	0
1954	5	0
1954	6	0
1954	7	0
1954	8	0
1954	9	0
1954	10	0
1954	11	0
1954	12	0
1955	1	0
1955	2	0
1955	3	0
1955	4	0
1955	5	0
1955	6	0
1955	7	0
1955	8	0
1955	9	0
1955	10	0
1955	11	0
1955	12	0
1956	1	0
1956	2	0
1956	3	0
1956	4	0
1956	5	0
1956	6	0
1956	7	0
1956	8	0
1956	9	0
1956	10	0
1956	11	0
1956	12	0
1957	1	0
1957	2	0
1957	3	0
1957	4	0
1957	5	0
1957	6	0
1957	7	0
1957	8	0
1957	9	0
1957	10	0
1957	11	0
1957	12	0
1958	1	0
1958	2	0
1958	3	0
1958	4	0
1958	5	0
1958	6	0
1958	7	0
1958	8	0
1958	9	0
1958	10	0
1958	11	0
1958	12	0
1959	1	0
1959	2	0
1959	3	0
1959	4	0
1959	5	0
1959	6	0
1959	7	0
1959	8	0
1959	9	0
1959	10	0
1959	11	0
1959	12	0
1960	1	0
1960	2	0
1960	3	0
1960	4	0
1960	5	0
1960	6	0
1960	7	0
1960	8	0
1960	9	0
1960	10	0
1960	11	0
1960	12	0
1961	1	0
1961	2	0
1961	3	0
1961	4	0
1961	5	0
1961	6	0
1961	7	0
1961	8	0
1961	9	0
1961	10	0
1961	11	0
1961	12	0
1962	1	0
1962	2	0
1962	3	0
1962	4	0
1962	5	0
1962	6	0
1962	7	0
1962	8	0
1962	9	0
1962	10	0
1962	11	0
1962	12	0
1963	1	0
1963	2	0
1963	3	0
1963	4	0
1963	5	0
1963	6	0
1963	7	0
1963	8	0
1963	9	0
1963	10	0
1963	11	0
1963	12	0
1964	1	0
1964	2	0
1964	3	0
1964	4	0
1964	5	0
1964	6	0
1964	7	0
1964	8	0
1964	9	0
1964	10	0
1964	11	0
1964	12	0
1965	1	0
1965	2	0
1965	3	0
1965	4	0
1965	5	0
1965	6	0
1965	7	0
1965	8	0
1965	9	0
1965	10	0
1965	11	0
1965	12	0
1966	1	0
1966	2	0
1966	3	0
1966	4	0
1966	5	0
1966	6	0
1966	7	0
1966	8	0
1966	9	0
1966	10	0
1966	11	0
1966	12	0
1967	1	0
1967	2	0
1967	3	0
1967	4	0
1967	5	0
1967	6	0
1967	7	0
1967	8	0
1967	9	0
1967	10	0
1967	11	0
1967	12	0
1968	1	0
1968	2	0
1968	3	0
1968	4	0
1968	5	0
1968	6	0
1968	7	0
1968	8	0
1968	9	0
1968	10	0
1968	11	0
1968	12	0
1969	1	0
1969	2	0
1969	3	0
1969	4	0
1969	5	0
1969	6	0
1969	7	0
1969	8	0
1969	9	0
1969	10	0
1969	11	0
1969	12	0
1970	1	0
1970	2	0
1970	3	0
1970	4	0
1970	5	0
1970	6	0
1970	7	0
1970	8	0
1970	9	0
1970	10	0
1970	11	0
1970	12	0
1971	1	0
1971	2	0
1971	3	0
1971	4	0
1971	5	0
1971	6	0
1971	7	0
1971	8	0
1971	9	0
1971	10	0
1971	11	0
1971	12	0
1972	1	0
1972	2	0
1972	3	0
1972	4	0
1972	5	0
1972	6	0
1972	7	0
1972	8	0
1972	9	0
1972	10	0
1972	11	0
1972	12	0
1973	1	0
1973	2	0
1973	3	0
1973	4	0
1973	5	0
1973	6	0
1973	7	0
1973	8	0
1973	9	0
1973	10	0
1973	11	0
1973	12	0
1974	1	0
1974	2	0
1974	3	0
1974	4	0
1974	5	0
1974	6	0
1974	7	0
1974	8	0
1974	9	0
1974	10	0
1974	11	0
1974	12	0
1975	1	0
1975	2	0
1975	3	0
1975	4	0
1975	5	0
1975	6	0
1975	7	0
1975	8	0
1975	9	0
1975	10	0
1975	11	0
1975	12	0
1976	1	0
1976	2	0
1976	3	0
1976	4	0
1976	5	0
1976	6	0
1976	7	0
1976	8	0
1976	9	0
1976	10	0
1976	11	0
1976	12	0
1977	1	0
1977	2	0
1977	3	0
1977	4	0
1977	5	0
1977	6	0
1977	7	0
1977	8	0
1977	9	0
1977	10	20
1977	11	20
1977	12	20
1978	1	10.6
1978	2	6
1978	3	4.3
1978	4	3.1
1978	5	4.8
1978	6	7.6
1978	7	16.1
1978	8	8.6
1978	9	11.3
1978	10	20
1978	11	20
1978	12	17.2
1979	1	7.7
1979	2	5
1979	3	3.9
1979	4	3.4
1979	5	4.7
1979	6	13.6
1979	7	8.3
1979	8	18.5
1979	9	15.4
1979	10	14.6
1979	11	20
1979	12	20
1980	1	8.2
1980	2	6.6
1980	3	6.4
1980	4	13.8
1980	5	20
1980	6	20
1980	7	15.3
1980	8	10.7
1980	9	10.3
1980	10	14.6
1980	11	15.9
1980	12	12.3
1981	1	6.8
1981	2	4.8
1981	3	4.1
1981	4	4
1981	5	20
1981	6	15.4
1981	7	11.1
1981	8	10.3
1981	9	10
1981	10	13.5
1981	11	14.3
1981	12	7.8
1982	1	5.2
1982	2	4.2
1982	3	3
1982	4	2.6
1982	5	4.7
1982	6	10.6
1982	7	11.3
1982	8	8.5
1982	9	16.3
1982	10	17.3
1982	11	20
1982	12	20
1983	1	19
1983	2	9.4
1983	3	5.8
1983	4	4.6
1983	5	4.6
1983	6	11.4
1983	7	7.5
1983	8	6.5
1983	9	6.9
1983	10	14.8
1983	11	17.5
1983	12	8.7
1984	1	4.7
1984	2	3.9
1984	3	3.3
1984	4	2
1984	5	3.4
1984	6	3.9
1984	7	6.4
1984	8	4.3
1984	9	9
1984	10	20
1984	11	20
1984	12	20
1985	1	12.6
1985	2	7.1
1985	3	4.4
1985	4	3.6
1985	5	7.9
1985	6	10.5
1985	7	12.1
1985	8	5.9
1985	9	7
1985	10	10.8
1985	11	13.5
1985	12	7.5
1986	1	4.4
1986	2	4.4
1986	3	3.8
1986	4	3.8
1986	5	11.3
1986	6	20
1986	7	10.8
1986	8	10.9
1986	9	8.7
1986	10	15
1986	11	16.6
1986	12	16.7
1987	1	8
1987	2	5.4
1987	3	4.9
1987	4	3.8
1987	5	3.7
1987	6	8.5
1987	7	12.1
1987	8	8
1987	9	8.4
1987	10	18.7
1987	11	20
1987	12	12.3
1988	1	6.4
1988	2	4.2
1988	3	3.4
1988	4	3.3
1988	5	3.3
1988	6	4.4
1988	7	5.8
1988	8	7.4
1988	9	6.7
1988	10	12.7
1988	11	18.6
1988	12	12.8
1989	1	5.8
1989	2	4.1
1989	3	3.2
1989	4	2.6
1989	5	2.5
1989	6	4
1989	7	4.6
1989	8	5.3
1989	9	7.3
1989	10	14.3
1989	11	15.5
1989	12	7.8
1990	1	4
1990	2	2.9
1990	3	2.7
1990	4	4
1990	5	5.1
1990	6	6.1
1990	7	4.9
1990	8	9
1990	9	12.9
1990	10	10.8
1990	11	7.8
1990	12	4.7
1991	1	3.2
1991	2	2.5
1991	3	2.1
1991	4	2.8
1991	5	17.1
1991	6	12.1
1991	7	11.5
1991	8	6.1
1991	9	9.8
1991	10	11.4
1991	11	14.3
1991	12	9.6
1992	1	6.2
1992	2	4.1
1992	3	3.1
1992	4	2.8
1992	5	11.7
1992	6	10.4
1992	7	6.7
1992	8	5.4
1992	9	9.1
1992	10	15.3
1992	11	20
1992	12	19
1993	1	9.3
1993	2	5.2
1993	3	4
1993	4	4.5
1993	5	10.4
1993	6	20
1993	7	14.3
1993	8	12.9
1993	9	12.8
1993	10	16.6
1993	11	20
1993	12	18.2
1994	1	8.7
1994	2	5.2
1994	3	4.3
1994	4	5
1994	5	5
1994	6	9.3
1994	7	12.7
1994	8	7.7
1994	9	14.2
1994	10	18.3
1994	11	18.8
1994	12	13.8
1995	1	6.5
1995	2	4.3
1995	3	3.8
1995	4	4
1995	5	4.1
1995	6	13.2
1995	7	11.8
1995	8	7.5
1995	9	14.8
1995	10	16.6
1995	11	20
1995	12	16.5
1996	1	6.5
1996	2	4.7
1996	3	4.3
1996	4	4.6
1996	5	4.1
1996	6	6.9
1996	7	5.5
1996	8	6.5
1996	9	7.3
1996	10	8.7
1996	11	6.7
1996	12	4.1
1997	1	3.2
1997	2	2.9
1997	3	2.7
1997	4	4.2
1997	5	8.2
1997	6	17.9
1997	7	11.9
1997	8	19.1
1997	9	18
1997	10	15.2
1997	11	19.7
1997	12	16.3
1998	1	8.2
1998	2	5.4
1998	3	4.5
1998	4	2.9
1998	5	3.1
1998	6	2.8
1998	7	3
1998	8	3
1998	9	3.3
1998	10	4.7
1998	11	3.2
1998	12	2.3
1999	1	1.9
1999	2	1.7
1999	3	1.7
1999	4	1.6
1999	5	3.2
1999	6	4.4
1999	7	4.6
1999	8	7.4
1999	9	8.1
1999	10	16.2
1999	11	16.6
1999	12	7.7
2000	1	3.9
2000	2	4.1
