Datetime,LagunaMaule,LagunaInvernada,EmbalseMelado,EmbalseColbun,EmbalseMachicura,residual,GarzasySuizasRiego,GarzasySuizasRemanente,TrasvaceMeladoAncoaRiego,TrasvaceMeladoAncoaRemanente,AsociacionCanalMauleRiego,AsociacionCanalMauleRemanente,CooperativaDeRiegoRiego,CooperativaDeRiegoRemanente,SORPAMRiego,SORPAMRemanente,ParticularesRiberaSurRiego,ParticularesRiberaSurRemanente,ParticularesRiberaNorteRiego,ParticularesRiberaNorteRemanente
2020-08-01T00:00:00,170000000.0,0.14383132534567267,120818495.75017713,1544000000.0,42000000.0,2678659.330240272,9711.36,0.0,95464.13940174013,82353.97259825986,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
2020-09-01T00:00:00,170000000.0,0.06046752177644521,135000000.0,1544000000.0,42000000.0,4697487.304199116,14567.04,0.0,145450.08,0.0,1095863.3040973716,279503.7359026284,532501.189989395,659455.9300106051,356359.70918908995,491535.3308109101,30910.786322378997,86403.133677621,20162.036961705067,8816.523038294934
2020-10-01T00:00:00,170000000.0,0.023914977442473173,135000000.0,1544000000.0,42000000.0,936835.5424033684,33989.759999999995,0.0,153579.456,0.0,2474549.83794849,734639.9220515103,1202431.661384067,1578801.6186159328,804689.6518280348,1173732.1081719652,69799.10815419267,203933.3718458073,45527.54445719233,22089.09554280767
2020-11-01T00:00:00,226236429.49456435,0.00844214134849608,135000000.0,1544000000.0,42000000.0,1583977.7070791433,43701.12,0.0,96436.224,0.0,3287589.9122921145,838511.2077078857,1597503.569968185,1978367.790031815,1069079.1275672698,1474605.9924327298,92732.358967137,259209.401032863,60486.11088511521,26449.56911488479
2020-12-01T00:00:00,209794969.6588962,0.002583306049928069,135000000.0,1544000000.0,42000000.0,0.0,48556.8,0.0,63373.1904,0.0,3535071.197069272,1049485.6029307276,1717759.516262953,2255430.8837370463,1149556.6454686213,1676760.1545313785,99713.01164884667,291333.38835115335,65039.349224560465,31555.850775439532
2021-01-01T00:00:00,176098797.2994668,0.0007731863879598677,102000000.0,1460902115.2785232,42000000.0,0.0,48556.8,0.0,41111.6256,0.0,3535071.197069272,1049485.6029307276,1717759.516262953,2255430.8837370463,1149556.6454686213,1676760.1545313785,99713.01164884667,291333.38835115335,65039.349224560465,31555.850775439532
2021-02-01T00:00:00,170000000.0,0.0002485067234374583,102000000.0,1305624048.4823513,42000000.0,0.0,43701.119999999995,0.0,34672.752,0.0,3522424.808076098,603676.3119239018,1711614.3910792235,1864256.9689207764,1145444.2133002572,1398240.9066997424,99356.297607546,252585.46239245398,64806.67699130004,22129.003008699954
2021-03-01T00:00:00,170000000.0,8.486589649692178e-05,102000000.0,1188241532.764196,42000000.0,0.0,29134.08,0.0,26337.398400000002,0.0,2121042.718241563,629691.361758437,1030655.7097577718,1353258.5302422284,689733.9872811727,1006056.0927188274,59827.806989307996,174800.033010692,39023.60953473627,18933.51046526373
2021-04-01T00:00:00,170000000.0,3.3709220588207245e-05,102000000.0,1139576531.7316613,42000000.0,0.0,19422.72,0.0,23940.4032,0.0,1461151.0721298289,372671.64787017123,710001.5866525266,879274.5733474733,475146.2789187866,655380.4410812133,41214.38176317201,115204.17823682798,26882.71594894009,11755.36405105991
2021-05-01T00:00:00,194607072.2647575,1.4854653272777796e-05,102000000.0,491926710.16039765,42000000.0,23178838.405599996,9711.36,0.0,57254.8608,0.0,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
2021-06-01T00:00:00,177755138.6062999,6.9669331423938274e-06,102000000.0,669832731.8909442,42000000.0,0.0,9711.36,0.0,98645.48821000074,21189.583789999248,730575.5360649144,186335.82393508567,355000.7933262633,439637.28667373664,237573.1394593933,327690.22054060665,20607.190881586004,57602.08911841399,13441.357974470046,5877.682025529955
2021-07-01T00:00:00,171263771.58317015,3.4843687899410725e-06,102000000.0,919956435.8344518,42000000.0,0.0,9711.36,0.0,95464.13940174013,96062.19659825988,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
2021-08-01T00:00:00,170000000.0,1.7412821762263775e-06,102000000.0,1253613453.0636952,42000000.0,0.0,9711.36,0.0,95464.13940174013,146519.79659825988,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
2021-09-01T00:00:00,170000000.0,0.0,102000000.0,1489344337.7996416,42000000.0,0.0,14567.04,0.0,147968.23231500108,47825.399684998934,1095863.3040973716,279503.7359026284,532501.189989395,659455.930010605,356359.70918908995,491535.3308109101,30910.786322378997,86403.133677621,20162.036961705067,8816.523038294934
2021-10-01T00:00:00,170000000.0,0.0,102000000.0,1452488727.2911837,42000000.0,0.0,33989.759999999995,0.0,97714.07999999999,0.0,2474549.83794849,734639.9220515103,1202431.661384067,1578801.6186159328,804689.6518280348,1173732.1081719652,69799.10815419267,203933.3718458073,45527.54445719233,22089.09554280767
2021-11-01T00:00:00,170000000.0,0.0,102000000.0,1506171666.2944295,42000000.0,0.0,43701.119999999995,0.0,104592.384,0.0,3287589.9122921145,838511.2077078857,1597503.569968185,1978367.790031815,1069079.1275672698,1474605.9924327298,92732.358967137,259209.401032863,60486.1108851152,26449.56911488479
2021-12-01T00:00:00,208491188.8479151,0.0,105777498.99884129,1544000000.0,42000000.0,0.0,48556.8,0.0,111579.55199999998,0.0,3535071.197069272,1049485.6029307279,1717759.516262953,2255430.883737047,1149556.6454686213,1676760.1545313785,99713.01164884667,291333.38835115335,65039.349224560465,31555.850775439532
2022-01-01T00:00:00,175620700.17234197,0.0,102000000.0,1475170550.970735,42000000.0,0.0,48556.8,0.0,46943.193600000006,0.0,3535071.197069272,1049485.6029307279,1717759.516262953,2255430.883737047,1149556.6454686213,1676760.1545313785,99713.01164884667,291333.38835115335,65039.349224560465,31555.850775439532
2022-02-01T00:00:00,170000000.0,0.0,102000000.0,1317550062.7205553,42000000.0,0.0,43701.119999999995,0.0,36668.592000000004,0.0,3522424.808076098,603676.311923902,1711614.3910792235,1864256.9689207764,1145444.2133002572,1398240.9066997424,99356.297607546,252585.46239245398,64806.67699130004,22129.003008699954
2022-03-01T00:00:00,170000000.0,0.0,102000000.0,1190974633.808724,42000000.0,0.0,29134.08,0.0,25592.8896,0.0,2121042.718241563,629691.361758437,1030655.7097577718,1353258.5302422282,689733.9872811727,1006056.0927188274,59827.806989307996,174800.033010692,39023.60953473627,18933.51046526373
2022-04-01T00:00:00,170000000.0,0.0,102000000.0,1329350663.9067087,42000000.0,0.0,19422.72,0.0,142108.992,0.0,1461151.0721298289,372671.64787017135,710001.5866525266,879274.5733474733,475146.2789187866,655380.4410812133,41214.38176317201,115204.17823682798,26882.71594894009,11755.36405105991
2022-05-01T00:00:00,233140945.22475752,0.0,102000000.0,1041447222.1446886,42000000.0,23178838.405599996,9711.36,0.0,95464.13940174013,219350.67659825992,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
2022-06-01T00:00:00,191951557.3909419,0.0,102000000.0,1359200618.4884477,42000000.0,0.0,9711.36,0.0,98645.48821000074,69503.59978999928,730575.5360649144,186335.82393508567,355000.7933262633,439637.28667373664,237573.1394593933,327690.22054060665,20607.190881586004,57602.08911841399,13441.357974470046,5877.682025529955
2022-07-01T00:00:00,183480644.72838804,0.0,117009075.9450651,1544000000.0,42000000.0,1880844.382824116,9711.36,0.0,95464.13940174013,41480.72459825987,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
2022-08-01T00:00:00,172655287.3619991,0.0,133965197.90721929,1544000000.0,42000000.0,8142966.069335237,9711.36,0.0,95464.13940174013,61737.20459825985,707014.2394138544,209897.12058614567,343551.90325259056,451086.1767474094,229911.32909372423,335352.03090627573,19942.602329769335,58266.67767023067,13007.869844912091,6311.17015508791
