;año,mes,73001,73031,73061,73081,73082,73083,73084,73141,73171,73172,73173,73174,73201,73211,73212,73214,73215,73221,73222,73301,73311,73321,73351,73352,73353,73361,73391,73411,73431,73432,73501,73502,73511,73541,73542,73551,73552,73554,73555,73561,73581,73584,73591,73592,73721,73741,73742,73743,73781,73782,73783,73784,73791,73811,73831,DUMMY
1951,7,,,,,,,,,,,,,,,,,,,,134.8000031,,,,,,30.63999939,,,,,31.12000084,,,54.90999985,,,,58.56000137,,,,,,,,,,,,,,,,,,-9999
1951,8,,,,,,,,,,,,,,,,,,,,64.52999878,,,,,,12.92000008,,,,,17.48999977,,,7.269999981,,,,24.43000031,,,,,,,,,,,,,,,,,,-9999
1951,9,,,,,,,,,,,,,,,,,,,,72.22000122,,,,,,7.929999828,,,,,15.59000015,,,23.09000015,,,,37.40999985,,,,,,,,,,,,,,,,,,-9999
1951,10,,,,,,,,,,,,,,,,,,,,42.45000076,,,,,,3.193000078,,,2.180000067,,6.140999794,,,4.475999832,,,,14.80000019,,,,,,,,,,,,,,,,,,-9999
1951,11,,,,,,,,,,,,,,,,,,,,25.45000076,,,,,,1.972000003,,,1.447000027,,1.754999995,,,3.111999989,,,,9.98900032,,,,,,,,,,,,,,,,,,-9999
1951,12,,,,,,,,,,,,,,,,,,,,15.23999977,,,,,,0.958000004,,,0.848999977,,0.81099999,,,2.459000111,,,,9.114999771,,,,,,,,,,,,,,,,,,-9999
1952,1,,,,,,,,,,,,,,,,,,,,5.949999809,,,,,,0.402999997,,,0.287,,,,,2.400000095,,,,11.31999969,,,,,,,,,,,,,,,,,,-9999
1952,2,,,,,,,,,,,,,,,,,,,,3.266000032,,,,,,0.317000002,,,0.330000013,,,,,2.400000095,,,,10.86999989,,,,,,,,,,,,,,,,,,-9999
1952,3,,,,,,,,,,,,,,,,,,,,5.388000011,,,,,,0.40200001,,,0.449999988,,,,,2.500999928,,,,8.340000153,,,,,,,,,,,,,,,,,,-9999
1952,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.370999992,,,0.31400001,,,,,2.400000095,,,,7.081999779,,,,,,,,,,,,,,,,,,-9999
1952,5,,,,,,,,,,,,,,,,,,,,,,,,,,3.994999886,,,9.425999641,,3.538000107,,,11.17000008,,,,18.11000061,,,,,,,,,,,,,,,,,,-9999
1952,6,,,,,,,,,,,,,,,,,,,,,,,,,,12.47000027,,,4.767000198,,2.936000109,,,14.77000046,,,,18.20999908,,,,,,,,,,,,,,,,,,-9999
1952,7,,,,,,,,,,,,,,,,,,,,,,,,,,17.02000046,,,9.133999825,,6.887000084,,,13.80000019,,51.06000137,,18.04000092,,,,,,,,,,,,,,,,,,-9999
1952,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.347000122,,,2.213999987,,1.703999996,,,2.635999918,,23.81999969,,,,,,,,,,,,,,,,,,,,-9999
1952,9,,,,,,,,,,,,,,,,,,,,,,,,,,3.309000015,,,1.97300005,,1.654000044,,,3.122999907,,25.81999969,,,,,,,,,,,,,,,,,,,,-9999
1952,10,,,,,,,,,,,,,,,,,,,,,,,,,,2.513000011,,,1.735000014,,1.623000026,,,2.63499999,,14.84000015,,,,,,,,,,,,,,,,,,,,-9999
1952,11,,,,,,,,,,,,,,,,,,,,,,,,,,1.422999978,,,0.776000023,,1.671000004,,,2.400000095,,22.21999931,,,,,,,,,,,,,,,,,,,,-9999
1952,12,,,,,,,,,,,,,,,,,,,,,,,,,,0.737999976,,,0.252000004,,3.851000071,,,2.400000095,,21.77000046,,,,,,,,,,,,,,,,,,,,-9999
1953,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.670000017,,,0.236000001,,4.370999813,,,2.405999899,,22.61000061,,,,,,,,,,,,,,,,,,,,-9999
1953,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.370999992,,,0.151999995,,9.899000168,,,2.400000095,,21.29000092,,,,,,,,,,,,,,,,,,,,-9999
1953,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.56400001,,,0.170000002,,9.126999855,,,2.400000095,,17.12000084,,,,,,,,,,,,,,,,,,,,-9999
1953,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.935000002,,,0.578999996,,1.447999954,,,2.400000095,,11.61999989,,,,,,,,,,,,,,,,,,,,-9999
1953,5,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,5.796000004,,9.407999992,,,29.04000092,,,,,,,,,,,29.86000061,,,,,,,,,,,-9999
1953,6,,,,,,,,,,,,,,,,,,,,43.31999969,,,,,,,,,,,7.090000153,,,,,,,,,,,,,,18.06999969,,,,,,,,,,,-9999
1953,7,,,,,,,,,,,,,,,,,,,,76.80000305,,,,,,,,,,,7.177999973,,,,,,,,,,,,,,39.77000046,,,,,,,,,,,-9999
1953,8,,,,,,,,,,,,,,,,,,,,120.8000031,,,,,,41.43000031,,,,,23.97999954,,,,,,,,,,,,,,95.77999878,,,,,,,,,,,-9999
1953,9,,,,,,,,,,,,,,,,,,,,154.8000031,,,,,,,,,,,35.77000046,,,,,,,,,,,,,,110.3000031,,,,,,,,,,,-9999
1953,10,,,,,,,,,,,,,,,,,,,,47.81000137,,,,,,8.383000374,,,,,11.27999973,,,,,,,,,,,,,,40.43000031,,,,,,,,,,,-9999
1953,11,,,,,,,,,,,,,,,,,,,,42.91999817,,,,,,,,,,,6.379000187,,,,,,,,,,,,,,32.75999832,,,,,,,,,,,-9999
1953,12,,,,,,,,,,,,,,,,,,,,23.57999992,,,,,,,,,,,3.046000004,,,,,,,,,,,,,,24.97999954,,,,,,,,,,,-9999
1954,1,,,,,,,,,,,,,,,,,,,,12.22000027,,,,,,0.518999994,,,,,3.792999983,,,,,,,,,,,,,,12.25,,,,,,,,,,,-9999
1954,2,,,,,,,,,,,,,,,,,,,,8.546999931,,,,,,0.367000014,,,,,,,,,,,,,,,,,,,7.78399992,,,,,,,,,,,-9999
1954,3,,,,,,,,,,,,,,,,,,,,5.423999786,,,,,,0.319999993,,,,,,,,,,,,,,,,,,,6.394999981,,,,,,,,,,,-9999
