," ""CCCMA """"CGCM3"""" a"""," ""CCCMA """"CGCM3"""" b"""," ""GFDL """"CM2"""" a"""," ""GFDL """"CM2"""" b"""," ""GISS """"AOM"""" a"""," ""GISS """"AOM"""" b"""," ""historico mas futuro"""," ""MPI """"ECHAM5"""" a"""," ""MPI """"ECHAM5"""" b"""," ""MRI """"CGCM2.3.2."""" a"""," ""MRI """"CGCM2.3.2."""" b"""," ""NIES """"MIRO3.2."""" a"""," ""NIES """"MIRO3.2."""" b"""," ""UKMO """"HADCM3"""" a"""," ""UKMO """"HADCM3"""" b"""
Nov-31,3.74067,3.6734,1.85378,2.29244,6.08913,4.74204,3.34489,5.19419,6.17952,4.95791,5.67186,3.91165,4.68536,3.91072,4.42823
Dec-31,3.07745,3.50476,1.39102,1.91248,4.60343,4.47561,3.15212,5.18335,6.56448,3.40579,5.70645,2.91675,2.87206,3.14016,3.95659
Jan-32,2.58634,2.87728,1.02313,1.44434,3.41054,3.51167,2.41269,3.64043,4.33122,2.37158,4.55566,2.01067,2.07832,2.21638,2.75574
Feb-32,1.88495,1.95347,0.829885,1.1353,2.27351,2.20178,1.72266,2.35418,2.8344,1.83692,2.89557,1.74734,1.49789,1.59472,1.87406
Mar-32,1.26044,1.3149,0.60314,0.804255,1.4719,1.39763,1.10833,1.50081,1.77187,1.17425,1.71334,1.11552,0.977056,1.03913,1.29524
Apr-32,1.68652,1.13058,0.551821,0.696296,1.4292,2.0764,1.43414,1.30043,1.40184,1.11547,1.4224,0.905421,1.2636,0.814343,0.964485
May-32,1.61887,2.19961,1.33507,0.765858,1.28417,1.96542,1.54194,1.65764,1.78238,1.35783,1.30705,1.34463,1.13667,1.0046,1.09336
Jun-32,2.62061,3.69915,1.063,1.50217,1.8924,1.96996,1.2142,1.94282,1.47586,1.40761,1.38331,2.00067,2.18572,1.13747,1.14019
Jul-32,2.53793,3.23423,1.78622,1.83726,2.05418,2.14133,1.23675,1.81373,1.86343,1.39766,1.75279,2.1062,1.96279,1.37032,1.11318
Aug-32,2.26631,2.63678,1.77061,1.27844,2.29522,1.97706,1.12957,1.61715,1.60292,1.43763,1.44965,1.84039,1.58772,1.20027,1.2615
Sep-32,1.96832,2.04123,1.73946,1.35384,1.99618,1.63724,1.12745,1.45139,1.39891,1.47874,1.49658,1.65313,1.41644,1.56528,1.21665
Oct-32,2.30931,2.16568,2.2337,1.7532,2.63421,2.63682,1.27511,1.96684,1.84936,1.87956,1.44501,2.07782,2.02626,2.20114,1.69659
Nov-32,3.20259,2.84803,5.02579,2.44538,3.81591,4.15109,1.8963,2.58345,3.09928,3.81989,2.42989,3.08586,3.61444,3.5279,2.62806
Dec-32,2.93764,2.30518,4.88763,2.46615,3.23937,2.87139,1.4938,2.5964,2.31527,4.12775,2.64105,2.4404,2.60422,2.5166,2.06896
Jan-33,2.30998,1.58599,3.65827,1.711,2.66542,2.09628,1.22442,1.9584,1.71259,2.85549,2.26686,1.77994,1.86065,1.7746,1.70701
Feb-33,1.67909,1.24115,2.63924,1.28426,2.38277,1.57078,1.00428,1.39592,1.3064,2.02637,1.69321,1.34042,1.41063,1.37853,1.38203
Mar-33,1.39194,0.840656,1.58598,0.877436,1.595,1.03372,0.715374,0.921302,0.877938,1.60015,1.17656,1.00025,1.05313,1.00504,0.988851
Apr-33,1.17077,0.693498,1.32245,0.760493,1.22823,1.27907,0.717391,0.960202,0.759345,1.4235,0.923566,1.0443,1.04182,2.43157,0.810962
May-33,1.33133,1.09589,1.6013,0.901815,1.22242,1.32329,0.768485,1.71624,0.909733,1.86101,1.17566,1.85145,2.68665,1.88197,2.49965
Jun-33,1.46455,1.24842,2.30191,0.952054,1.44326,1.46926,1.00218,2.01286,1.3869,3.28069,1.15961,1.9815,2.20081,1.75097,3.35377
Jul-33,2.26387,1.54761,2.14552,1.0173,1.22589,1.72699,1.07985,1.91414,1.90598,3.30635,1.22489,1.85484,2.44208,1.6299,3.27871
Aug-33,1.468,1.51789,1.78117,1.72433,1.31803,1.3783,0.921913,1.44765,1.88035,3.23366,1.31821,1.83761,1.93075,1.35507,2.25679
Sep-33,1.54789,2.28236,1.61811,1.48307,1.36802,1.76543,0.999787,1.52505,1.83688,2.99856,1.81624,1.62281,1.91734,1.21985,2.18147
Oct-33,2.40561,2.79544,2.08752,1.88577,2.08992,2.06847,1.21369,1.94942,3.13727,3.24311,2.63896,2.36735,2.66871,1.60112,2.70941
Nov-33,3.39803,4.20452,3.29327,2.10067,3.78435,4.48053,2.4836,4.29121,5.5751,4.50111,5.02837,3.78664,4.20514,2.42779,4.70973
Dec-33,2.46111,3.33602,2.33775,1.78134,2.70335,4.38322,2.22564,3.77341,4.46921,3.84788,4.29588,2.79139,4.52458,1.8414,3.15973
Jan-34,1.671,2.06919,1.75119,1.42672,1.85987,3.61473,1.68579,2.31635,3.13598,2.73048,2.73589,1.92442,3.13938,1.23674,2.20133
Feb-34,1.31583,1.54008,1.59238,1.09089,1.40932,2.4336,1.33147,1.67598,2.10656,1.92657,2.03022,1.42424,2.04032,0.976577,1.62155
Mar-34,0.875821,1.05015,1.04896,0.78987,0.933389,1.51538,1.06939,1.11182,1.35764,1.59502,1.3648,1.01167,1.58417,0.857589,1.05573
Apr-34,0.697044,0.819189,0.859269,0.707944,0.801093,1.88056,0.987281,0.889338,1.52226,1.14714,1.32392,0.847909,1.23596,0.82375,0.89498
May-34,1.56974,1.42502,1.06299,0.872786,1.01147,2.47564,1.0748,0.848215,1.81611,2.44007,1.68635,1.38825,1.18492,1.252,0.998037
Jun-34,1.87803,2.34055,1.17863,2.05824,1.13732,2.01455,0.969856,0.969397,1.97597,2.38691,1.76085,2.12673,1.89358,1.76646,1.35702
Jul-34,3.10539,2.91498,1.52475,1.56801,1.18035,2.02418,1.00065,1.22529,3.15357,2.60745,1.97028,1.96337,1.72132,2.38538,1.36028
Aug-34,3.13626,2.72796,1.19322,1.92836,1.01359,2.55431,0.903048,1.4078,2.27658,2.20121,1.62615,2.06035,1.53629,1.9075,1.8908
Sep-34,2.89417,2.37383,1.21489,1.61661,1.48297,2.24962,1.01212,1.32752,2.41582,1.97054,1.48835,1.80817,1.71632,1.90641,1.78624
Oct-34,2.88459,2.97983,1.30796,2.12209,2.00825,2.08162,1.34796,1.80757,3.68099,3.13681,1.9081,2.54369,1.8913,2.33604,2.61988
Nov-34,4.71188,3.77834,2.19622,3.6767,3.04867,3.02403,2.40703,3.00206,7.04401,5.25779,2.96188,4.09864,2.39146,5.49881,5.3328
Dec-34,3.51045,3.06533,1.81027,3.08086,3.89112,2.86629,2.03544,2.52155,5.04564,3.78682,2.53784,2.45041,2.83756,4.43422,3.49457
Jan-35,2.50156,2.17689,1.33917,1.98749,2.60838,2.41441,1.28147,1.83805,3.45865,2.44703,1.81158,2.06183,1.81057,3.15886,2.56089
Feb-35,1.7551,1.57717,1.01844,1.52586,1.84044,1.75214,1.10581,1.3331,2.29619,1.7512,1.44726,1.49871,1.51416,2.04767,1.84492
Mar-35,1.15056,1.04644,0.702708,1.02008,1.40765,1.16909,0.789322,0.999477,1.71935,1.22672,1.032,1.02242,1.0832,1.30239,1.27234
Apr-35,0.981718,1.16966,0.628702,1.12881,1.09508,0.936577,0.657106,1.30033,1.78676,0.983985,0.850882,0.82973,0.848173,1.22188,1.1458
May-35,0.960581,2.18193,1.8908,1.72002,1.60332,1.40369,0.524497,2.33483,1.74034,1.5729,2.69081,1.13332,1.03065,2.61898,1.4052
Jun-35,1.11139,2.09593,1.36863,2.36264,2.59563,1.25459,0.455453,3.0661,2.01405,1.25271,1.76003,1.07997,1.87906,2.40865,1.77329
Jul-35,2.00279,1.93553,3.16516,2.69283,2.08639,1.42059,0.375872,3.32607,1.68582,1.2105,1.57505,1.04035,1.42209,1.73586,2.05667
Aug-35,1.69322,1.52507,2.32484,1.86694,1.91353,1.2157,0.324397,3.36496,1.83811,1.16667,2.27245,1.01135,1.39297,2.20096,2.32807
Sep-35,1.8429,2.33288,2.45744,1.78363,1.94704,1.32341,0.292194,2.87623,1.54725,1.11915,1.90315,1.20228,1.48915,1.89501,2.19268
Oct-35,1.75099,1.99981,2.94187,2.26797,2.48996,1.62998,0.247813,4.99233,2.08995,1.28668,2.12836,1.56272,1.93175,2.1033,3.75479
Nov-35,3.93833,2.95487,5.12367,3.15904,4.17257,3.54881,0.224871,8.39111,3.29363,2.13564,4.38926,2.18932,3.01889,4.70745,5.82553
Dec-35,3.07524,2.89461,3.72038,3.33416,3.78253,3.8357,0.191649,6.71165,3.43001,2.12717,4.23036,1.55845,2.65242,3.10721,4.74329
Jan-36,2.09172,1.85147,2.71766,2.30274,2.78002,2.87387,0.169468,4.24885,2.74921,1.83689,3.19151,1.09719,1.84884,2.15127,3.58616
Feb-36,1.51252,1.40894,1.83208,1.67238,2.085,2.05253,0.16697,2.65288,1.83787,1.39408,2.1002,0.916362,1.43735,1.55509,2.32976
Mar-36,0.999107,0.941227,1.20481,1.18392,1.35077,1.39776,0.135199,1.8773,1.19351,0.931031,1.38759,0.724216,1.13168,1.15709,1.73205
Apr-36,0.862724,0.9095,1.03022,0.914076,1.197,1.16534,0.126156,1.54009,0.938359,0.895169,1.29802,0.786875,0.928626,0.890128,1.93124
May-36,0.776317,1.02308,0.895348,2.42511,1.84496,1.31827,0.111128,2.03455,0.9534,1.00268,1.69543,1.73285,1.01352,1.32934,1.6123
Jun-36,0.678394,1.40733,0.850461,2.04583,1.83261,1.21659,0.105167,2.43689,0.807089,0.943343,2.64235,2.11244,1.31479,1.10293,1.78514
Jul-36,0.742537,2.26491,0.999914,2.1427,2.5012,2.4601,0.0936151,2.3525,0.74603,1.2014,3.48783,1.85497,1.84563,2.208,3.03754
Aug-36,1.48304,1.83757,1.19206,2.11101,1.99774,1.9965,0.0863924,2.27106,0.722601,1.00683,2.93308,2.03843,1.70103,1.74555,2.27251
Sep-36,1.83432,1.81839,1.20527,1.95897,1.72932,2.15675,0.0825894,2.08768,0.925672,1.14976,2.59729,2.72053,2.48263,1.76639,2.37734
Oct-36,2.32904,1.91156,1.67824,2.74241,2.28571,2.4437,0.0739566,2.97988,0.952852,1.59231,4.13863,2.64416,3.72883,2.04586,2.97675
Nov-36,3.89735,4.23952,2.77665,3.60547,4.34322,3.86146,0.0706148,5.33122,1.74411,2.80217,7.13392,3.6511,6.80137,2.92499,3.32724
Dec-36,3.15343,3.88583,2.30857,3.36499,3.34987,3.40572,0.0631143,3.4547,1.50111,3.53197,5.45883,2.93916,4.57597,2.31801,3.16206
Jan-37,1.97752,3.35644,1.53817,2.25351,2.15401,2.347,0.0583268,2.45912,1.0862,3.09765,3.90928,1.98984,3.25689,1.6904,2.07347
Feb-37,1.67926,2.3055,1.20381,1.74366,1.59812,1.80769,0.0598373,1.74911,0.865154,2.0742,2.69412,1.59191,2.11131,1.27629,1.52639
Mar-37,1.36976,1.40944,0.85964,1.2273,1.14552,1.19988,0.050261,1.15219,0.6195,1.44242,1.67853,1.08024,1.38305,0.913954,1.09348
Apr-37,1.22639,1.2646,0.923734,0.986802,1.0819,0.943062,0.0484808,1.02068,0.842054,1.20653,1.5132,0.887068,1.23995,0.799071,1.01688
May-37,2.08345,1.64769,1.0904,1.03715,1.66458,1.82471,0.0439962,1.35084,1.552,1.76344,1.8843,1.62753,1.9794,1.7699,1.89236
Jun-37,2.11749,1.91926,1.12769,1.35921,2.47159,2.14791,0.0427801,1.27794,1.5933,1.37263,2.02554,1.40803,1.88774,1.70071,2.65606
Jul-37,1.75622,2.79563,1.1251,1.37722,2.6491,2.75247,0.039042,1.20579,2.18284,1.96596,1.8323,2.02315,1.97053,1.54504,2.32992
Aug-37,1.6573,3.17986,1.12068,1.34261,2.15513,2.3106,0.03687,1.12641,1.61453,1.98877,1.37575,1.89241,1.91288,1.50123,2.58838
Sep-37,1.84708,2.79794,1.17208,1.19282,2.09708,2.38134,0.0360102,1.0764,1.40655,2.05898,1.46882,1.91305,2.19719,1.53,1.9992
Oct-37,1.75683,2.781,1.58223,1.66949,2.46551,2.67437,0.032913,1.21228,1.80172,2.84617,1.68509,2.51632,3.02397,1.97597,2.79787
Nov-37,3.25434,3.93059,2.93431,2.55535,3.81872,4.48016,0.0320631,1.72415,2.39695,5.10034,2.482,5.1652,4.83906,3.15547,4.1664
Dec-37,2.43018,2.86901,2.87585,1.97205,3.03011,3.48551,0.0292238,1.29109,2.65435,3.95956,2.15409,4.40456,3.24653,2.45584,3.71405
Jan-38,1.56684,2.12604,1.80944,1.55899,2.02593,2.63372,0.0275216,1.10863,2.19637,2.84485,1.51039,2.8785,2.26803,1.74198,2.7603
Feb-38,1.21754,1.60759,1.38533,1.18965,1.47865,1.98851,0.0287443,0.869075,1.56737,1.98083,1.17083,1.94943,1.71589,1.3051,2.17807
Mar-38,0.918071,1.08261,1.03253,0.837384,1.16407,1.33732,0.024552,0.706077,1.02164,1.25667,0.816029,1.37864,1.17778,0.875365,1.43493
Apr-38,0.742291,1.03681,0.878926,0.895824,1.30968,1.10988,0.0240546,0.870168,0.984971,1.18464,0.705933,1.53288,1.01112,0.849865,1.28998
May-38,0.661707,2.06887,1.49832,0.927495,1.43264,1.7294,0.0221453,1.70529,2.67918,1.00618,1.27456,1.49407,2.87577,2.05977,2.25126
Jun-38,0.669766,1.84887,1.42323,0.982196,1.4176,1.9058,0.0218232,1.40759,3.07595,1.25905,1.0922,1.95478,2.6298,1.77524,2.53348
Jul-38,0.701936,1.50325,1.62484,0.964817,1.41211,1.97433,0.0201684,1.80104,2.62787,1.3792,0.897986,2.45589,2.93043,1.65749,3.51465
Aug-38,1.42298,1.37852,1.30552,1.39569,1.48426,1.86249,0.0192744,1.66754,2.1437,1.42568,0.944946,1.92244,2.08964,1.72245,2.67046
Sep-38,1.3025,1.90236,1.41146,1.18252,1.75322,2.21601,0.019039,2.25771,1.84734,1.25696,1.05927,1.92397,2.089,1.89007,2.6427
Oct-38,2.2755,1.97849,1.38101,1.25678,2.26294,2.47968,0.0175948,2.29361,1.8036,1.66073,1.35005,2.17773,2.69363,2.24825,3.13644
Nov-38,4.77042,4.6448,2.82492,1.99989,5.39162,3.20295,0.0173312,4.91299,4.00456,2.85458,1.82679,3.41217,2.92594,4.27012,4.32169
Dec-38,3.07423,3.89598,2.28872,1.89342,5.70568,2.6061,0.0159709,3.77574,2.99557,2.25345,1.42281,2.32614,2.23704,2.96856,4.81856
Jan-39,2.14538,3.0307,1.63279,1.45207,3.83479,1.85216,0.0152038,2.72038,2.12537,1.58249,1.02098,1.52971,1.55232,2.12077,2.97123
Feb-39,1.54675,2.14234,1.2806,1.12451,2.47212,1.38476,0.016045,1.87489,1.55454,1.20586,0.897925,1.1809,1.26692,1.6933,2.07767
Mar-39,1.012,1.37533,0.862296,0.772185,1.52767,1.16096,0.0138406,1.46249,1.27311,0.980416,0.8861,0.91359,0.901571,1.09552,1.30143
Apr-39,0.811129,1.24879,0.725437,0.734044,1.14725,0.872303,0.0136869,1.08616,0.938033,0.827066,0.956597,0.790437,0.766367,1.91738,1.03757
May-39,1.48959,1.35948,0.846204,1.36383,1.21096,1.02604,0.01271,1.43631,1.51661,1.06796,1.20312,1.7703,0.887056,1.90145,1.09768
Jun-39,1.61851,1.47984,1.25498,1.7601,1.39478,1.16747,0.0126274,1.63201,2.53379,1.67623,1.88242,1.39392,1.00962,1.63817,1.47955
Jul-39,1.28294,1.93157,1.05794,1.96341,1.34272,1.77373,0.0117606,1.76809,2.75107,3.33944,1.92538,1.79785,1.38447,2.17499,1.4346
Aug-39,1.13907,1.88934,0.875908,1.57323,1.84712,1.62384,0.0113228,1.68994,1.96482,2.32691,1.59281,1.61209,1.18395,2.03013,1.76488
Sep-39,1.19042,1.77217,0.895518,1.63575,2.08148,1.78061,0.0112647,2.02925,2.14717,2.75897,1.51326,1.62668,1.57842,1.96619,1.68886
Oct-39,1.87653,2.97474,1.42737,2.24852,2.80612,2.57421,0.0104842,2.11357,4.40921,2.94697,1.95136,2.40842,2.49932,3.02715,2.30021
Nov-39,2.95634,4.59166,3.0474,3.11671,5.16244,3.9812,0.0104015,2.88404,8.20129,4.8944,3.65351,3.43679,4.38885,3.7555,3.55213
Dec-39,2.10199,3.08556,2.99475,2.75462,3.60813,3.17611,0.00965437,2.31299,6.12104,5.61739,3.43268,2.50081,2.73505,3.43309,3.60206
Jan-40,1.43856,2.45877,2.41567,1.75935,2.33227,2.38427,0.00925665,1.77541,4.1155,3.37839,2.2094,1.746,1.81391,2.62597,2.36014
Feb-40,1.11676,2.15909,1.68457,1.33536,1.69079,1.70974,0.00983679,1.3261,2.99285,2.36233,1.62593,1.45244,1.41705,1.91442,1.6829
Mar-40,0.899448,1.29472,1.11737,0.917778,1.12347,1.25179,0.00854175,0.918516,1.79854,1.54604,1.05964,0.985496,0.933184,1.20366,1.12655
Apr-40,0.733734,1.27959,1.00711,0.752093,0.881427,0.977291,0.00850026,0.784984,1.49255,1.27064,1.04907,0.828979,0.810863,1.05939,0.922063
May-40,0.838308,2.5125,1.44082,2.2275,0.85734,1.04677,0.00794016,1.01906,1.38115,1.39985,1.17606,0.73055,1.69218,1.16761,1.0459
Jun-40,1.0653,2.10621,1.638,2.04166,1.55579,1.27435,0.00793248,1.10493,1.28785,1.2776,1.47564,0.873418,2.17164,1.95346,1.15397
Jul-40,1.40121,2.17787,1.69228,3.58436,2.11865,1.167,0.00742727,1.29792,1.44885,1.26471,1.89893,1.92074,1.97425,2.09914,1.01939
Aug-40,1.17986,1.99496,2.00394,3.0125,2.23934,1.67378,0.00718762,1.49952,1.44979,1.12854,1.76411,1.7391,1.81428,1.74471,1.26073
Sep-40,1.13935,1.79721,2.04047,2.70849,2.04613,1.83994,0.00718666,1.59768,1.37035,1.22161,1.92677,1.83314,1.75797,1.62478,1.56385
Oct-40,2.13375,2.69995,2.83481,2.89845,2.75431,2.36451,0.00672243,1.80773,1.63512,1.48155,2.58859,2.75519,2.05972,2.57198,2.23177
Nov-40,3.4027,3.56208,3.86661,4.27625,4.06385,4.26363,0.0067038,3.75893,3.87276,2.50712,5.08471,4.49549,2.51607,4.07635,2.58375
Dec-40,2.34754,3.43988,3.91392,3.38838,2.98529,3.27062,0.00625489,2.62942,2.79439,2.2421,3.98669,3.044,2.68255,2.877,2.10775
Jan-41,1.76286,2.21096,2.24481,2.51607,2.03751,2.26743,0.00602865,1.80043,1.86447,1.4943,2.65949,2.16654,2.09311,2.25309,1.56673
Feb-41,1.38623,1.67505,1.62377,1.78082,1.51376,1.66681,0.00643918,1.29308,1.41043,1.36692,1.81344,1.5642,1.48692,1.58859,1.20704
Mar-41,0.976767,1.10356,1.05672,1.14812,1.03637,1.10295,0.00561879,0.855837,1.12016,0.979309,1.23084,1.03044,1.03037,1.04093,1.00662
Apr-41,0.832485,0.933439,0.929859,1.22904,1.00291,0.903769,0.0056175,0.712689,0.871658,1.58991,0.9316,0.840674,1.12224,0.819914,0.771611
May-41,2.31802,0.989934,1.79125,1.59867,1.79916,1.37072,0.00527014,0.820286,1.39291,3.75642,1.54223,0.845758,1.19166,0.697317,1.27048
Jun-41,1.92685,0.918913,2.80636,1.27634,1.86214,2.08392,0.00528662,1.1401,1.23268,6.18707,1.5128,1.09987,1.38369,0.668516,2.00402
Jul-41,2.14734,0.924003,2.69514,1.27558,2.41309,2.16644,0.00496941,1.15988,1.11725,4.41733,1.57555,1.5585,2.44661,0.901754,2.24651
Aug-41,1.87216,0.815075,2.3389,1.66313,2.48085,1.82588,0.00482754,1.08858,1.10509,3.14654,1.76256,1.72677,2.14159,0.782427,2.34011
Sep-41,1.59937,0.938392,2.13067,1.53649,2.47124,1.65935,0.00484515,1.22239,1.52346,2.73568,2.06923,1.83374,2.21111,0.87486,2.54698
Oct-41,1.91566,1.32546,2.53524,1.48185,2.8942,2.20068,0.00454961,1.49973,1.96199,2.85196,2.6821,2.56288,3.40197,1.72422,2.34661
Nov-41,2.9769,3.03349,3.13734,2.00421,4.31618,4.08359,0.00455511,2.38139,3.51941,4.74079,4.99542,4.0227,4.68627,3.10754,4.85309
Dec-41,2.35851,2.57974,2.47739,1.4431,3.51923,2.73525,0.00426742,1.72135,2.45523,3.48553,3.61662,2.92187,3.16435,2.50932,3.84707
Jan-42,1.78025,1.85642,1.84727,1.11222,2.76258,1.91625,0.00412998,1.267,1.78459,2.48209,3.13454,2.07161,2.17473,1.80485,3.1505
Feb-42,1.34384,1.33309,1.37977,0.926015,2.04632,1.52829,0.00442887,0.961874,1.33416,1.7804,2.20479,1.535,1.59828,1.49504,2.11811
Mar-42,0.976587,1.09141,0.965401,0.7575,1.30304,1.1702,0.00387943,0.837366,0.936861,1.19558,1.57362,1.02743,1.04867,0.966342,1.41688
Apr-42,0.771336,0.979982,0.786786,0.649784,1.26862,1.18891,0.00389268,0.985588,0.873677,1.08485,1.16345,0.909754,1.08268,0.827541,1.18919
May-42,1.44888,1.16686,0.813775,0.788824,1.10348,2.19979,0.00366436,0.9992,1.05245,1.36304,1.33283,1.75312,1.20098,0.874757,1.40669
Jun-42,1.88232,1.04843,1.60374,1.05119,1.57426,1.95298,0.00368755,1.134,1.45389,1.16779,1.7245,1.66397,1.48309,1.40159,1.6217
Jul-42,1.95944,1.66585,1.11431,1.65003,1.75345,2.88149,0.00347696,1.01844,1.53376,1.46903,1.4617,2.04717,2.19191,1.59321,1.51191
Aug-42,1.33962,1.88981,1.17308,2.08904,1.84994,2.11863,0.00338792,1.17026,1.61273,1.31853,1.55316,1.87773,1.75547,1.34777,1.22321
Sep-42,1.27071,1.63593,1.12809,1.60693,1.85925,2.22118,0.00341051,1.24939,1.59137,1.34321,1.56595,2.03811,1.79657,1.52052,1.32234
Oct-42,1.65649,2.72198,1.41978,2.01333,2.42915,2.86395,0.0032124,2.30235,2.56155,1.73762,2.24993,2.69655,2.83828,2.04394,2.00267
Nov-42,2.41767,4.42415,2.37263,4.34765,4.37057,4.09091,0.00322673,3.68263,4.50632,2.48796,4.74134,4.30315,5.50602,4.23685,3.12654
Dec-42,1.67962,3.07521,1.83226,3.97795,4.28944,4.2333,0.00303307,2.70919,3.24829,1.99835,4.79437,2.73843,3.79399,4.03969,2.95421
Jan-43,1.18507,2.05929,1.27355,2.78981,3.63237,3.22453,0.00294532,1.89363,2.17513,1.41106,2.60603,1.77348,2.38593,2.39653,1.89174
Feb-43,0.959168,1.51063,1.01179,1.89697,2.34032,2.13108,0.0031689,1.45553,1.5929,1.12245,1.89672,1.34771,1.72219,1.7672,1.4136
Mar-43,0.666444,1.02437,0.695817,1.23316,1.47671,1.39452,0.00278451,0.946769,1.1,0.918887,1.23725,0.897633,1.41872,1.16668,0.931454
Apr-43,0.542238,1.07345,0.707704,1.00918,1.29504,1.29649,0.00280238,0.958607,1.11385,0.743034,1.15783,0.708315,1.05731,1.08799,0.773091
May-43,1.01504,0.944186,1.78811,0.856627,1.41726,2.74485,0.00264529,1.07217,1.24974,1.48819,1.97536,0.827631,0.88596,2.63672,2.20128
Jun-43,0.920999,2.42267,1.81384,1.12406,1.28639,3.49407,0.00266895,1.61685,1.94696,1.92543,2.05477,1.27909,1.16774,2.96444,1.68253
Jul-43,1.10814,2.89882,1.95154,1.44968,1.94824,2.76052,0.00252287,1.88261,2.1479,2.55947,2.26272,1.47603,1.40252,2.85841,2.49357
Aug-43,1.42411,2.41468,1.7448,1.83919,1.76815,2.39414,0.00246436,1.55904,1.7503,2.2664,2.37626,1.54592,1.44453,2.34832,1.62157
Sep-43,1.35676,1.79281,2.15203,2.02584,1.82787,2.12136,0.00248697,1.92741,2.22024,2.68063,1.91366,1.65075,1.56578,2.37477,1.60329
Oct-43,1.92429,2.42492,2.24914,2.35994,3.04226,2.90353,0.00234857,2.73606,3.03331,3.59786,3.19289,2.16521,2.22648,2.60967,1.54079
Nov-43,3.75423,3.62123,3.41973,4.40378,6.03874,4.9193,0.00236552,5.28466,5.14282,5.30708,6.093,3.01489,3.12467,3.56974,2.45209
Dec-43,3.01786,2.68101,3.04244,3.07075,4.1571,3.87357,0.00222988,3.77272,3.65721,3.78616,4.49767,2.21929,2.23597,2.64364,1.98332
Jan-44,2.12617,2.1257,1.95741,2.19007,2.78538,2.94762,0.00217164,2.34269,2.67324,2.50393,2.98127,1.55586,1.52603,1.84002,1.41756
Feb-44,1.51161,1.555,1.4304,1.84216,1.96072,2.00955,0.00234304,1.6592,1.84918,1.82368,2.09962,1.18436,1.17196,1.68656,1.08575
Mar-44,0.984213,1.06734,0.928848,1.16517,1.2462,1.31414,0.00206434,1.06166,1.39749,1.16656,1.42741,0.803928,1.05088,1.12694,0.791241
Apr-44,0.779968,0.85736,0.864204,1.05485,0.984316,1.12626,0.00208283,1.15528,1.35498,0.941434,1.0834,0.664465,0.884346,1.3611,1.0067
May-44,1.01026,1.77293,1.39027,1.37035,1.17386,1.20001,0.00197065,2.07323,1.32869,0.99444,1.2414,0.874529,1.0463,2.99379,1.36065
Jun-44,1.26603,1.89944,1.63703,1.69253,1.66815,1.56424,0.00199262,2.4107,1.35268,2.66322,0.971253,0.811972,0.880253,3.82838,1.99496
Jul-44,1.49619,3.37762,1.65347,1.56622,1.63879,2.97658,0.00188754,2.71992,1.3028,5.87899,0.8464,0.803648,1.05888,3.59733,1.68082
Aug-44,1.31847,3.34233,1.64789,1.75528,1.97879,2.12356,0.00184764,2.38242,1.28298,3.64967,1.20425,0.904164,1.15851,2.65328,1.62925
Sep-44,1.6651,2.29549,1.54448,1.68566,2.1332,1.82632,0.00186854,2.16026,1.42983,2.82324,1.474,1.13491,1.08964,2.87797,1.56532
Oct-44,2.33965,2.72396,2.06214,3.34642,2.32658,2.72259,0.00176848,2.57745,2.19505,3.56283,2.2795,1.38457,1.93611,3.15619,1.69194
Nov-44,3.52831,3.57083,3.2862,5.11386,3.44366,4.56775,0.00178548,4.92958,4.26484,5.05662,5.25543,2.02716,3.53337,6.8437,3.77207
Dec-44,2.53736,2.96346,2.65017,3.54872,2.5542,3.29465,0.00168727,3.92087,3.05912,3.92235,3.65141,1.80235,3.42761,4.39813,3.30454
Jan-45,1.80649,2.3728,1.84116,2.67425,1.722,2.68653,0.00164734,2.78959,2.12664,3.08673,2.40122,1.44026,2.42951,3.17142,2.76727
Feb-45,1.30738,1.66202,1.36442,1.89403,1.3587,1.84043,0.0017817,1.92921,1.53172,2.13749,1.68565,1.07213,1.73604,2.06621,1.91876
Mar-45,0.872446,1.08259,0.935002,1.23101,0.955361,1.23566,0.0015734,1.27015,1.00501,1.34256,1.23661,0.737517,1.25958,1.29591,1.22121
Apr-45,0.858352,0.868539,1.04998,0.986175,1.28736,1.37179,0.00159097,1.08247,0.897493,1.10993,1.56443,0.807454,1.25847,1.06095,0.952816
May-45,1.24892,0.847283,1.04841,0.920811,1.42613,1.55025,0.0015083,1.29412,1.57001,1.97712,1.7264,2.28169,1.16869,0.963446,0.792459
Jun-45,1.6839,1.23547,1.3359,1.23625,1.91297,1.49996,0.00152797,1.67022,1.38292,1.70423,1.46479,1.85992,1.6403,0.819498,1.73049
Jul-45,1.54872,1.24687,1.42701,2.04716,1.73294,1.69697,0.00145003,1.92632,2.16835,2.46124,1.13136,2.04656,2.22888,1.0081,1.68013
Aug-45,1.63718,1.16116,1.98201,1.773,1.94084,1.66991,0.00142196,1.55717,2.07333,2.3584,1.2705,1.86236,1.71432,1.2339,1.93783
Sep-45,1.95867,1.21765,1.7111,1.62968,1.77213,2.50069,0.00144069,1.57372,1.94871,2.34691,1.53008,1.82149,2.18573,1.25901,1.96778
Oct-45,2.39796,1.89518,2.09453,1.7903,2.30649,3.89154,0.00136619,2.15335,2.34025,2.99822,2.3998,2.15049,2.32147,1.85569,2.21256
