, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"Oct 2021", 8.24296, 7.42085, 7.81223, 8.42676, 9.13538, 10.7016, 6.24228, 7.03993, 9.35926, 8.42357, 9.62652, 6.7838, 10.8343, 12.5126, 5.72975
"Nov 2021", 18.1042, 13.8755, 19.8925, 19.3018, 20.769, 21.5861, 13.6255, 19.9454, 16.7955, 18.2488, 19.5221, 11.4349, 22.6356, 22.1427, 22.7825
"Dec 2021", 21.3627, 12.6393, 17.5539, 18.7113, 20.7433, 24.8443, 13.6657, 17.1355, 18.5785, 23.5108, 32.5814, 16.6379, 28.0276, 23.1791, 28.3883
"Jan 2022", 17.7862, 9.37278, 16.4648, 16.3907, 19.7083, 19.6122, 11.9488, 17.5258, 15.2915, 17.3824, 35.1628, 14.4206, 23.749, 22.0012, 21.1351
"Feb 2022", 14.1552, 7.07489, 11.8603, 10.4804, 13.1566, 12.5736, 8.73039, 10.9095, 10.4166, 11.4752, 23.1871, 8.6948, 16.4955, 13.7999, 13.1594
"Mar 2022", 7.91941, 5.21105, 8.80363, 8.4158, 10.2614, 8.48648, 7.38952, 10.1235, 7.10285, 9.22467, 13.6838, 5.73035, 10.3013, 11.0262, 8.47029
"Apr 2022", 8.3699, 9.63573, 10.5625, 6.69329, 7.33854, 8.64875, 5.82197, 10.928, 7.35302, 10.3384, 11.1141, 5.72535, 9.19665, 7.61458, 16.2206
"May 2022", 8.39375, 19.6661, 15.634, 12.1753, 20.4122, 7.46809, 10.4179, 10.8132, 7.02068, 8.98349, 12.4636, 14.7929, 20.018, 8.66241, 24.5089
"Jun 2022", 16.2271, 13.4965, 11.6657, 10.4079, 11.789, 6.90604, 10.2909, 14.9274, 5.48525, 16.5717, 13.0947, 9.29794, 11.9049, 16.1809, 12.2233
"Jul 2022", 9.50193, 11.4643, 18.1875, 8.35724, 9.49919, 10.8611, 9.36551, 10.4084, 17.5209, 8.2428, 11.808, 5.24468, 12.574, 9.8864, 11.0171
"Aug 2022", 7.55097, 7.78597, 7.59044, 5.44699, 8.46417, 8.15439, 5.35881, 5.86601, 11.3431, 9.6816, 6.56773, 6.62095, 9.43826, 10.3105, 9.53782
"Sep 2022", 7.53795, 6.08067, 7.20056, 5.14389, 6.72065, 7.08318, 6.07733, 5.57484, 5.73813, 7.4056, 5.86005, 5.74579, 8.89983, 9.37487, 10.3381
"Oct 2022", 9.86147, 8.30189, 10.3531, 5.4421, 10.5567, 8.66466, 7.08067, 7.60561, 9.69046, 7.56301, 7.95155, 6.37369, 9.6284, 7.27816, 8.76656
"Nov 2022", 22.3995, 18.7622, 19.0756, 15.052, 21.1932, 22.1787, 14.0946, 14.939, 18.8589, 16.2996, 17.5846, 16.1704, 27.6194, 20.8461, 24.7226
"Dec 2022", 19.3484, 16.1406, 19.6504, 15.8405, 17.2893, 17.1281, 13.7227, 12.9143, 23.6332, 15.9714, 13.956, 13.3451, 19.394, 31.4858, 20.7066
"Jan 2023", 15.7325, 14.4301, 17.8886, 10.1202, 17.3121, 14.41, 14.6782, 12.944, 24.398, 17.9481, 12.2053, 14.4059, 17.8736, 26.1077, 16.896
"Feb 2023", 10.8064, 10.7484, 11.3055, 7.51532, 12.2415, 9.29619, 10.0859, 8.4091, 12.618, 10.5722, 8.21686, 8.44627, 11.7197, 15.8912, 11.3809
"Mar 2023", 8.0912, 7.06748, 8.59246, 5.29519, 8.2969, 6.45238, 7.3313, 5.81908, 10.455, 7.08848, 6.32592, 6.12538, 7.67604, 10.2702, 8.54679
"Apr 2023", 10.3546, 6.71311, 7.62419, 4.43041, 7.60856, 7.33004, 6.09604, 7.91439, 11.9272, 10.907, 7.47999, 6.30965, 7.28678, 12.6512, 8.91437
"May 2023", 11.3843, 6.60275, 9.70327, 7.59147, 16.5185, 10.6179, 6.19903, 8.85791, 9.9287, 16.7811, 13.3601, 8.42647, 9.52639, 14.6475, 14.8746
"Jun 2023", 18.6501, 5.55242, 9.6215, 10.1773, 11.7861, 9.75549, 6.77615, 12.8824, 11.4029, 7.83691, 19.1526, 12.3465, 18.5617, 12.6907, 12.6044
"Jul 2023", 14.9848, 9.4088, 7.89651, 5.47047, 17.9757, 9.8328, 9.46875, 15.2517, 11.9304, 15.8938, 11.1911, 12.6642, 11.7059, 11.7447, 17.0277
"Aug 2023", 11.36, 12.4265, 5.75341, 11.9102, 8.62274, 6.07203, 9.3265, 6.74055, 9.25106, 10.1986, 6.47239, 8.75352, 6.64987, 8.69418, 10.9038
"Sep 2023", 7.41345, 6.21864, 7.59638, 5.1807, 8.47602, 5.73619, 6.31824, 6.77605, 7.26341, 8.77359, 6.75244, 6.87271, 7.10082, 7.2293, 7.40959
"Oct 2023", 8.02434, 7.37787, 6.64422, 6.47505, 11.6279, 7.72799, 6.29202, 9.57849, 7.79172, 10.7357, 7.77697, 6.99854, 7.93651, 7.87332, 8.32209
"Nov 2023", 18.9802, 20.4167, 13.0831, 20.1693, 24.8465, 18.6983, 14.3825, 24.2416, 21.2711, 22.3942, 25.0285, 23.6497, 22.9086, 17.871, 19.2786
"Dec 2023", 17.8547, 19.5017, 9.28356, 27.6731, 27.478, 16.6478, 16.0246, 30.259, 26.7634, 23.4564, 24.434, 26.2482, 21.1779, 17.2375, 18.0431
"Jan 2024", 15.2233, 15.4976, 11.5778, 25.5354, 20.2067, 15.9091, 16.4423, 24.1077, 28.3012, 25.3604, 20.194, 19.2884, 18.006, 15.1238, 18.8457
"Feb 2024", 10.9834, 10.7174, 7.24771, 14.3247, 13.3073, 10.7189, 11.4573, 15.5979, 17.0854, 16.1217, 13.2764, 12.5934, 12.0565, 9.80347, 12.0105
"Mar 2024", 7.38545, 10.5928, 5.11602, 10.5634, 8.5102, 7.32664, 7.48161, 10.3015, 11.0709, 10.7197, 8.78502, 8.68282, 7.78529, 6.60505, 8.05438
"Apr 2024", 11.1769, 6.57124, 8.98513, 12.1367, 10.1458, 9.86899, 12.895, 9.93796, 8.51772, 8.14367, 6.59152, 10.8344, 6.39428, 8.18393, 6.09888
"May 2024", 26.0569, 9.07294, 11.3535, 9.20523, 19.1528, 9.38729, 10.1587, 10.2046, 9.21072, 13.9379, 11.6766, 19.5061, 8.62543, 6.65648, 10.4121
"Jun 2024", 11.6363, 11.8799, 12.5042, 13.6619, 10.2419, 7.58907, 6.41863, 15.5366, 14.0266, 7.26138, 11.2446, 8.59506, 12.8028, 10.7156, 17.6059
"Jul 2024", 10.4588, 19.6527, 10.9833, 13.816, 9.6114, 20.4304, 9.15176, 9.72394, 14.0373, 7.81069, 19.3313, 11.8547, 8.69031, 9.22801, 13.7137
"Aug 2024", 7.83066, 7.00775, 6.70771, 9.42646, 7.04565, 8.40163, 5.25615, 14.9633, 7.64601, 5.09333, 7.1013, 5.99714, 10.861, 7.15453, 8.52372
"Sep 2024", 7.19259, 6.26707, 5.88018, 8.59345, 11.4531, 7.37206, 4.38821, 8.95264, 5.47015, 5.54613, 6.4275, 6.01303, 9.12573, 7.09924, 9.53559
"Oct 2024", 8.14779, 7.80597, 7.85865, 9.05327, 8.82604, 8.6491, 6.53263, 10.7104, 8.92888, 6.50441, 9.35957, 6.68119, 7.66874, 4.95769, 10.2083
"Nov 2024", 18.5237, 15.8657, 15.2032, 18.3937, 23.0521, 21.5068, 11.5858, 25.248, 20.9928, 14.8765, 18.0814, 15.3385, 23.759, 19.9415, 18.9281
"Dec 2024", 16.2496, 23.2191, 19.5826, 16.5827, 17.3574, 20.0932, 8.70255, 30.3686, 16.3429, 9.7496, 20.4917, 13.4912, 28.7348, 16.715, 19.2359
