, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"Jan 2024", 127.875, 128.548, 90.8417, 284.909, 182.487, 137.647, 153.454, 228.8, 323.034, 239.612, 181.536, 169.494, 142.234, 107.89, 167.348
"Feb 2024", 94.5143, 85.2615, 97.881, 127.918, 103.665, 87.8695, 93.7789, 123.28, 166.194, 127.733, 100.397, 95.2051, 93.4981, 79.8608, 98.5025
"Mar 2024", 137.765, 177.532, 46.9891, 103.932, 87.5814, 127.959, 128.611, 98.5601, 110.822, 101.65, 144.736, 141.473, 136.336, 120.575, 143.574
"Apr 2024", 125.883, 67.3752, 126.428, 169.602, 181.902, 104.075, 121.848, 177.738, 108.601, 99.4502, 70.5438, 110.207, 78.4789, 99.4379, 91.3447
"May 2024", 463.712, 153.09, 167.104, 150.292, 266.076, 179.509, 147.474, 123.87, 178.175, 262.38, 154.768, 349.171, 129.075, 117.711, 181.691
"Jun 2024", 277.671, 163.434, 234.738, 233.749, 214.86, 112.038, 112.748, 250.802, 191.51, 128.992, 172.899, 163.581, 199.787, 149.294, 315.459
"Jul 2024", 208.117, 362.93, 226.45, 304.355, 211.633, 368.334, 177.508, 216.69, 263.555, 137.08, 383.067, 214.031, 183.595, 178.64, 271.645
"Aug 2024", 200.472, 263.075, 202.414, 239.821, 195.307, 240.169, 110.668, 298.874, 241.888, 123.175, 255.181, 178.556, 238.767, 197.758, 234.176
"Sep 2024", 184.256, 228.69, 191.63, 226.69, 254.309, 245.397, 134.713, 271.15, 213.593, 120.159, 233.929, 153.864, 252.742, 215.617, 240.806
"Oct 2024", 165.155, 223.25, 148.829, 203.962, 215.754, 217.587, 98.8564, 265.932, 232.363, 111.216, 230.651, 127.514, 239.244, 153.481, 220.33
"Nov 2024", 224.351, 256.877, 220.218, 264.436, 386.783, 292.605, 160.19, 405.98, 292.382, 171.755, 280.204, 166.133, 445.258, 272.39, 244.688
"Dec 2024", 145.91, 264.355, 193.166, 176.202, 227.406, 201.34, 88.4267, 419.645, 169.117, 83.3816, 225.01, 114.908, 389.96, 157.343, 229.254
"Jan 2025", 95.0885, 166.772, 119.136, 121.329, 197.722, 102.821, 174.209, 270.359, 118.784, 172.801, 169.924, 72.3811, 192.445, 86.6358, 180.279
"Feb 2025", 75.7122, 94.5432, 78.6334, 81.8227, 110.564, 78.2316, 56.3095, 137.207, 84.4755, 51.6422, 98.8592, 173.423, 107.31, 122.27, 101.325
"Mar 2025", 137.842, 149.417, 120.359, 129.502, 93.3686, 115.892, 121.867, 136.789, 123.716, 139.262, 147.098, 50.7886, 86.273, 68.6172, 150.928
"Apr 2025", 93.6042, 62.4153, 56.426, 65.928, 163.951, 72.2444, 56.5484, 118.134, 124.947, 45.6883, 74.6499, 176.603, 186.163, 73.0154, 98.7028
