," ""CCCMA """"CGCM3"""" a"""," ""CCCMA """"CGCM3"""" b"""," ""GFDL """"CM2"""" a"""," ""GFDL """"CM2"""" b"""," ""GISS """"AOM"""" a"""," ""GISS """"AOM"""" b"""," ""historico mas futuro"""," ""MPI """"ECHAM5"""" a"""," ""MPI """"ECHAM5"""" b"""," ""MRI """"CGCM2.3.2."""" a"""," ""MRI """"CGCM2.3.2."""" b"""," ""NIES """"MIRO3.2."""" a"""," ""NIES """"MIRO3.2."""" b"""," ""UKMO """"HADCM3"""" a"""," ""UKMO """"HADCM3"""" b"""
Nov-32,10.2659,8.42572,17.5356,7.40454,12.3692,13.2134,6.47974,9.04337,10.0805,14.5333,9.03866,9.0228,11.3696,10.1444,8.90762
Dec-32,9.43409,6.48849,12.1599,7.34946,8.52061,7.81508,4.35283,7.26139,6.34074,12.7987,8.68809,6.7803,6.76768,6.31622,5.80702
Jan-33,6.51369,4.38274,7.64895,4.33741,7.38758,5.81943,3.48642,5.52617,4.66865,7.31331,6.23176,4.49968,4.9288,4.53862,4.63125
Feb-33,4.97393,3.9394,6.79789,3.566,7.7671,4.7714,3.14584,4.15045,3.9806,5.42469,4.8149,3.83163,4.12385,3.99308,4.19463
Mar-33,5.2282,2.99284,4.30463,2.73816,4.95619,3.59913,2.44531,3.08942,3.01901,5.48634,3.81178,3.375,3.67494,3.29836,3.27226
Apr-33,4.60578,2.78531,4.50125,2.78602,4.14374,5.86471,2.95696,4.09619,3.06062,5.53546,3.30712,4.32515,4.25151,11.0587,2.95051
May-33,5.72905,5.37443,6.54433,3.79752,4.91552,5.45966,3.24765,7.67916,4.10187,7.9722,5.15292,7.93426,12.0672,6.51241,11.3084
Jun-33,6.91743,5.7937,9.98841,4.38481,6.52005,6.54358,4.91302,8.54534,6.89032,15.0301,5.50201,8.45066,9.35503,6.67891,14.0554
Jul-33,10.8772,7.58649,8.71298,5.01724,5.72148,8.12993,4.82514,8.11179,9.71184,13.1349,5.95821,7.51259,10.7887,6.32876,13.1864
Aug-33,6.09698,7.24057,7.95534,7.75267,6.60657,6.59052,4.30644,6.15939,9.80281,13.4742,6.62674,8.18602,8.68378,5.44886,8.8902
Sep-33,8.20201,11.433,7.37128,6.07325,7.8265,9.60332,5.21881,7.73555,9.56792,12.5974,10.2767,7.22212,9.46451,5.22583,10.0672
Oct-33,9.45201,11.2655,8.95587,6.77864,9.66175,10.6018,5.946,9.64636,13.5802,12.9701,11.2343,10.1155,11.9315,6.63799,11.0224
Nov-33,10.9112,12.4068,9.86538,5.83467,11.9266,14.912,8.50677,14.0398,16.7402,14.2318,17.0542,11.1282,14.3488,7.58971,13.7632
Dec-33,6.86923,8.15863,6.07587,4.94445,6.99899,13.3473,5.80558,9.53925,11.9442,9.9354,11.6708,6.79647,11.7098,4.76968,7.74739
Jan-34,4.65782,5.11739,4.65968,4.00787,4.96256,8.87538,4.00286,5.45105,7.31282,6.62496,6.62454,4.82666,7.00859,3.2993,5.50109
Feb-34,4.18497,4.3023,5.12696,3.06933,4.21052,6.19573,3.45914,4.54368,5.53768,5.65287,5.78307,4.02759,5.20212,2.95623,4.67798
Mar-34,3.08877,3.47873,3.49951,2.5443,3.16316,4.34645,3.37478,3.44167,4.21924,5.73968,4.4495,3.3828,5.31254,3.1574,3.51653
Apr-34,2.74671,3.00821,3.17571,2.64356,3.21024,7.81197,3.52262,3.13751,6.34573,4.00069,5.39921,3.18139,4.40995,3.27403,3.55927
May-34,7.9462,6.60523,4.57343,3.63386,4.62978,9.83374,4.04983,3.57691,7.48281,10.9608,7.10851,6.18417,4.76008,5.33602,4.42259
Jun-34,8.48054,10.8434,5.21228,9.48498,5.12651,7.91208,3.69193,4.64208,8.41531,10.9792,7.34813,9.67765,8.48735,8.11195,6.60014
Jul-34,14.271,13.13,6.71547,6.31876,4.97229,8.56977,4.13936,6.40113,14.4041,11.7345,8.34207,8.96399,7.16632,11.3653,6.47347
Aug-34,14.5058,12.1246,4.9326,8.6989,4.8883,10.1983,3.86015,6.96207,10.7059,10.2889,6.74472,9.61322,6.98257,9.05458,9.9981
Sep-34,13.1035,10.2796,5.26336,7.035,8.09277,8.21846,5.51627,6.5579,12.3537,9.48114,6.44928,8.35653,7.66193,9.41974,9.56775
Oct-34,11.9234,10.8915,5.3663,9.22289,9.34903,8.13194,6.59055,8.17605,15.0856,13.0398,8.677,9.82843,7.27242,10.8255,10.9325
Nov-34,14.4393,10.6932,7.41322,11.0119,11.8169,11.0861,8.1196,9.70348,20.3621,15.4883,10.2023,10.7024,8.84354,16.2613,16.9373
Dec-34,9.0106,7.39685,5.23042,7.419,11.2982,9.22823,5.47821,6.47233,14.8471,9.33372,7.05131,5.89467,8.27019,11.5164,8.75884
Jan-35,6.2131,5.49449,3.71113,4.60573,6.14583,6.71811,3.48766,4.54559,9.24187,6.00169,4.89387,5.64908,4.84054,7.0914,6.27
Feb-35,5.09624,4.54069,3.02041,4.01852,5.03585,5.19456,3.27255,3.62306,6.58205,5.0729,4.50758,4.3666,4.77066,5.09601,5.2111
Mar-35,3.91606,3.37378,2.34188,3.079,4.60986,3.93026,2.56393,3.29794,6.2449,4.17542,3.63743,3.29494,3.78523,3.86968,4.20815
Apr-35,3.98864,4.98008,2.46766,4.76303,3.72019,3.55295,2.33862,5.60926,7.76626,3.68711,3.29905,2.98024,3.12346,4.74091,4.5534
May-35,4.28894,9.37686,8.65082,7.16126,6.87577,6.55131,2.02691,10.1203,7.2807,7.11894,12.4976,5.04916,4.62294,11.3357,6.07964
Jun-35,5.86438,8.46565,5.14294,9.83107,11.6361,5.17195,1.88721,13.9544,9.15278,4.96225,7.21009,4.32543,8.71531,9.56899,8.19404
Jul-35,10.7811,7.79296,14.03,10.4324,8.52334,5.97543,1.65295,14.3911,7.71557,4.9135,6.86882,4.33853,5.70455,6.8493,8.75193
Aug-35,8.61412,6.42507,10.2143,7.05605,8.01456,5.4839,1.50359,17.0255,9.20545,5.61004,11.8767,4.82939,6.00284,11.0989,11.5904
Sep-35,9.06742,10.4021,10.6715,7.94147,9.64135,6.97165,1.42058,13.9069,7.80327,5.59073,9.47579,5.68894,6.58671,9.22723,11.5334
Oct-35,8.34996,8.04514,11.8769,10.1673,11.0611,9.07082,1.25925,20.4536,10.2016,5.83368,10.3478,6.43175,8.9194,9.59617,15.806
Nov-35,12.3337,9.80353,14.3844,10.5702,13.7746,13.59,1.19004,21.7957,11.5842,7.11585,14.7807,7.07226,10.101,13.6976,19.0766
Dec-35,8.2094,7.62512,9.83081,8.77048,10.6718,11.5751,1.0538,18.2892,10.0255,6.9558,11.0295,4.25582,7.2685,7.70379,13.0345
Jan-36,5.22325,4.73853,7.17202,5.54294,6.94916,7.41283,0.965821,10.6597,6.94328,5.49788,7.3084,3.15828,4.80419,5.44525,8.77156
Feb-36,4.3383,4.08621,5.13254,4.4763,6.06937,5.49995,0.983769,7.35485,5.17664,4.1048,5.36818,2.99224,4.24923,4.49989,6.2635
Mar-36,3.29659,3.12084,3.94828,3.78304,4.29978,4.40871,0.821335,6.663,3.83889,2.93862,4.25224,2.68668,4.01677,4.07203,5.99051
Apr-36,3.41608,3.74486,4.02078,3.17,4.59328,4.28022,0.787957,6.19946,3.43911,3.45947,5.04858,3.36826,3.49461,3.3443,8.30595
May-36,3.33805,4.45133,3.84372,10.8808,8.22453,5.51749,0.711187,9.10317,4.16432,4.10397,7.13196,7.61124,4.30418,6.02494,6.32492
Jun-36,3.05408,6.66009,3.83591,7.64307,8.36439,5.0601,0.686945,11.2522,3.69193,3.83549,12.0284,9.12159,6.10515,4.78226,7.307
Jul-36,3.97521,10.4659,5.09884,8.65002,11.1817,12.0999,0.622367,11.3949,3.93824,5.13137,14.8514,7.51385,8.45411,10.365,14.2297
Aug-36,9.14425,8.85505,6.34264,10.0892,8.65494,9.13996,0.583579,11.5919,4.06157,4.17292,13.7513,9.07503,9.20008,7.2319,9.975
Sep-36,10.5073,9.27967,6.73724,9.52627,7.87503,9.5258,0.566411,10.7166,5.29621,5.42224,12.8773,9.97985,12.546,7.72453,10.7466
Oct-36,10.5731,9.44805,7.57502,10.7807,10.3503,10.5618,0.51491,12.7715,4.68391,7.74127,15.5916,9.57529,16.6787,8.19273,11.9823
Nov-36,11.9436,14.4668,8.4768,10.9697,13.8688,12.5124,0.499035,15.0952,5.92732,11.7087,21.2583,10.6492,20.2591,8.91014,10.2067
Dec-36,8.60338,10.8456,6.65553,9.23738,8.46596,8.93021,0.452786,9.21419,4.32542,11.1565,16.2508,7.95844,12.0354,6.43383,8.46942
Jan-37,5.01845,7.67854,4.12736,5.69987,5.45315,5.77415,0.424662,6.33206,3.11216,7.98902,10.4774,5.01753,7.93118,4.42318,5.40038
Feb-37,5.4058,5.86022,3.59946,5.10494,4.73548,5.1851,0.441895,5.31873,2.65664,5.25981,7.85325,4.80797,5.75074,3.76422,4.54705
Mar-37,4.84394,3.96901,2.93301,4.15164,3.95721,3.83137,0.376223,3.97024,2.13277,4.33776,5.53669,3.54888,4.51949,3.1203,3.90166
Apr-37,4.73452,4.60946,3.95627,3.71551,4.42689,3.37839,0.367483,4.21077,3.90613,4.19322,6.19928,3.26562,5.0498,3.11615,4.26782
May-37,9.22886,6.66167,4.70029,4.45436,7.50229,8.38307,0.337211,6.43651,6.46764,7.59925,8.43105,7.44545,8.96269,7.96396,8.6734
Jun-37,8.88338,7.91716,4.78215,6.46104,10.7184,9.46261,0.330917,5.64057,6.64706,5.46192,9.07907,6.00728,8.23179,6.99381,11.9011
Jul-37,7.1226,12.5402,4.54998,6.17317,11.2585,11.4364,0.304406,5.06466,8.67733,9.0757,7.88978,9.24536,8.48246,6.15414,9.95357
Aug-37,7.5361,13.6263,4.79101,6.11099,9.20217,10.7791,0.289581,5.10455,6.07458,9.25189,5.74912,8.91375,9.9243,6.6323,12.045
Sep-37,8.9526,11.5423,5.91938,5.56747,9.51864,11.2548,0.284899,4.91559,5.53265,9.7978,6.74795,10.0878,11.1564,6.98071,8.76431
Oct-37,7.85363,10.543,7.43064,7.33336,9.92038,11.4105,0.262413,5.1094,7.35797,13.0873,7.25687,12.368,11.8483,8.38539,11.6992
Nov-37,10.3836,11.5698,9.53783,8.23654,11.6105,13.7556,0.257687,5.82308,7.87347,13.975,8.45874,17.5548,14.8518,9.44146,12.9707
Dec-37,6.27142,7.49508,8.38291,5.54093,7.52521,8.85708,0.236844,3.82474,8.02643,11.5268,6.8195,10.382,8.1705,6.71313,10.1394
Jan-38,4.28442,5.40458,4.50674,4.32288,5.27825,6.66498,0.224939,3.73352,5.45025,7.48961,4.38938,6.48534,6.09621,4.41296,6.77889
Feb-38,3.7838,4.82624,3.80576,3.51707,4.31678,5.91127,0.236881,2.92061,3.97565,5.49183,3.73337,5.19389,5.09627,3.76124,6.74091
Mar-38,3.42051,3.65743,3.39444,2.80985,4.25038,4.26681,0.203954,2.72539,2.90761,4.0067,2.96221,4.51285,4.10329,2.80337,4.54272
Apr-38,2.96367,4.24318,3.22174,3.79949,5.70941,4.08309,0.201329,3.96488,3.61715,4.84118,2.89291,6.49925,4.07356,3.36804,4.94166
May-38,2.95615,9.26421,6.5359,3.91134,5.83117,7.67807,0.186574,7.34045,11.5776,4.06235,6.08495,5.83695,13.1683,9.19825,9.81676
Jun-38,3.11886,7.34312,6.01675,4.21896,6.00258,8.58101,0.184831,4.99958,12.0475,6.16982,4.55925,8.79274,10.6461,6.78047,10.4158
Jul-38,3.84568,5.95131,7.02979,4.45334,6.40468,8.44902,0.171581,7.75962,9.67612,6.74152,3.63649,10.667,11.6155,6.55481,15.6183
Aug-38,8.57291,6.52863,5.58579,6.65421,7.89495,8.75267,0.164666,7.20575,8.42468,7.05083,4.40065,7.94733,8.16656,7.69758,11.8646
Sep-38,7.73346,10.7995,6.52009,5.05782,10.6015,9.85055,0.163377,10.8647,7.55288,6.00784,5.30123,8.13088,8.87211,9.51678,11.8591
Oct-38,9.76643,10.3367,6.23799,5.53194,12.4707,9.48453,0.151736,10.2852,7.8066,7.41543,5.5898,8.74709,9.91965,9.99278,13.0806
Nov-38,16.2487,14.3948,8.81537,6.71053,17.8001,9.2985,0.150256,12.5675,12.7268,9.44953,5.71831,9.67015,8.69881,12.9278,13.405
Dec-38,8.31401,10.8223,6.0593,5.14497,15.7638,7.46673,0.139259,11.0282,7.57373,5.99393,3.89127,6.4652,5.971,7.29546,13.7534
Jan-39,5.46582,7.83365,4.12976,3.71339,9.23754,5.0998,0.13335,7.40025,5.32428,4.15084,2.89963,4.28566,4.33545,5.17566,7.24904
Feb-39,4.40657,5.78252,3.67621,3.17109,6.35756,4.20239,0.141542,5.137,4.34969,3.5578,2.93162,3.74461,4.19389,5.06593,5.80863
Mar-39,3.29328,4.26675,2.7115,2.42914,4.59849,4.42337,0.122784,5.04703,4.50451,3.54789,3.33635,3.48702,3.24416,3.43406,4.24152
Apr-39,3.04331,4.89071,2.62516,2.83834,4.00542,3.27719,0.122065,3.80934,3.30482,3.16334,3.91101,3.26212,3.05772,8.74975,3.99824
May-39,7.24101,5.60983,3.7203,5.98856,5.26537,4.51724,0.113873,6.39397,6.82312,4.5399,4.78938,8.17661,3.99994,7.01402,4.92641
Jun-39,7.41934,6.63253,5.77764,7.35504,6.52542,5.99248,0.113532,7.24701,11.8637,8.29704,8.36765,5.82168,4.61883,6.00301,7.49838
Jul-39,5.48936,9.12924,4.2815,8.70957,6.3393,9.20383,0.106049,7.96798,13.2142,15.2722,7.5323,7.21391,7.16344,9.49353,6.39089
Aug-39,5.52131,9.6984,3.61648,6.88212,11.0868,8.8066,0.10239,7.9814,9.12955,10.2063,6.76061,7.61198,6.25674,9.29138,9.57662
Sep-39,6.40646,8.93709,4.5392,7.4134,11.4146,9.55012,0.102186,9.05143,12.1607,13.4454,7.0025,8.13214,8.95739,9.50175,8.99742
Oct-39,8.72447,12.7546,6.83326,8.67211,12.8829,10.7859,0.0954627,7.88371,16.6671,13.0105,8.41062,9.2139,10.7113,12.9077,10.0169
Nov-39,9.03688,13.4357,10.6474,8.89044,15.0107,11.1746,0.0951,8.55041,20.1253,15.6634,12.3013,9.69855,12.0519,11.941,11.348
Dec-39,5.52527,7.68342,9.5147,7.0396,8.66443,7.47575,0.0886723,6.6935,20.4097,13.8623,8.86119,6.96774,6.89943,9.11132,10.2015
Jan-40,3.91188,6.58794,6.50786,4.24008,5.75291,6.33297,0.0854207,4.79081,12.0569,7.42251,5.209,4.58002,4.54462,6.43017,5.85525
Feb-40,3.41214,6.70404,4.49541,3.62109,4.80487,4.56277,0.0911958,4.0312,9.26045,6.09789,4.32402,4.55085,4.09108,5.38782,4.705
Mar-40,3.33275,3.96541,3.35801,2.90295,3.7773,4.10873,0.0795462,3.16525,5.89984,4.71753,3.21293,3.25701,3.03431,3.74018,3.68554
Apr-40,2.87005,5.10546,3.68941,2.71229,3.36367,3.48516,0.0794938,3.08546,5.92856,4.59768,4.14878,3.07555,3.17084,4.05727,3.48898
May-40,3.70442,10.8898,6.06783,10.0506,3.82033,4.36608,0.074522,4.76812,5.9908,5.86822,4.75269,2.96531,7.74114,5.10218,4.58672
Jun-40,5.21628,8.43892,7.13122,8.73221,8.47368,6.10218,0.0746482,5.82238,5.99265,5.5853,6.47517,4.19574,9.06422,9.1059,5.53967
Jul-40,6.40918,9.3072,7.92318,14.9292,10.7276,5.26726,0.0700484,7.02588,7.50133,5.82879,9.68816,9.71748,7.85662,8.76122,4.9237
Aug-40,5.17331,9.19131,10.4791,12.5628,10.6984,8.11995,0.0679367,7.95641,7.60963,5.33839,9.4347,8.81709,7.60705,7.42246,7.18441
Sep-40,6.046,8.37579,10.2665,11.1963,9.64459,10.119,0.0681017,7.94685,7.29845,5.96168,10.4259,9.01196,7.56641,7.51115,8.15394
Oct-40,9.01322,11.71,11.8553,11.4795,10.5807,10.9472,0.0639048,7.99549,8.545,6.55855,11.9528,11.8024,7.88913,11.6428,8.91846
Nov-40,11.4866,10.8148,11.2926,12.441,11.4951,13.1391,0.0639569,10.6757,10.864,8.06829,15.0418,13.081,7.99923,12.225,7.64768
Dec-40,6.58839,9.14716,9.11172,8.4686,7.4239,8.19707,0.0599147,6.3588,8.12425,6.71265,9.27494,7.37221,8.34168,7.18813,5.51343
Jan-41,4.82189,5.43432,5.11413,6.39993,4.98943,5.49546,0.05799,4.30163,5.22351,4.09922,5.98743,5.18542,5.35339,5.99653,4.04823
Feb-41,4.27609,4.87521,4.33684,4.94842,4.30435,4.77936,0.0621929,3.56448,4.22344,4.51633,4.72126,4.28795,4.15803,4.46209,3.513
Mar-41,3.25487,3.57228,3.30796,3.70007,3.44243,3.50607,0.0544829,2.71025,4.08831,3.23831,3.86483,3.25617,3.33262,3.31134,3.61335
Apr-41,3.13739,3.57897,3.58473,5.31972,4.11965,3.30303,0.0546697,2.63694,3.26893,7.23276,3.22274,3.08549,4.74886,2.96361,2.76817
May-41,10.7329,4.34214,8.18992,6.69373,7.86692,6.223,0.051446,3.58665,6.33309,15.3746,6.99247,3.6083,4.81999,2.91073,5.61944
Jun-41,7.3501,4.00396,11.5398,4.98452,7.79382,9.86878,0.0517226,5.61209,5.06702,24.5625,6.41358,5.40813,6.16135,3.02829,8.41219
Jul-41,8.81093,4.43393,10.3717,5.41255,11.1131,9.29637,0.0487107,5.18124,5.12377,14.8875,7.99592,7.74293,11.511,4.73849,9.62428
Aug-41,8.26779,4.01674,9.45607,7.27497,11.5176,7.89757,0.0474104,4.80038,5.87461,11.4294,10.008,8.88449,10.2613,4.1188,10.424
Sep-41,7.09653,5.1987,8.72615,6.35378,11.1621,7.50657,0.0476924,5.34784,7.84836,11.535,10.5885,8.67722,10.833,5.37289,12.2505
Oct-41,8.26599,6.46748,9.15942,5.42571,11.1504,9.86083,0.0449133,6.16315,8.24494,11.7274,11.4352,10.684,13.1185,8.08545,10.7211
Nov-41,9.23338,11.6496,9.06299,6.49059,11.7097,12.1285,0.0451185,7.54205,11.4187,14.4701,15.0411,11.8268,12.2073,10.8887,14.1988
Dec-41,6.83552,7.32264,7.34163,4.21915,10.2962,6.4496,0.042429,4.49154,6.5149,8.88676,9.832,7.00287,7.13491,6.92392,10.2098
Jan-42,5.11446,4.66328,5.06574,3.3473,7.41717,4.73502,0.0412247,3.28003,4.62511,6.66161,8.3546,5.60698,5.8885,4.7177,7.80552
Feb-42,4.04316,3.68756,4.23134,3.06114,5.86265,4.34995,0.0443776,2.7611,3.80785,5.40958,5.788,4.44741,4.66269,4.55055,5.51748
Mar-42,3.43997,3.75577,3.47843,2.92269,4.11105,3.91453,0.0390134,2.91566,3.12458,4.2219,4.99598,3.36881,3.42103,2.99227,4.3997
Apr-42,2.93561,3.75125,3.14241,2.61894,5.117,4.67113,0.0392777,4.06679,3.50249,4.57122,3.90481,3.54866,4.53451,2.96519,4.35965
May-42,6.80695,4.72933,3.73004,3.47062,4.3614,9.41409,0.0370762,3.82461,4.44208,6.1663,5.54023,7.91854,5.02786,3.63861,6.04279
Jun-42,8.14276,4.0789,7.83446,4.84791,7.46188,7.54068,0.0373871,5.38326,6.82941,5.09941,7.78571,6.72669,6.59195,7.21712,7.18164
Jul-42,8.23495,7.80283,4.55895,7.31064,7.74111,11.923,0.0353138,4.73648,6.64396,7.06633,6.44135,9.06537,10.7182,7.63153,6.34458
Aug-42,5.04097,9.5714,5.78332,9.98917,9.39806,8.63558,0.0344715,6.53119,7.15616,6.66766,7.91334,8.84916,8.52068,6.72083,5.64858
Sep-42,5.73995,7.94335,5.66205,7.01225,9.40171,10.2074,0.0347767,6.89118,8.2253,6.80094,8.80447,9.63375,9.42104,8.36284,7.12412
Oct-42,7.04602,10.9269,6.38002,9.55516,11.2126,12.9186,0.032847,9.86328,10.4281,7.23763,11.7976,10.8982,12.4219,10.0491,9.44438
Nov-42,7.68,13.2299,7.40676,12.1296,15.3009,13.0648,0.0331003,10.0026,14.5818,7.50147,16.5721,11.7789,15.9065,13.5164,10.2141
Dec-42,4.62337,7.60881,4.8436,11.8874,13.1569,12.1592,0.0312273,6.38231,8.28723,5.68212,11.4668,6.385,9.53154,9.58479,8.09236
Jan-43,3.50057,5.1857,3.4707,7.14703,9.08925,7.78717,0.0304393,4.29834,5.41465,3.88527,6.13947,4.69187,6.14903,5.34326,4.84192
Feb-43,3.12006,4.26739,3.06271,4.95454,5.97657,5.59151,0.03287,3.92877,4.494,3.44161,5.17747,3.99675,4.90483,4.73598,4.0732
Mar-43,2.42617,3.38744,2.35407,3.67821,4.47876,4.34275,0.0289823,2.75241,3.67389,3.37531,3.97154,3.06539,5.24873,3.4908,3.05293
Apr-43,2.17756,4.59527,2.99123,3.55779,4.96098,5.11204,0.02926,3.64007,4.63407,2.83643,4.70602,2.72431,3.90401,4.03619,2.94516
May-43,5.0612,3.8685,8.07954,3.37559,5.85976,12.0711,0.0276913,4.2518,5.23464,7.12628,9.04329,3.86604,3.53645,11.4618,10.2346
Jun-43,4.05984,11.7154,7.97738,5.30084,5.21525,14.8143,0.0279935,7.80004,9.15331,9.69333,9.47668,6.25729,5.81896,12.2488,6.58154
Jul-43,5.27472,11.6209,8.64655,7.0764,9.40464,10.4462,0.0265063,9.33025,10.188,10.7291,10.9118,6.13679,6.17332,10.9023,10.1524
Aug-43,8.43785,9.9251,7.89544,9.65864,9.68829,10.0962,0.0259376,7.60508,8.43856,10.3162,12.7567,7.06104,6.95505,9.34232,5.80925
Sep-43,7.73108,6.71682,9.21287,9.69573,10.1147,10.0084,0.0262309,9.66155,12.1085,13.2919,9.53083,7.44308,7.15052,9.58365,6.39122
Oct-43,9.35591,10.3007,8.49691,10.3561,14.0305,13.197,0.0248372,11.8489,12.2101,13.3577,13.2531,8.74418,9.55596,10.0497,6.07331
Nov-43,12.1146,11.145,10.6136,13.3601,17.6531,16.0395,0.0250952,15.2981,14.3272,14.6353,15.8694,9.33956,9.96187,10.181,8.11254
Dec-43,7.60053,7.3737,7.46259,7.41086,11.1137,10.5149,0.0237398,8.68757,8.96394,8.9866,12.8374,5.88267,5.94129,7.09051,5.56831
Jan-44,5.03029,5.51229,4.62499,5.41227,7.26327,7.44838,0.0232047,5.51659,7.14603,6.05932,7.79773,4.11397,4.1609,4.95003,3.84287
Feb-44,4.01151,4.48557,3.86496,5.46691,5.56064,5.72649,0.0251244,4.45337,5.14012,5.01582,6.03389,3.54021,3.62623,5.66733,3.2947
Mar-44,3.02326,3.5976,2.90739,3.56249,4.09601,4.42872,0.0222085,3.3279,4.81355,3.70958,4.84454,2.72667,4.117,3.78796,2.77995
Apr-44,2.75338,3.21302,3.37905,4.00118,3.77071,4.52684,0.0224743,4.91041,5.50854,3.52996,4.03965,2.56154,3.50137,5.90973,4.6638
May-44,4.56955,8.13648,6.14574,5.81627,5.42039,5.31291,0.0213161,8.99351,5.43674,4.39726,5.55641,4.02917,4.47696,12.6416,5.4625
Jun-44,6.20385,7.72108,7.02596,7.04861,8.53315,7.43638,0.0215945,10.4288,5.94937,12.9293,4.13344,3.4287,3.48856,15.6717,9.02811
Jul-44,7.68292,14.7661,6.75361,7.11816,8.05753,14.0882,0.0204904,11.1142,5.94259,24.9951,4.17107,3.41474,5.14511,15.2629,7.20591
Aug-44,6.80435,13.8356,7.63304,10.0526,9.43676,9.68439,0.0200927,10.1553,6.99492,14.7763,8.26759,4.65995,6.04468,11.5638,7.34035
Sep-44,8.30932,8.64944,7.44091,9.21766,9.74365,8.30001,0.0203619,10.2255,8.34069,11.4055,9.6946,5.56176,5.80954,13.8114,7.49732
Oct-44,10.2151,10.4436,8.79885,13.1372,8.91664,11.6689,0.0193214,11.9312,10.6068,13.2625,11.7775,5.95819,8.99555,14.0718,7.90455
Nov-44,10.3168,11.3146,10.0444,14.2579,10.2561,14.6915,0.0195664,16.1285,12.9758,14.9073,15.1515,6.40913,11.5405,20.2173,11.8906
Dec-44,6.14608,8.20326,6.84543,9.61806,6.36501,9.07416,0.0185529,9.2667,7.68161,11.1992,9.64127,5.75656,10.2031,10.736,8.72196
Jan-45,5.0232,6.15241,4.62721,7.32699,4.40085,6.98334,0.0181777,6.57044,5.2551,8.0276,6.02987,3.94226,6.5144,7.64885,6.75834
Feb-45,3.77513,4.73335,3.87088,5.33584,4.10545,5.22529,0.0197264,5.34221,4.29332,6.38164,4.75001,3.1204,4.83119,5.80146,4.85556
Mar-45,2.90019,3.54361,3.06038,3.92282,3.29248,4.05298,0.0174745,4.01144,3.23284,4.51615,4.28976,2.39399,4.17143,4.31638,3.41158
Apr-45,3.61696,3.28579,4.4014,3.66319,5.86844,5.81472,0.0177195,4.07002,3.54765,4.416,6.98343,3.36021,5.09515,4.27424,3.07252
May-45,5.88521,3.70086,4.18212,3.93634,5.63665,6.73296,0.0168379,5.70836,7.22839,9.2521,7.05028,10.0953,4.49524,4.26034,2.95581
Jun-45,7.89857,6.25853,6.305,6.34662,8.7415,6.21349,0.017089,7.78178,6.17409,6.92785,5.88063,6.61611,7.36855,3.67927,8.75028
Jul-45,6.96265,6.152,6.63715,9.67065,7.26769,8.66883,0.0162446,8.80762,9.55469,11.9103,4.48296,7.88678,10.2612,5.19586,7.75917
Aug-45,8.49441,6.0242,8.48025,7.88018,9.19111,9.40349,0.0159579,7.28117,8.99444,11.5665,6.85551,7.6453,8.06972,7.45713,10.0238
Sep-45,9.98212,6.62007,6.74555,8.00369,8.24413,14.4657,0.0162008,7.94093,8.55303,11.7356,8.35076,7.74936,10.373,7.32072,10.6605
Oct-45,11.037,8.49332,7.38423,9.12972,9.97277,15.506,0.015401,9.03034,9.42857,13.8651,9.62905,8.83463,11.2367,9.27662,10.4318
Nov-45,12.135,10.4731,6.3399,13.5636,12.0465,18.1436,0.0156269,12.3707,10.7653,17.4622,10.0643,10.1581,15.2732,12.8757,14.8629
Dec-45,10.5207,7.14937,5.15481,14.0951,10.1831,15.3883,0.0148472,5.96724,8.31823,10.8671,5.47787,5.94869,11.3292,6.79543,11.1266
Jan-46,5.77326,4.70614,3.29507,8.80397,6.88022,8.04689,0.0145765,4.34283,6.06713,6.67216,4.10479,4.20746,6.88981,4.54304,6.19873
Feb-46,5.0653,3.76155,2.99178,5.9257,4.84815,6.30826,0.0158494,3.84391,4.45542,5.40551,3.70396,3.73137,6.73467,3.93767,5.12003
Mar-46,3.5747,3.04377,2.3488,4.27722,3.8489,4.87238,0.014066,3.30721,3.3382,4.41373,2.9154,2.85464,4.33654,3.30684,3.9006
Apr-46,5.65498,3.38039,2.19338,4.28241,3.73088,4.30534,0.0142881,3.03945,4.0721,4.96906,6.59175,3.45733,4.12937,3.07502,4.17078
May-46,5.87521,4.14082,2.7348,4.07158,6.23655,7.98146,0.0135994,3.55905,3.91596,9.48512,13.2579,7.33958,4.81793,3.61665,5.16523
Jun-46,5.34757,3.96641,5.6063,7.91273,5.37497,7.97562,0.0138239,5.27789,4.16843,7.94916,13.2814,9.53785,10.1763,5.27629,6.39094
Jul-46,10.1188,8.25258,3.60159,6.74777,9.53331,9.33789,0.0131614,10.121,4.15976,11.8326,14.1945,9.02618,9.12163,4.36557,8.62559
Aug-46,6.9379,6.55047,4.5791,6.67855,9.67182,7.96385,0.0129493,9.64633,5.70566,10.8221,16.223,9.08562,12.1431,5.47516,7.49244
Sep-46,7.84289,6.99921,5.42224,6.3931,9.77529,8.58862,0.0131667,11.1434,5.72068,10.9867,12.1588,9.988,13.2297,5.59659,9.70367
Oct-46,10.0181,7.07624,5.32648,7.44994,11.6306,12.0692,0.0125367,11.5447,6.79637,11.1126,17.5208,10.3153,14.0488,7.72031,9.89353
Nov-46,13.1071,9.62677,6.41826,8.96098,12.6206,16.5182,0.0127419,13.5015,8.23658,15.2152,21.544,12.1781,14.4334,11.3116,12.0448
