," ""CCCMA """"CGCM3"""" a"""," ""CCCMA """"CGCM3"""" b"""," ""GFDL """"CM2"""" a"""," ""GFDL """"CM2"""" b"""," ""GISS """"AOM"""" a"""," ""GISS """"AOM"""" b"""," ""historico mas futuro"""," ""MPI """"ECHAM5"""" a"""," ""MPI """"ECHAM5"""" b"""," ""MRI """"CGCM2.3.2."""" a"""," ""MRI """"CGCM2.3.2."""" b"""," ""NIES """"MIRO3.2."""" a"""," ""NIES """"MIRO3.2."""" b"""," ""UKMO """"HADCM3"""" a"""," ""UKMO """"HADCM3"""" b"""
Dec-46,7.83874,6.28878,4.13759,5.1753,8.68831,9.34735,0.0121272,14.2474,6.75168,9.25675,17.5549,7.90239,10.3718,6.10536,7.69821
Jan-47,4.89627,4.22773,3.42095,3.89503,5.31414,6.41245,0.0119268,7.95282,4.99807,6.22092,12.6956,5.12302,7.44087,3.93983,4.86564
Feb-47,4.14728,3.51146,3.28627,3.36813,4.49424,5.39146,0.0129902,5.88909,3.85432,5.00558,8.46887,5.44824,5.46357,3.37385,4.19527
Mar-47,3.96646,2.6741,2.2128,2.78714,3.34358,3.916,0.011547,4.32053,2.84765,4.22736,5.69675,3.7723,4.05342,3.15879,3.19108
Apr-47,3.47065,2.50395,2.48218,2.59721,3.27717,4.05343,0.011747,4.67383,5.34975,4.81918,6.69782,3.79484,4.86442,2.6888,3.72422
May-47,7.64913,3.69306,8.14852,4.59381,7.77667,8.38245,0.0111964,11.5983,5.17288,6.91462,5.7898,5.19909,8.22566,3.26641,5.33645
Jun-47,13.7303,8.7578,15.6392,6.62733,6.06072,7.95979,0.0113969,10.2706,9.4288,10.6816,8.76843,4.45105,10.0185,6.84834,4.52104
Jul-47,9.90544,10.2695,8.672,5.52808,5.55916,9.96595,0.0108655,8.78102,9.69643,13.1106,7.338,5.3243,12.0707,6.12037,8.32398
Aug-47,7.81218,5.52303,12.3321,4.90769,7.82182,9.27183,0.0107049,9.65119,15.1576,10.8826,5.76104,5.71536,11.5968,8.48549,5.67704
Sep-47,9.43521,7.90507,9.33882,4.73253,9.32975,9.63814,0.0108992,8.01493,15.7521,10.1275,6.94189,5.47119,11.2487,9.69436,6.00201
Oct-47,11.2654,11.7603,9.47716,5.1762,11.6854,10.2287,0.0103919,10.7887,16.7565,12.2714,10.0791,6.67972,10.5483,10.4594,10.443
Nov-47,12.7291,14.324,10.1924,4.54227,14.5068,13.4975,0.0105774,11.4242,20.5417,15.1999,11.7668,9.4691,11.1992,12.2055,10.6407
Dec-47,10.0095,12.1182,6.95629,3.63407,12.5677,13.2678,0.0100821,8.67114,18.3571,14.3969,7.27718,7.26386,10.5835,8.65841,9.99478
Jan-48,6.02674,7.43605,5.87911,2.68457,7.3445,7.68861,0.00993045,5.91206,8.95757,9.08706,5.11334,4.5599,5.72371,6.19286,6.33346
Feb-48,5.04992,5.26085,4.34852,2.41825,5.44726,5.83764,0.0108316,4.63631,8.40428,6.40374,4.52168,3.61636,4.75448,4.67219,4.52259
Mar-48,3.69099,4.14644,3.26575,2.81565,3.96487,4.30087,0.00964141,3.75045,7.20709,4.71944,3.84332,2.87834,3.70835,4.98885,3.93301
Apr-48,6.01846,3.41159,4.24353,3.63813,3.61483,3.8702,0.00982118,3.50917,5.3713,5.19312,4.65944,2.77598,3.25009,4.291,3.33077
May-48,7.77231,4.34361,3.95928,8.81671,4.2297,10.8955,0.00937233,5.46419,6.67255,11.6498,10.2396,3.56033,3.27194,4.77428,4.43365
Jun-48,6.61958,3.53438,3.46081,5.83468,8.23769,9.94249,0.00955155,3.85669,7.53328,17.9069,6.81874,5.7511,5.04706,4.86152,3.36135
Jul-48,6.97586,9.28534,9.39751,6.75203,11.5653,11.2422,0.00911695,3.42317,8.65051,19.6731,7.26923,7.89891,16.12,4.82902,5.8996
Aug-48,6.38901,5.94251,6.50712,6.55267,9.38273,9.69332,0.00899279,4.66814,7.8981,15.2847,6.88807,8.22162,9.51477,10.9179,5.43176
Sep-48,6.60502,8.93125,7.24848,5.40936,10.5113,10.0053,0.00916673,5.11318,8.5067,13.2668,7.13753,9.43774,9.28685,8.2772,7.52588
Oct-48,10.6626,9.65368,8.4234,5.89287,10.258,13.3085,0.00875055,6.5055,7.97582,13.7212,8.47522,10.3253,10.243,12.318,9.9431
Nov-48,10.6594,11.4642,8.09649,6.81983,12.8243,15.4061,0.00891797,10.4499,10.0374,20.21,10.8587,12.5263,10.9507,14.1602,11.6496
Dec-48,5.92726,7.11736,7.25134,4.35259,8.99503,10.4976,0.00851129,7.75976,5.97299,12.8489,7.60694,7.37899,6.82593,9.59514,8.63041
Jan-49,4.22662,4.70867,4.08779,3.26632,5.97667,6.6522,0.0083941,4.91486,4.35095,8.46657,5.26127,4.98799,4.49178,5.97787,6.08325
Feb-49,3.74292,3.99258,3.6622,2.90167,5.02459,5.40805,0.00916725,3.90818,3.8191,6.55716,4.19122,4.57029,3.95565,4.76478,4.41579
Mar-49,4.63965,3.35934,2.95948,3.00226,3.93264,4.07627,0.00816969,3.24665,3.19702,5.51957,3.75643,3.58715,3.31125,3.54968,3.45988
Apr-49,3.17926,6.68988,4.13421,2.63427,3.84476,5.15571,0.00833144,3.39587,3.18765,5.74758,3.43093,3.30545,4.01213,3.36967,3.32398
May-49,4.71054,4.84867,12.4982,2.95407,4.09736,5.66995,0.00795915,6.82066,4.11082,5.76907,3.59375,4.13611,4.15619,8.43296,7.59433
Jun-49,4.47167,11.2526,6.08943,4.35726,5.31103,8.57211,0.0081198,10.642,6.0179,9.81247,8.20606,3.81731,7.98115,5.20051,5.59427
Jul-49,4.57636,9.34282,7.84662,5.812,6.34159,13.3488,0.00775838,10.7184,9.00664,11.3417,6.14117,7.99656,11.7017,8.04425,6.53856
Aug-49,6.12978,10.0887,8.8745,5.26216,9.17839,9.26456,0.00766059,9.59956,9.57643,8.86214,5.53373,7.54645,9.68312,5.54497,7.10927
Sep-49,6.7499,9.36679,8.10142,6.67967,9.70314,8.20915,0.00781674,10.1403,10.4654,11.1263,6.94066,7.52596,11.7716,6.86914,6.8799
Oct-49,7.92696,9.55684,9.89421,6.86365,11.8072,10.6207,0.00746962,10.7743,9.12122,11.892,10.6798,8.18328,11.6554,9.36262,7.76327
Nov-49,7.24684,9.4334,11.4231,10.7791,15.5983,14.6116,0.00762082,11.8556,9.77294,17.1519,11.7705,7.75278,13.2752,11.2411,14.3113
Dec-49,6.18108,9.37498,6.78998,6.9449,15.621,8.9667,0.00728137,7.56959,7.54674,10.7187,8.83064,4.81056,8.01582,6.5971,7.68843
Jan-50,3.89652,7.88017,4.7857,5.36387,7.47401,6.93789,0.00718913,4.88641,5.64912,7.11747,5.73796,4.08304,5.8414,4.74101,5.04042
Feb-50,3.33632,5.39916,5.37343,4.06283,5.77848,5.1501,0.00785978,4.52085,5.98087,5.65868,4.52111,3.31681,5.58333,4.29414,4.14917
Mar-50,2.73246,4.39198,4.71772,2.86443,5.27033,4.42267,0.00701172,3.78579,3.8523,4.16972,3.54264,3.76182,5.48328,3.47915,3.17062
Apr-50,3.26522,4.97858,4.23934,3.29369,4.06104,7.7036,0.00715758,7.1436,6.23675,3.93598,3.35426,3.17873,3.85703,3.23235,3.50228
May-50,9.65445,5.89165,6.67026,3.6867,9.37011,8.21514,0.00684412,7.43933,6.25568,6.25001,4.26722,6.71032,11.8522,3.83362,3.17454
Jun-50,9.8624,8.07228,10.745,4.91674,11.0528,11.485,0.00698865,4.98721,5.73466,13.1506,3.91855,5.60033,9.39939,7.87143,4.72132
Jul-50,8.35889,7.75279,7.92665,5.90507,7.4016,10.4599,0.00668362,6.23741,6.46442,19.9753,7.88449,5.36715,8.9269,7.09514,5.0776
Aug-50,8.16737,10.3574,6.59642,6.35285,8.42304,7.07179,0.00660534,5.45498,6.30177,15.9916,5.78837,5.91123,11.8131,8.61651,5.57677
Sep-50,6.06083,12.187,6.58029,7.11371,6.94889,9.27166,0.006746,6.5585,6.99407,17.9966,7.24791,6.44889,12.2794,7.82066,6.99632
Oct-50,7.90242,11.4564,6.49318,9.53888,8.25248,9.74967,0.00645228,7.42244,6.72199,16.0395,7.81733,6.29237,13.9704,10.4027,9.10752
Nov-50,9.40689,13.8291,5.82821,9.864,9.90986,12.8962,0.00658912,8.27372,7.34331,19.5159,11.1267,7.39437,13.6958,13.7835,10.3037
Dec-50,5.48346,9.50752,4.93127,5.98932,6.88906,12.2017,0.00630168,4.42172,7.45772,12.9635,7.19357,4.12449,10.6645,9.21735,10.4714
Jan-51,3.85911,6.39405,3.4417,5.10345,5.00928,7.67816,0.00622784,3.4185,5.8007,10.3428,5.16341,3.49549,6.25367,5.59587,5.92059
Feb-51,3.60399,5.26078,3.1612,3.78278,4.28116,5.49307,0.00681519,3.15409,4.34442,9.04731,4.05465,3.75622,5.18635,4.51076,4.33824
Mar-51,2.68059,3.98282,2.56879,3.16853,3.27442,6.12755,0.00608529,2.54338,4.07705,6.13259,3.03928,2.78397,4.59909,3.36992,3.2206
Apr-51,4.93446,3.75914,3.25108,4.0313,6.17669,5.32971,0.00621722,2.66247,3.00326,4.83676,3.61405,3.29993,3.97552,3.35624,3.27207
May-51,12.2285,7.93648,9.80552,5.44831,7.39226,7.17931,0.0059498,3.92583,3.15803,6.71088,4.15997,9.75175,4.76749,10.6478,8.16718
Jun-51,8.86292,6.15614,7.61056,5.04911,7.38256,5.63877,0.00608032,4.87458,2.9182,6.54872,6.60319,9.76927,7.14199,8.60921,6.65442
Jul-51,7.91052,4.68343,9.45705,9.95212,8.21342,7.48314,0.00581957,4.99813,3.4448,9.73186,15.6466,10.3565,8.74243,11.0794,6.44568
Aug-51,9.68365,4.06282,6.68149,10.1995,7.86669,7.13583,0.00575596,6.36953,4.58406,8.72386,18.0413,8.4011,10.3922,12.7999,6.35229
Sep-51,6.54365,5.74465,6.31285,10.6884,8.34441,9.20618,0.00588315,6.20897,4.24339,9.56956,16.1037,7.34374,11.0753,12.5173,9.42438
Oct-51,8.77274,9.47232,6.01953,12.8314,10.5467,10.3132,0.00563149,7.58461,4.44543,10.6655,16.723,7.1066,13.4612,12.1839,13.2222
Nov-51,10.1272,13.6838,5.67828,13.9593,13.2884,11.5547,0.00575565,7.73302,4.74503,12.5207,26.2861,7.97627,13.4413,19.106,12.8491
Dec-51,7.66338,11.8669,4.10461,10.0445,8.3487,8.09696,0.00550916,6.17838,3.49379,7.61627,16.6141,8.0175,10.7495,9.91403,10.0199
Jan-52,4.83725,6.50992,3.3151,7.3349,5.67727,5.27748,0.00544916,4.09553,2.68756,5.21327,10.0925,4.20364,6.05517,6.91245,6.78704
Feb-52,4.06739,5.05565,4.15134,5.60776,4.58581,4.54767,0.00596793,3.32464,2.3323,4.43068,7.41543,3.95615,5.03293,5.50512,5.17425
Mar-52,3.06779,3.71465,3.02513,3.92665,4.67667,3.42103,0.00533294,3.35466,2.45037,3.69487,5.58366,2.88595,3.8203,4.11428,3.81732
Apr-52,2.89237,4.0087,2.62299,4.633,5.16683,5.61237,0.00545266,2.99459,2.00292,4.05566,6.42687,2.81779,3.66895,3.6165,6.05132
May-52,8.18828,3.8484,2.71669,5.96751,5.45555,11.0343,0.00522189,3.79387,2.35006,9.31331,7.99801,3.13024,4.18592,3.92655,4.93855
Jun-52,10.1828,6.96969,2.59044,4.78965,8.84441,9.03895,0.00534021,5.8224,3.58343,5.68162,6.56383,6.65554,3.62539,3.39021,7.47026
Jul-52,10.9993,6.90136,2.86181,4.46628,11.4508,10.7674,0.00511479,8.20392,4.82827,10.0026,8.7032,7.16852,3.91232,8.66652,7.69859
Aug-52,6.87899,8.54888,3.70156,4.08111,11.0967,10.3748,0.00506242,6.81471,4.61701,8.88343,8.06375,8.75882,4.89672,5.0576,8.46798
Sep-52,9.44998,8.54514,3.92445,4.55436,9.64453,7.60855,0.00517787,7.26877,4.46815,8.713,8.64446,8.01769,4.83232,7.06343,9.99735
Oct-52,9.49186,11.21,5.75159,5.18731,10.7828,8.49002,0.00495984,8.35796,4.81829,9.95942,11.5416,9.5943,6.97445,10.1126,10.3624
Nov-52,7.81945,13.6296,6.80598,5.21041,14.5913,9.32695,0.00507284,10.8094,6.36841,12.2577,12.2485,10.264,12.3085,16.2936,12.578
Dec-52,5.41294,7.87525,5.41987,3.61287,9.53139,7.27014,0.00485913,6.52183,4.1722,9.79063,8.07489,10.9841,7.37952,7.59962,8.0773
Jan-53,3.98494,5.38488,4.62017,2.7671,6.13572,4.73758,0.00480972,4.68436,3.35569,5.80022,5.50645,5.91924,4.79751,5.5217,5.9113
Feb-53,4.40115,4.48196,3.75168,2.50662,5.00463,4.03054,0.00527135,3.76497,2.637,4.57382,4.61743,4.42886,3.98263,4.77678,4.56963
Mar-53,3.19723,3.5379,2.8319,2.00992,4.02319,3.05871,0.00471371,3.6256,1.98435,3.4034,3.45415,3.34734,2.98993,3.66503,3.49116
Apr-53,3.59185,3.40594,2.75657,2.61584,8.52784,2.89382,0.00482272,2.79283,2.44245,5.30549,6.12432,4.27683,2.64565,3.15625,3.26828
May-53,5.15632,4.21775,2.52698,4.32518,13.0949,3.98056,0.00462155,3.33718,8.45837,13.5142,6.49561,5.37068,8.99907,8.21335,3.9902
Jun-53,12.638,3.55751,4.4439,9.51377,8.91771,5.14191,0.00472922,3.37312,9.94132,11.033,12.5261,6.92561,5.86448,8.32044,4.6131
Jul-53,14.1742,4.53701,4.37575,7.84681,9.08881,13.8295,0.00453241,3.66631,16.6089,14.2097,24.284,7.05832,4.77411,9.34439,5.42614
Aug-53,10.8499,4.1617,5.3427,11.2135,8.56819,9.82838,0.00448878,4.66251,14.2199,20.927,12.9119,7.11748,4.84079,8.79444,6.54267
Sep-53,10.8896,5.84177,4.88918,9.65231,7.86178,8.7134,0.00459396,4.9956,14.9554,15.5012,11.5168,7.33684,3.92577,7.76705,7.28439
Oct-53,12.6684,9.49518,5.53704,12.0268,8.45464,9.94175,0.00440323,6.65583,17.4453,15.0796,14.0448,7.56833,5.42317,9.63274,8.12205
Nov-53,14.8529,9.26698,6.33879,15.8439,9.27728,11.4036,0.00450641,7.02671,18.7594,21.0846,17.6448,8.86386,5.56419,11.98,8.84317
Dec-53,10.6776,6.07665,7.53774,18.733,6.27021,9.62773,0.00431931,5.03345,14.2832,12.2854,11.6875,5.25071,3.75514,7.61402,7.57401
Jan-54,6.81512,4.27347,4.70418,11.0936,4.44247,7.3685,0.00427812,3.31602,8.21246,8.1772,7.93782,3.95643,3.12791,5.08889,4.47107
Feb-54,5.81537,3.68597,3.32818,6.56286,3.83489,5.28721,0.00469165,2.88262,6.28459,6.57168,6.01517,3.47933,3.95031,4.41927,3.88071
Mar-54,3.98555,4.03691,2.66424,5.74979,2.98383,4.05546,0.00419787,2.81667,4.71308,4.8693,4.48238,2.68755,3.67216,3.70612,2.89444
Apr-54,5.65618,4.83246,2.96885,4.41829,2.85203,3.47992,0.00429746,2.34774,4.11821,5.82395,5.10453,3.46598,4.44652,3.01921,3.412
May-54,4.53179,6.72292,2.88637,5.4807,3.2409,8.85928,0.00412053,8.73058,6.34755,9.68323,9.17002,3.70587,8.54374,5.02076,5.66085
Jun-54,4.41019,8.79598,2.88632,7.48838,7.08511,10.0698,0.00421888,8.38978,7.2608,11.7443,7.21628,4.56758,11.1578,4.54933,6.45793
Jul-54,4.52776,10.5368,3.10031,7.45362,12.0598,8.70127,0.00404555,7.77223,6.76938,14.2579,9.39437,4.71817,18.5117,4.93085,6.06502
Aug-54,5.8779,6.64259,3.42626,5.4365,13.5563,8.73174,0.0040088,7.08613,6.54944,8.70982,10.1226,5.5589,12.9615,5.96664,7.26863
Sep-54,9.95262,7.16576,4.7947,5.16027,11.5858,8.49993,0.00410497,6.23798,7.01396,8.65311,8.88176,7.58373,12.8187,8.04941,7.08552
Oct-54,11.9525,7.35629,6.65782,5.56188,10.8998,10.3325,0.0039367,5.97934,6.68217,10.7772,11.7192,8.19096,13.3564,9.1177,9.09667
Nov-54,12.0509,8.47801,8.70368,5.6624,11.0784,12.1655,0.0040312,6.59181,6.92144,11.3253,14.3469,9.97673,13.8519,9.95372,12.3566
Dec-54,10.1445,6.37806,5.70974,4.29697,6.83478,7.12498,0.00386601,4.60771,5.22907,8.23172,8.77044,8.4302,8.35538,5.85481,12.9539
Jan-55,5.84866,4.6902,3.62598,3.06862,4.8769,5.09797,0.00383128,4.19963,3.80911,5.398,6.12833,4.56408,5.5205,4.492,6.05352
Feb-55,4.90565,3.72175,2.98592,3.82626,4.26862,4.35108,0.00420393,3.37686,3.27482,4.61495,4.98784,4.13842,4.79574,3.87206,4.9208
Mar-55,3.88932,3.57012,2.52007,3.53196,3.80918,3.7517,0.00376349,2.72445,2.49995,3.45611,3.70709,3.17925,3.73197,3.36812,5.19416
Apr-55,3.56536,3.71243,4.01883,2.69376,4.16257,5.1388,0.00385479,3.42873,2.25907,3.18294,3.41586,2.74565,6.36512,6.17685,6.36399
May-55,3.24485,6.57135,4.22773,3.85632,4.42639,6.41916,0.00369795,3.13119,5.90257,6.17856,5.85782,5.14237,11.0293,6.22744,9.7383
Jun-55,5.68456,9.9323,5.67615,5.61272,9.85476,9.73666,0.00378809,5.83297,8.61907,6.0537,6.12688,6.90265,9.82178,8.12118,10.5609
Jul-55,10.395,8.18615,3.89463,6.54279,17.644,11.5156,0.00363425,5.007,5.90849,13.0415,9.22621,11.726,8.45398,8.24209,12.5422
Aug-55,6.57479,8.05471,3.74516,8.25955,9.8648,8.37874,0.00360301,6.88276,5.46157,11.0209,12.1686,8.7044,7.17193,7.39114,11.6592
Sep-55,7.1322,8.32034,4.57071,8.77307,11.4641,6.93353,0.00369124,5.62072,5.9644,9.26605,9.1125,7.7077,7.28272,7.09545,12.3491
Oct-55,10.35,9.83072,5.05121,8.84971,12.5105,8.53451,0.00354166,8.34347,6.81393,13.9633,8.3689,7.60713,9.2671,6.88352,11.9814
Nov-55,11.8244,13.0681,5.25557,11.1217,13.2383,10.0527,0.00362848,9.55075,7.0616,15.2338,8.25291,7.88165,13.0208,7.73989,15.6497
Dec-55,6.97364,7.67305,3.75485,7.04807,8.27822,9.14199,0.00348152,7.64629,4.74122,9.2419,5.75766,5.42215,7.44388,4.39329,14.4986
Jan-56,4.64947,4.96748,2.93474,4.57956,5.34219,6.55668,0.00345196,4.69768,3.35488,7.0774,4.2267,3.79598,5.9905,3.35268,8.54982
Feb-56,3.99738,4.27858,2.56599,4.28787,4.61029,5.28671,0.00378956,3.72149,3.29964,5.57901,3.95264,4.76699,4.67229,3.00785,6.41568
Mar-56,3.38455,3.56449,1.98819,2.99303,3.50558,4.18356,0.00339415,2.82378,2.33096,5.45345,2.9205,3.87956,3.61721,2.45939,4.95181
Apr-56,2.89783,4.04045,1.84547,2.88001,3.32982,5.69489,0.0034781,3.28161,2.93163,5.66194,2.71648,4.39855,3.47698,3.23466,4.67881
May-56,3.6474,10.5081,4.50508,6.9699,5.91188,5.93309,0.00333809,9.77877,3.70653,6.56526,3.97847,4.54289,6.04428,3.5959,5.41379
Jun-56,7.11409,15.2651,5.42718,7.35345,7.02093,8.39902,0.003421,6.82387,4.37401,5.63797,3.88484,4.26039,7.09927,5.35693,5.10666
Jul-56,7.52313,16.061,10.4989,15.374,9.75848,8.01935,0.00328352,5.95224,13.5518,5.31471,4.0936,6.78415,7.7298,7.09992,9.56573
Aug-56,7.76679,12.6012,11.8391,20.4764,8.86531,7.74306,0.00325673,6.60486,13.0232,6.79308,3.59999,9.93673,6.12801,6.49506,7.14587
Sep-56,7.34889,11.4552,7.78344,13.5909,9.32891,10.436,0.00333793,8.12987,10.5972,7.97299,4.52975,9.13734,7.14487,7.67782,9.68032
Oct-56,7.98515,10.8889,9.41971,14.2452,12.2166,11.3832,0.00320407,9.78087,11.6876,11.1708,5.24018,9.07205,7.27627,9.0204,10.4319
Nov-56,7.58948,10.4757,10.5561,16.507,18.2937,15.0209,0.00328407,12.2573,13.163,12.1514,6.58926,11.4979,7.12463,10.6963,10.9194
Dec-56,4.88521,8.75688,7.61825,14.4565,16.3195,10.0762,0.00315246,9.83789,9.77012,8.92178,4.0163,7.13257,4.97662,10.3708,7.61428
Jan-57,3.70785,5.82349,4.70501,10.4529,10.6655,7.10377,0.00312708,6.04784,6.88851,5.58437,2.9796,4.72558,3.51193,5.88085,5.27611
Feb-57,3.37292,4.81549,4.07322,7.09221,7.78556,5.46459,0.0034344,4.57274,4.94877,4.59552,2.62113,3.99045,4.58869,4.46096,5.07639
Mar-57,3.05901,3.71985,3.28135,5.09377,4.98124,4.82699,0.00307736,3.70226,3.83437,3.36779,2.08603,3.01462,3.14467,3.71177,3.4884
Apr-57,3.33578,3.63617,3.07066,5.25629,4.79335,3.78078,0.00315479,5.1001,4.06096,3.61603,2.28059,5.26138,4.03969,5.86949,11.0788
May-57,4.07115,3.92585,3.78703,9.16405,5.56664,8.39789,0.00302903,4.55341,4.74776,5.91653,3.75895,8.82068,5.70192,5.69895,8.02664
Jun-57,4.27134,4.48089,3.61831,6.6825,9.82832,6.70414,0.0031055,5.25547,6.5759,7.54794,3.66626,5.7126,7.47739,7.30488,6.81601
Jul-57,4.93841,7.87257,6.67765,7.16705,10.5088,6.69565,0.0029819,9.13739,7.44933,16.5914,6.92546,6.02727,13.6191,6.42,7.3899
Aug-57,5.10286,5.81662,7.21259,7.19785,11.91,5.71439,0.00295874,8.50343,7.83005,11.2274,5.64947,5.19706,10.8139,6.79192,5.76635
Sep-57,10.3397,7.49685,6.28465,7.41682,12.826,7.46429,0.00303371,8.00403,7.4869,10.0599,6.78573,6.53511,10.7981,5.51179,7.22704
Oct-57,9.28575,9.73758,7.8116,8.55245,12.5192,8.72964,0.00291319,8.05688,8.9418,13.9238,8.18065,7.53489,10.5125,5.90367,6.27751
Nov-57,13.0512,11.9649,11.4766,9.6301,17.2301,10.1527,0.00298712,8.20265,11.3901,16.5065,9.73943,8.49461,10.9484,6.05406,6.58886
Dec-57,7.43139,8.69254,6.69341,5.49009,10.8716,6.17005,0.00286855,5.14357,6.06287,10.8726,6.30968,4.87466,8.40357,4.22852,4.34138
Jan-58,4.86204,5.72348,4.6106,4.01144,6.62536,4.68486,0.00284659,3.71612,4.40697,6.24593,5.06631,3.88448,4.89101,3.2559,3.26863
Feb-58,4.12224,4.57315,3.77729,3.57635,7.31771,3.94637,0.00312757,3.37854,3.91855,5.22331,3.64142,3.38222,4.28092,3.35084,2.93627
Mar-58,3.67742,3.36975,2.88413,2.85722,4.72142,3.41166,0.00280349,2.58968,3.3147,4.07858,3.81024,2.84649,3.26499,2.43509,2.50587
Apr-58,3.05566,3.3781,4.32289,2.57155,6.77334,4.13891,0.0028751,2.77682,2.92566,6.36634,3.76824,4.15419,3.31928,3.20087,2.67498
May-58,3.73082,4.11759,3.73001,4.16097,9.16306,4.38925,0.00276151,3.91377,5.76335,6.4893,7.85276,4.61948,8.00923,8.14089,3.80915
Jun-58,9.06142,7.9407,6.76503,5.13252,8.34765,8.13164,0.00283226,3.20557,10.5148,7.44797,12.4099,3.74091,10.2686,8.52294,4.18311
Jul-58,9.41761,9.42698,6.144,8.99049,8.0675,11.5432,0.00272052,6.10378,7.90128,9.88101,16.1482,7.99458,10.6555,6.64659,4.81813
Aug-58,9.40305,6.68528,6.53802,6.46068,7.25745,9.42773,0.00270037,8.02387,8.6571,21.1743,14.8449,7.51194,8.99534,7.20349,12.1847
Sep-58,10.8746,8.17944,5.15075,6.88299,6.1867,9.44032,0.00276978,7.8659,8.19991,11.4698,13.3492,7.35391,10.1824,7.41532,11.2171
Oct-58,11.2497,8.34329,5.95686,8.0877,9.59437,10.4005,0.0026607,7.62199,10.3293,14.7225,15.8549,8.66947,11.9929,6.65946,11.4032
Nov-58,11.809,9.9253,6.58534,9.63172,10.391,16.3382,0.00272919,7.76934,11.5833,14.7325,16.0903,9.88107,12.4409,8.63853,13.2832
Dec-58,12.1433,7.4726,4.7853,11.2519,10.2299,13.9067,0.0026218,6.08613,6.55941,13.9885,11.1263,5.05289,8.99985,7.54477,10.0769
Jan-59,7.75607,5.12748,3.37618,6.26518,6.25084,9.25552,0.00260265,3.83662,4.51284,9.44682,6.87172,3.68701,5.48364,4.80246,6.13684
Feb-59,5.53673,4.02859,3.15288,4.57541,5.18574,6.21906,0.00286056,4.02227,4.71544,6.43435,5.53543,3.29205,4.60409,3.78027,4.849
Mar-59,4.11828,3.3115,2.63709,3.72409,3.68255,5.73902,0.00256504,2.85349,3.44058,5.07392,4.43169,2.6302,3.58478,2.95995,3.76695
Apr-59,4.25846,4.5461,2.29929,4.25424,3.56972,5.24132,0.00263147,3.3376,3.0597,5.56208,5.51432,3.03451,3.41707,3.09548,3.41286
May-59,10.5463,11.9649,2.16755,4.50706,5.14093,10.9844,0.00252834,5.36623,4.14975,7.31909,17.4903,3.80177,6.7815,3.26755,7.8079
Jun-59,8.96308,8.62991,2.06032,4.62397,9.82158,8.40082,0.00259398,6.49289,6.50538,7.341,12.3844,4.66079,9.00276,3.77062,11.8249
Jul-59,12.9828,7.3892,4.64259,13.5806,8.72011,16.1514,0.00249245,8.70768,10.9227,6.61684,10.4192,6.93836,14.7279,3.64575,13.1501
Aug-59,9.18144,7.83277,3.74908,8.88692,8.939,10.9194,0.00247479,7.49696,8.47412,5.92205,8.01016,10.0472,11.6285,4.57692,8.74363
Sep-59,12.3246,9.99605,4.02745,10.0672,9.8865,9.4524,0.00253923,9.30335,9.80141,9.46705,9.57364,7.22671,13.3567,8.13049,9.64223
Oct-59,11.8573,10.4808,4.47145,9.57196,10.1641,10.4158,0.00244002,11.5327,10.5937,8.0847,11.1841,7.24837,11.8537,9.51234,11.0642
Nov-59,12.7578,11.2716,4.4636,9.84009,14.9582,11.5809,0.00250365,14.0681,11.1967,8.72417,13.8015,7.34457,14.2333,10.6217,12.8486
Dec-59,8.7277,6.1804,3.11234,6.04462,13.0279,7.80285,0.00240592,8.79688,8.73683,6.99027,12.5253,4.55423,7.91848,6.73329,8.53426
Jan-60,5.88169,4.39658,2.277,4.52455,7.28411,5.22452,0.00238912,5.40802,5.51402,4.84841,7.68728,3.43802,5.68172,4.297,5.23708
Feb-60,5.33736,4.00778,2.06521,4.15661,5.7185,4.75865,0.00262671,5.50573,4.39188,3.91172,5.82881,3.39141,5.08334,3.66323,4.6069
Mar-60,3.80119,2.99084,1.62732,3.06449,4.40158,3.53967,0.00235609,3.49969,3.4871,3.24458,4.75115,2.73544,3.98956,2.96886,3.4727
