Date,CCCMA1,CCCMA2,GFDL1,GFDL2,GISS1,GISS2,MPI1,MPI2,MRI1,MRI2,NIES1,NIES2,UKMO1,UKMO2
2023-10-01,272.9644194,252.5830015,215.3526452,241.1625631,315.1194013,243.5003067,323.5126504,280.0763594,415.8877453,285.8036164,270.6944668,267.905969,266.7484698,268.724102
2023-11-01,365.0994108,357.3827765,294.0300692,395.8783363,432.2896695,361.0767818,407.5888126,426.1524094,432.974847,411.4004904,410.907785,391.8744171,345.4094269,367.8541784
2023-12-01,340.3869095,348.7424981,226.5846664,425.4494458,407.8401854,331.9441123,401.5307037,435.5162355,404.0569192,389.1541547,395.6592626,355.0544873,327.2334154,370.3750639
2024-01-01,309.530798,303.2734898,199.8551075,380.6547189,391.5253616,306.4978105,403.8850918,409.5629102,412.4547637,340.5565295,334.9171155,319.1664462,299.137666,331.8578288
2024-02-01,293.980952,234.7079953,162.3347705,320.3740839,322.1515576,286.2547178,346.234331,413.4567799,339.6472026,310.9232726,305.6531836,297.0986142,268.8814071,303.9885518
2024-03-01,175.773968,213.0510071,97.27183362,217.8197946,190.8056198,141.6036355,216.705411,264.737577,220.3011487,193.4695314,190.8950285,176.7503604,160.9413316,185.3644835
2024-04-01,425.3298779,148.2321485,163.6754511,211.6951685,181.4463894,176.8984622,185.3724965,177.1282609,163.6609557,402.0052888,459.206537,233.3073173,283.5853139,415.1050991
2024-05-01,332.1112712,141.3383159,225.6041703,148.8857863,626.1778344,160.6184445,545.6619199,151.1649852,194.44508,158.7226637,263.2923228,120.0831677,113.2557292,161.1375883
2024-06-01,249.0214232,327.1644128,236.6811306,213.2836144,231.1723025,250.7220791,244.3738061,592.744136,555.3640765,339.8778811,442.3535214,334.5650217,250.3487445,476.2773675
2024-07-01,200.6651894,288.943787,204.6735147,246.6518002,202.0973474,279.1961647,200.66347,251.9252575,150.5008058,293.9506264,221.1448018,160.0495003,155.8993234,246.5734118
2024-08-01,223.7822841,211.5359159,178.3147246,207.2095395,172.5441756,573.398228,253.8339262,213.1850021,119.9365925,207.5271913,166.0809555,204.0565519,161.7146178,210.3572751
