Date,CCCMA1,CCCMA2,GFDL1,GFDL2,GISS1,GISS2,MPI1,MPI2,MRI1,MRI2,NIES1,NIES2,UKMO1,UKMO2
2020-12-01,407.7932473,365.2176659,371.5410539,268.7252645,429.4998616,349.4125004,325.4166714,326.9470711,358.5541007,409.683547,318.9939518,367.1838217,379.9539792,405.7280792
2021-01-01,413.8102172,317.9588192,330.4318501,181.9700705,413.4492929,305.4570006,298.2389968,296.1019718,312.9738067,357.209749,309.91376,325.2337586,351.8456702,374.583144
2021-02-01,347.5399604,301.6340658,307.0944659,159.1485002,386.3918394,284.6281395,270.177455,266.5037043,291.6486341,305.655426,245.3877119,298.0665499,307.5866022,320.2155965
2021-03-01,234.0540951,228.351902,188.7754598,94.46346054,234.3262473,175.9297695,161.1283943,165.8088354,186.4100519,198.4666731,141.8089048,185.3807892,188.2993745,203.3811714
2021-04-01,190.0907127,152.0986196,457.5499395,155.5901876,159.1014088,195.7369128,104.0108624,180.4823291,388.274657,260.8995799,159.3619302,149.0074958,197.6263886,154.7885745
2021-05-01,305.9166446,173.2142858,170.754769,385.9957586,149.7818373,156.6174366,131.8287415,264.125573,267.4061172,663.6063874,125.3490582,127.6547024,520.6662152,530.2704944
2021-06-01,485.413073,333.1889304,386.6299325,224.5715566,563.0531245,276.3179326,349.7887608,507.0090565,534.6117349,288.0939064,266.0062148,404.2844529,234.4869902,204.11329
2021-07-01,487.1652564,158.3516566,140.9256059,230.3061154,163.4902805,132.6722052,165.9117632,335.0113132,208.2288071,315.267104,154.6973592,205.2614159,244.3123437,204.6966199
2021-08-01,419.951744,137.2862082,162.9003859,194.364236,160.6502875,131.7171614,163.8925682,211.1356422,196.4020958,502.7890834,134.0062573,215.3271286,227.3431357,221.2183014
2021-09-01,396.8365054,159.0375746,192.356706,190.729815,168.6732586,204.2621755,172.9878825,213.8352525,195.306461,620.5395612,152.3392319,218.7234656,222.3237774,223.7742553
2021-10-01,293.901876,221.1837149,237.9974764,268.6667268,252.5047788,278.2283454,231.8358711,266.7227658,255.2898095,424.760718,208.8770601,309.1390313,359.8345835,245.9334876
2021-11-01,377.585994,295.0666168,377.2632875,362.3964399,383.7214019,412.7206022,370.8773555,343.6281052,359.3561886,420.8094815,285.8352463,409.7064495,379.6089898,395.2809746
2021-12-01,404.1961788,286.706449,343.3609117,339.2431169,382.0389228,403.6887673,333.3739831,338.0563836,374.4503511,527.9637975,317.8384329,434.8657795,405.9478332,405.8420519
2022-01-01,328.1287363,182.0318914,315.9333338,312.2892978,347.1664353,347.3120306,313.5038428,304.801919,318.6867419,434.1893139,245.5539525,374.0106644,378.1760315,373.3595651
2022-02-01,321.8757756,153.3005775,295.7461058,282.826525,317.3283754,311.2070631,283.9733776,280.8613103,292.7668721,415.3816848,188.8307105,340.8379382,318.9281705,318.3436244
2022-03-01,188.2156492,97.59017272,190.4293867,184.6635833,217.6282173,192.9200355,191.624286,168.0689467,192.9977463,276.9293245,109.3757021,220.2999062,222.4576589,193.4285437
2022-04-01,164.1470609,170.5058331,195.7446154,226.7442237,159.0488588,167.7933639,210.5520576,231.0191211,234.0839334,242.6293034,114.2526077,179.3518055,540.0615512,256.7142674
2022-05-01,504.529245,405.6904016,222.1160126,160.3672312,252.536372,310.9402661,177.9562897,110.4144071,141.5775448,291.5290788,206.5322036,238.5623964,149.8846279,704.5016977
2022-06-01,251.1443144,265.9396246,470.1721094,336.4575618,626.5638477,118.7628494,230.4122503,143.3919144,246.3609438,358.6598605,363.3189933,394.4994391,438.3184909,271.004646
2022-07-01,447.3919084,241.1904862,291.7023293,159.2472128,223.2263441,259.5584813,197.2945527,248.194465,179.1401802,394.8410477,131.8223154,429.7727817,196.3616444,257.5241484
2022-08-01,198.9400342,193.1545822,208.4155175,136.3677475,199.6560704,159.1410689,159.0949103,544.0260538,214.4141549,362.8916488,140.1568168,416.7533232,222.5487356,364.6918731
2022-09-01,201.0879536,188.0828706,222.2110591,158.4524342,189.6975322,180.1175669,170.0230882,226.052544,190.7113892,322.7836304,156.351256,421.5093308,259.9503743,417.2421709
2022-10-01,277.5609131,255.4546802,292.9846138,202.4108546,288.976365,269.3897547,240.9166951,289.3207865,236.0387288,273.3612398,209.5173284,314.4227803,271.3855928,291.2014308
2022-11-01,385.864213,349.1614069,359.9079088,311.5237151,377.7529396,389.2829893,320.7594352,369.9819564,343.6798516,341.60327,329.516067,408.9967469,393.329766,394.8036136
2022-12-01,344.2364696,324.3446112,348.502503,302.8460218,337.0624976,332.5327685,294.9187571,389.101912,325.1232671,305.6688905,300.2957134,405.3619408,441.0784447,405.8964308
2023-01-01,306.8486959,297.0263305,320.2697349,192.6679535,322.1443877,295.7882977,275.7755746,363.6786249,324.7310841,277.2874559,245.6478626,330.277262,395.4342411,325.5765078
2023-02-01,285.4730294,282.8650373,293.4845394,158.9353582,303.0643954,258.9717507,239.5126473,306.5751519,291.386816,241.1211825,185.6504628,300.4426707,336.8668093,299.7419672
2023-03-01,155.0928611,167.8464203,186.7331885,96.70913844,187.6324559,121.4044736,108.6134507,212.5672104,171.8919177,227.1557186,116.0595721,179.4571352,216.9517027,190.1034576
2023-04-01,196.4330988,184.3348519,305.864235,82.92658563,374.1179326,143.9955873,148.1845262,209.3321268,310.1863365,144.4072173,125.8637728,466.9668222,215.3461566,511.2439535
2023-05-01,177.6314725,109.5117957,138.0708965,131.3009309,216.6878963,158.9426527,181.1204511,171.412188,231.8261614,193.5505543,126.3008868,154.6279161,210.0624143,220.506223
2023-06-01,281.9965711,130.8466078,307.3942745,190.6201812,485.0770219,303.9687207,274.8534984,179.1962617,179.4027325,503.9060423,309.3052269,481.7390625,350.279736,210.5138276
2023-07-01,260.5473316,137.9727169,140.2012937,148.6490555,282.6001333,169.8300416,237.5942266,191.1428347,243.3075005,264.0062907,227.6161847,231.5344528,387.2344343,278.9283024
2023-08-01,249.4473755,420.1822963,130.6542945,203.6650728,228.0233951,155.4646749,186.6624209,192.2952163,237.5626138,194.0135992,209.8587737,197.0957616,355.4754075,243.1504797
2023-09-01,318.4233919,198.0210668,178.6319725,449.7037628,239.8908494,164.7594834,253.1005694,214.1567525,405.4314239,227.9517722,222.0981989,229.2162643,315.4319299,363.6613085
