#,,Pp Banda 1,Pp Banda 2,Pp Banda 3,Pp Banda 4,Pp Banda 5,Pp Banda 6,Pp Banda 7,Pp Banda 8
2003,8,517.5,509.5,501.6,493.6,485.6,477.7,469.7,461.8
2003,9,211.9,208.6,205.4,202.1,198.9,195.6,192.3,189.1
2003,10,324.6,319.6,314.7,309.7,304.7,299.7,294.7,289.7
2003,11,78.5,77.3,76.1,74.9,73.7,72.5,71.3,70.1
2003,12,209.3,206.1,202.9,199.7,196.4,193.2,190,186.8
2004,1,0,0,0,0,0,0,0,0
2004,2,131.2,129.2,127.2,125.1,123.1,121.1,119.1,117.1
2004,3,0,0,0,0,0,0,0,0
2004,4,384.9,380.8,376.7,372.5,368.4,364.3,360.2,356.1
2004,5,200.1,197.9,195.8,193.6,191.5,189.4,187.2,185.1
2004,6,1037.2,1026.1,1015,1003.9,992.8,981.8,970.7,959.6
2004,7,930.2,920.2,910.3,900.3,890.4,880.4,870.5,860.5
2004,8,656.9,649.8,642.8,635.8,628.8,621.8,614.7,607.7
2004,9,1193.8,1181.1,1168.3,1155.5,1142.8,1130,1117.2,1104.5
2004,10,109.3,108.1,107,105.8,104.6,103.5,102.3,101.1
2004,11,117.8,116.5,115.3,114,112.8,111.5,110.2,109
2004,12,183,181.1,179.1,177.2,175.2,173.2,171.3,169.3
2005,1,0,0,0,0,0,0,0,0
2005,2,0,0,0,0,0,0,0,0
2005,3,62.9,62.2,61.5,60.9,60.2,59.5,58.8,58.2
2005,4,215.4,209.5,203.6,197.7,191.8,185.9,180,174.1
2005,5,0,0,0,0,0,0,0,0
2005,6,142.8,138.8,134.9,131,127.1,123.2,119.3,115.4
2005,7,757.9,737.1,716.4,695.6,674.9,654.1,633.4,612.6
2005,8,305.9,297.6,289.2,280.8,272.4,264.1,255.7,247.3
2005,9,407.6,396.5,385.3,374.1,363,351.8,340.7,329.5
2005,10,19.5,18.9,18.4,17.9,17.3,16.8,16.3,15.7
2005,11,5,4.9,4.8,4.6,4.5,4.4,4.2,4.1
2005,12,42.5,41.3,40.2,39,37.9,36.7,35.5,34.4
2006,1,0,0,0,0,0,0,0,0
2006,2,4.7,4.5,4.4,4.3,4.2,4,3.9,3.8
2006,3,3,2.9,2.8,2.7,2.6,2.6,2.5,2.4
2006,4,6.5,6.4,6.3,6.1,6,5.9,5.7,5.6
2006,5,282.7,276.9,271.2,265.4,259.7,253.9,248.2,242.4
2006,6,506.9,496.6,486.3,476,465.7,455.4,445.1,434.7
2006,7,366.9,359.4,351.9,344.5,337,329.6,322.1,314.6
2006,8,62.7,61.4,60.2,58.9,57.6,56.3,55.1,53.8
2006,9,141.7,138.8,135.9,133,130.1,127.3,124.4,121.5
2006,10,23.4,22.9,22.4,21.9,21.5,21,20.5,20
2006,11,389.1,381.2,373.2,365.3,357.4,349.5,341.6,333.7
2006,12,595.5,583.4,571.3,559.1,547,534.9,522.8,510.7
2007,1,86.9,85.1,83.4,81.6,79.8,78.1,76.3,74.5
2007,2,76.1,74.5,73,71.4,69.9,68.3,66.8,65.2
2007,3,25.6,25.1,24.6,24,23.5,23,22.5,22
2007,4,254.8,248.5,242.3,236,229.7,223.4,217.2,210.9
2007,5,0,0,0,0,0,0,0,0
2007,6,1047.4,1021.6,995.8,970,944.2,918.4,892.6,866.8
2007,7,158.6,154.7,150.8,146.9,143,139.1,135.2,131.3
2007,8,334,325.8,317.5,309.3,301.1,292.9,284.6,276.4
2007,9,112.6,109.8,107.1,104.3,101.5,98.7,96,93.2
2007,10,23.2,22.6,22,21.4,20.9,20.3,19.7,19.2
2007,11,110.2,107.5,104.8,102.1,99.4,96.6,93.9,91.2
2007,12,3.1,3,2.9,2.9,2.8,2.7,2.6,2.6
2008,1,0,0,0,0,0,0,0,0
2008,2,0,0,0,0,0,0,0,0
2008,3,73.4,71.6,69.8,68,66.2,64.4,62.6,60.8
2008,4,124.2,121.7,119.1,116.6,114.1,111.6,109.1,106.6
2008,5,0,0,0,0,0,0,0,0
2008,6,370.5,363,355.5,348,340.5,333,325.6,318.1
2008,7,1188.2,1164.2,1140.2,1116.2,1092.2,1068.1,1044.1,1020.1
2008,8,456.3,447.1,437.9,428.7,419.4,410.2,401,391.8
2008,9,27.7,27.1,26.6,26,25.5,24.9,24.3,23.8
2008,10,17.4,17,16.7,16.3,16,15.6,15.3,14.9
2008,11,82.6,80.9,79.3,77.6,75.9,74.2,72.6,70.9
2008,12,251.4,246.4,241.3,236.2,231.1,226,221,215.9
2009,1,0,0,0,0,0,0,0,0
2009,2,16.9,16.6,16.2,15.9,15.5,15.2,14.8,14.5
2009,3,44.6,43.7,42.8,41.9,41,40.1,39.2,38.3
2009,4,92.1,90.6,89,87.5,85.9,84.4,82.9,81.3
2009,5,384.8,378.3,371.9,365.4,358.9,352.5,346,339.5
2009,6,761.1,748.3,735.5,722.7,709.9,697.1,684.3,671.6
2009,7,1038.2,1020.7,1003.3,985.8,968.4,950.9,933.5,916
2009,8,345.9,340.1,334.3,328.5,322.7,316.9,311,305.2
2009,9,297.1,292.1,287.2,282.2,277.2,272.2,267.2,262.2
2009,10,35.3,34.7,34.1,33.5,32.9,32.3,31.7,31.1
2009,11,91.1,89.5,88,86.5,84.9,83.4,81.9,80.3
2009,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4
2010,1,47.1,46.3,45.5,44.7,43.9,43.1,42.3,41.5
2010,2,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5
2010,3,3.6,3.5,3.4,3.4,3.3,3.3,3.2,3.1
2010,4,77.8,76.2,74.6,73,71.4,69.8,68.1,66.5
2010,5,0,0,0,0,0,0,0,0
2010,6,219.5,214.9,210.4,205.8,201.3,196.7,192.2,187.6
2010,7,836.7,819.4,802,784.7,767.3,750,732.6,715.3
2010,8,414.6,406,397.4,388.8,380.2,371.6,363,354.4
2010,9,330.6,323.7,316.9,310,303.2,296.3,289.5,282.6
2010,10,111.9,109.6,107.3,104.9,102.6,100.3,98,95.7
2010,11,409.8,401.3,392.8,384.3,375.8,367.3,358.8,350.3
2010,12,51.7,50.6,49.6,48.5,47.4,46.3,45.3,44.2
2011,1,51.8,50.7,49.6,48.6,47.5,46.4,45.3,44.3
2011,2,6.3,6.2,6,5.9,5.8,5.7,5.5,5.4
2011,3,3.9,3.9,3.8,3.7,3.6,3.5,3.5,3.4
2011,4,81,79.4,77.7,76.1,74.4,72.8,71.1,69.5
2011,5,0,0,0,0,0,0,0,0
2011,6,228,223.4,218.7,214.1,209.4,204.7,200.1,195.4
2011,7,869.8,852.1,834.3,816.6,798.8,781.1,763.3,745.6
2011,8,430.9,422.1,413.3,404.5,395.7,386.9,378.1,369.4
2011,9,343.4,336.4,329.4,322.4,315.4,308.4,301.4,294.4
2011,10,116.3,114,111.6,109.2,106.8,104.5,102.1,99.7
2011,11,426.1,417.4,408.7,400,391.3,382.6,373.9,365.2
2011,12,54.4,53.3,52.2,51.1,49.9,48.8,47.7,46.6
2012,1,0,0,0,0,0,0,0,0
2012,2,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7
2012,3,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4
2012,4,108,105.9,103.9,101.9,99.8,97.8,95.7,93.7
2012,5,0,0,0,0,0,0,0,0
2012,6,318,311.9,305.9,299.9,293.9,287.9,281.9,275.9
2012,7,871.9,855.4,838.9,822.4,805.9,789.4,772.9,756.4
2012,8,170.5,167.3,164.1,160.9,157.6,154.4,151.2,148
2012,9,10.3,10.1,9.9,9.7,9.5,9.3,9.1,8.9
2012,10,322.4,316.3,310.2,304.1,298,291.9,285.8,279.7
2012,11,442.3,433.9,425.5,417.2,408.8,400.4,392.1,383.7
2012,12,406.7,399,391.3,383.6,375.9,368.2,360.5,352.8
2013,1,36.1,35.4,34.7,34,33.3,32.7,32,31.3
2013,2,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3
2013,3,68.9,67.6,66.3,65,63.7,62.4,61.1,59.8
2013,4,22.1,21.5,21,20.4,19.8,19.2,18.6,18
2013,5,203.3,197.9,192.6,187.2,181.9,176.5,171.1,165.8
2013,6,640.1,623.2,606.3,589.4,572.5,555.6,538.7,521.9
2013,7,463.8,451.6,439.4,427.1,414.9,402.7,390.4,378.2
2013,8,467.7,455.4,443,430.7,418.3,406,393.7,381.3
2013,9,55.7,54.3,52.8,51.3,49.8,48.4,46.9,45.4
2013,10,41.7,40.6,39.5,38.4,37.3,36.2,35.1,34
2013,11,3.6,3.5,3.4,3.3,3.2,3.2,3.1,3
2013,12,0,0,0,0,0,0,0,0
2014,1,0,0,0,0,0,0,0,0
2014,2,0,0,0,0,0,0,0,0
2014,3,78.4,76.4,74.3,72.2,70.2,68.1,66,64
2014,4,151.2,147,142.8,138.5,134.3,130.1,125.9,121.7
2014,5,228.4,222,215.7,209.3,202.9,196.5,190.2,183.8
2014,6,338.5,329,319.6,310.1,300.7,291.2,281.8,272.4
2014,7,717.5,697.5,677.5,657.4,637.4,617.4,597.4,577.4
2014,8,323.8,314.8,305.7,296.7,287.7,278.6,269.6,260.6
2014,9,30.8,29.9,29.1,28.2,27.4,26.5,25.6,24.8
2014,10,58.2,56.6,55,53.3,51.7,50.1,48.5,46.8
2014,11,14.4,14,13.6,13.2,12.8,12.4,12,11.6
2014,12,0,0,0,0,0,0,0,0
2015,1,0,0,0,0,0,0,0,0
2015,2,0,0,0,0,0,0,0,0
2015,3,6,5.8,5.7,5.5,5.3,5.2,5,4.8
2015,4,49.9,48.9,48,47,46.1,45.1,44.1,43.2
2015,5,0,0,0,0,0,0,0,0
2015,6,666.7,653.8,641,628.1,615.2,602.3,589.5,576.6
2015,7,680.5,667.3,654.2,641.1,627.9,614.8,601.7,588.5
2015,8,210.9,206.8,202.8,198.7,194.6,190.6,186.5,182.4
2015,9,597.7,586.1,574.6,563.1,551.5,540,528.4,516.9
2015,10,381.2,373.9,366.5,359.1,351.8,344.4,337.1,329.7
2015,11,0,0,0,0,0,0,0,0
2015,12,0.1,0.1,0,0,0,0,0,0
2016,1,59.8,58.7,57.5,56.3,55.2,54,52.9,51.7
2016,2,0,0,0,0,0,0,0,0
2016,3,54,53,51.9,50.9,49.8,48.8,47.8,46.7
2016,4,156.4,153.5,150.5,147.6,144.6,141.7,138.8,135.8
2016,5,0,0,0,0,0,0,0,0
2016,6,197.2,193.5,189.8,186.1,182.4,178.7,175,171.2
2016,7,1306.9,1282.3,1257.7,1233.2,1208.6,1184,1159.4,1134.8
2016,8,407.7,400.1,392.4,384.7,377,369.4,361.7,354
2016,9,155.9,153,150.1,147.1,144.2,141.3,138.3,135.4
2016,10,309.2,303.4,297.6,291.8,285.9,280.1,274.3,268.5
2016,11,49.7,48.7,47.8,46.9,45.9,45,44.1,43.1
2016,12,128.7,126.2,123.8,121.4,119,116.6,114.1,111.7
2017,1,0,0,0,0,0,0,0,0
2017,2,0,0,0,0,0,0,0,0
2017,3,60.3,59.2,58,56.9,55.8,54.6,53.5,52.4
2017,4,59.3,58.4,57.5,56.6,55.6,54.7,53.8,52.9
2017,5,275.1,270.9,266.6,262.3,258.1,253.8,249.6,245.3
2017,6,905.4,891.3,877.3,863.3,849.3,835.3,821.3,807.3
2017,7,1413.9,1392.1,1370.2,1348.3,1326.4,1304.5,1282.6,1260.7
2017,8,341.3,336,330.7,325.4,320.2,314.9,309.6,304.3
2017,9,62.2,61.2,60.3,59.3,58.4,57.4,56.4,55.5
2017,10,53.4,52.6,51.7,50.9,50.1,49.3,48.4,47.6
2017,11,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2017,12,54.1,53.2,52.4,51.6,50.7,49.9,49,48.2
2018,1,20.6,20.3,19.9,19.6,19.3,19,18.7,18.4
2018,2,94.9,93.5,92,90.5,89,87.6,86.1,84.6
2018,3,88.1,86.7,85.4,84,82.6,81.3,79.9,78.5
2018,4,80.9,79.2,77.5,75.9,74.2,72.5,70.9,69.2
2018,5,115.3,112.9,110.5,108.2,105.8,103.4,101,98.7
2018,6,750.6,735.1,719.6,704.2,688.7,673.3,657.8,642.4
2018,7,1012.7,991.9,971,950.2,929.3,908.4,887.6,866.7
2018,8,221.2,216.7,212.1,207.6,203,198.4,193.9,189.3
2018,9,27,26.4,25.9,25.3,24.8,24.2,23.7,23.1
2018,10,93.9,92,90,88.1,86.2,84.2,82.3,80.4
2018,11,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7
2018,12,0,0,0,0,0,0,0,0
2019,1,0,0,0,0,0,0,0,0
2019,2,0,0,0,0,0,0,0,0
2019,3,229.1,224.4,219.7,214.9,210.2,205.5,200.8,196.1
2019,4,0,0,0,0,0,0,0,0
2019,5,94.5,92.7,90.8,89,87.1,85.3,83.4,81.6
2019,6,132.5,129.9,127.3,124.7,122.1,119.5,116.9,114.3
2019,7,1621.5,1589.8,1558,1526.3,1494.6,1462.9,1431.2,1399.5
2019,8,224.9,220.5,216.1,211.7,207.3,202.9,198.6,194.2
2019,9,119.4,117.1,114.7,112.4,110.1,107.7,105.4,103.1
2019,10,66,64.7,63.4,62.1,60.8,59.5,58.2,56.9
2019,11,160.1,157,153.8,150.7,147.6,144.4,141.3,138.2
2019,12,206.7,202.7,198.6,194.6,190.6,186.5,182.5,178.4
2020,1,40.1,39.4,38.6,37.8,37,36.2,35.4,34.6
2020,2,0,0,0,0,0,0,0,0
2020,3,0,0,0,0,0,0,0,0
2020,4,86.9,85.3,83.8,82.2,80.6,79.1,77.5,76
2020,5,0,0,0,0,0,0,0,0
2020,6,642.8,631.2,619.7,608.2,596.6,585.1,573.6,562
2020,7,1421.9,1396.4,1370.9,1345.3,1319.8,1294.3,1268.8,1243.2
2020,8,259.6,254.9,250.2,245.6,240.9,236.3,231.6,226.9
2020,9,30.6,30,29.5,28.9,28.4,27.8,27.3,26.7
2020,10,64.7,63.5,62.4,61.2,60,58.9,57.7,56.5
2020,11,91.8,90.2,88.5,86.9,85.2,83.6,81.9,80.3
2020,12,284.5,279.4,274.3,269.2,264.1,259,253.9,248.8
2021,1,11.7,11.5,11.3,11.1,10.9,10.7,10.5,10.3
2021,2,10.2,10,9.9,9.7,9.5,9.3,9.1,8.9
2021,3,0,0,0,0,0,0,0,0
2021,4,9,8.9,8.8,8.7,8.5,8.4,8.3,8.1
2021,5,108.9,107.3,105.8,104.3,102.7,101.2,99.7,98.1
2021,6,677.4,667.9,658.4,648.8,639.3,629.8,620.2,610.7
2021,7,1508.3,1487.1,1465.8,1444.6,1423.4,1402.2,1380.9,1359.7
2021,8,687.4,677.7,668,658.4,648.7,639,629.3,619.7
2021,9,222.8,219.7,216.5,213.4,210.2,207.1,204,200.8
2021,10,293.4,289.3,285.2,281,276.9,272.8,268.6,264.5
2021,11,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.1
2021,12,113.8,112.2,110.6,109,107.4,105.8,104.2,102.6
2022,1,0,0,0,0,0,0,0,0
2022,2,4.2,4.1,4.1,4,4,3.9,3.9,3.8
2022,3,78.4,77.3,76.2,75.1,74,72.9,71.8,70.6
2022,4,10.7,10.5,10.3,10.1,9.9,9.8,9.6,9.4
2022,5,399.4,392.2,385,377.7,370.5,363.3,356.1,348.8
2022,6,1173.6,1152.4,1131.2,1109.9,1088.7,1067.5,1046.2,1025
2022,7,684.9,672.5,660.1,647.7,635.3,622.9,610.6,598.2
2022,8,231.6,227.4,223.2,219,214.8,210.6,206.4,202.2
2022,9,52.9,52,51,50.1,49.1,48.2,47.2,46.2
2022,10,321.1,315.3,309.4,303.6,297.8,292,286.2,280.4
2022,11,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6
2022,12,4.8,4.7,4.7,4.6,4.5,4.4,4.3,4.2
2023,1,0,0,0,0,0,0,0,0
2023,2,0,0,0,0,0,0,0,0
2023,3,0,0,0,0,0,0,0,0
2023,4,15.6,15.2,14.8,14.4,14,13.6,13.2,12.8
2023,5,249.7,243.4,237.1,230.9,224.6,218.3,212.1,205.8
2023,6,260.6,254.1,247.6,241,234.5,227.9,221.4,214.9
2023,7,641.5,625.4,609.4,593.3,577.2,561.1,545,528.9
2023,8,152,148.2,144.3,140.5,136.7,132.9,129.1,125.3
2023,9,45.2,44.1,42.9,41.8,40.7,39.5,38.4,37.3
2023,10,43.5,42.4,41.3,40.2,39.1,38,36.9,35.8
2023,11,142.7,139.1,135.5,131.9,128.4,124.8,121.2,117.6
2023,12,422.8,412.2,401.6,391,380.4,369.8,359.2,348.6
2024,1,39.4,38.4,37.4,36.4,35.4,34.4,33.5,32.5
2024,2,2.1,2.1,2,2,1.9,1.8,1.8,1.7
2024,3,63.8,62.2,60.6,59,57.4,55.8,54.2,52.6
2024,4,82,80.4,78.7,77.1,75.5,73.8,72.2,70.6
2024,5,378,370.4,362.9,355.4,347.8,340.3,332.7,325.2
2024,6,195.2,191.3,187.4,183.5,179.6,175.7,171.8,167.9
2024,7,1059.2,1038,1016.9,995.7,974.6,953.5,932.3,911.2
2024,8,319.9,313.5,307.1,300.7,294.3,288,281.6,275.2
2024,9,425.3,416.8,408.3,399.9,391.4,382.9,374.4,365.9
2024,10,73,71.6,70.1,68.7,67.2,65.8,64.3,62.8
2024,11,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7
2024,12,5.8,5.7,5.6,5.5,5.4,5.2,5.1,5
2025,1,44.5,43.6,42.7,41.8,41,40.1,39.2,38.3
2025,2,19.2,18.9,18.5,18.1,17.7,17.3,16.9,16.6
2025,3,8.8,8.6,8.5,8.3,8.1,7.9,7.8,7.6
2025,4,0,0,0,0,0,0,0,0
2025,5,127.9,125.2,122.5,119.7,117,114.3,111.6,108.8
2025,6,697.1,682.3,667.4,652.6,637.7,622.9,608,593.2
2025,7,764.6,748.3,732,715.7,699.4,683.1,666.8,650.6
2025,8,226.5,221.6,216.8,212,207.2,202.3,197.5,192.7
2025,9,25.9,25.3,24.8,24.2,23.7,23.1,22.6,22
2025,10,378.4,370.3,362.2,354.2,346.1,338.1,330,321.9
2025,11,87.2,85.3,83.5,81.6,79.8,77.9,76,74.2
2025,12,1,1,1,1,1,0.9,0.9,0.9
2026,1,55.8,54.6,53.4,52.2,51.1,49.9,48.7,47.5
2026,2,8.8,8.6,8.4,8.2,8,7.9,7.7,7.5
2026,3,74.2,72.7,71.1,69.5,67.9,66.3,64.7,63.2
2026,4,352.8,347.8,342.8,337.8,332.8,327.9,322.9,317.9
2026,5,297.8,293.6,289.4,285.2,281,276.8,272.6,268.4
2026,6,375.6,370.3,365,359.6,354.3,349,343.7,338.4
2026,7,861.5,849.3,837.1,824.9,812.8,800.6,788.4,776.2
2026,8,196.2,193.4,190.6,187.9,185.1,182.3,179.5,176.8
2026,9,759.6,748.9,738.1,727.4,716.6,705.9,695.2,684.4
2026,10,16.2,16,15.7,15.5,15.3,15,14.8,14.6
2026,11,33,32.6,32.1,31.6,31.2,30.7,30.2,29.8
2026,12,1.1,1.1,1.1,1.1,1.1,1,1,1
2027,1,17.4,17.2,16.9,16.7,16.5,16.2,16,15.7
2027,2,0,0,0,0,0,0,0,0
2027,3,776.3,765.3,754.3,743.4,732.4,721.4,710.4,699.5
2027,4,91.7,89.7,87.8,85.8,83.9,81.9,80,78
2027,5,0,0,0,0,0,0,0,0
2027,6,752.1,736.1,720.2,704.2,688.2,672.2,656.2,640.2
2027,7,566.2,554.1,542.1,530.1,518,506,494,481.9
2027,8,284.1,278,272,266,259.9,253.9,247.9,241.8
2027,9,413.9,405.1,396.3,387.5,378.7,369.9,361.1,352.3
2027,10,45.6,44.6,43.7,42.7,41.7,40.8,39.8,38.8
2027,11,77.2,75.5,73.9,72.3,70.6,69,67.3,65.7
2027,12,222.2,217.4,212.7,208,203.3,198.5,193.8,189.1
2028,1,0,0,0,0,0,0,0,0
2028,2,0,0,0,0,0,0,0,0
2028,3,0,0,0,0,0,0,0,0
2028,4,24.5,24,23.5,23,22.5,22,21.5,21
2028,5,0,0,0,0,0,0,0,0
2028,6,1404.5,1375.4,1346.4,1317.4,1288.3,1259.3,1230.2,1201.2
2028,7,479,469.1,459.2,449.3,439.4,429.5,419.6,409.7
2028,8,48.5,47.5,46.5,45.5,44.5,43.5,42.5,41.5
2028,9,31,30.4,29.8,29.1,28.5,27.8,27.2,26.6
2028,10,152.9,149.8,146.6,143.5,140.3,137.1,134,130.8
2028,11,109.7,107.4,105.1,102.9,100.6,98.3,96.1,93.8
2028,12,233.1,228.3,223.5,218.6,213.8,209,204.2,199.4
2029,1,34.9,34.2,33.4,32.7,32,31.3,30.6,29.8
2029,2,0,0,0,0,0,0,0,0
2029,3,3.8,3.8,3.7,3.6,3.5,3.4,3.4,3.3
2029,4,52.9,52.2,51.5,50.8,50.2,49.5,48.8,48.1
2029,5,135.6,133.8,132.1,130.3,128.6,126.8,125.1,123.3
2029,6,1241.7,1225.6,1209.5,1193.4,1177.4,1161.3,1145.2,1129.1
2029,7,776.8,766.8,756.7,746.7,736.6,726.6,716.5,706.4
2029,8,255.2,251.9,248.6,245.3,242,238.7,235.4,232.1
2029,9,1201.9,1186.3,1170.8,1155.2,1139.7,1124.1,1108.5,1093
2029,10,40.7,40.2,39.6,39.1,38.6,38.1,37.5,37
2029,11,5,4.9,4.9,4.8,4.8,4.7,4.6,4.6
2029,12,9.8,9.7,9.6,9.4,9.3,9.2,9.1,8.9
2030,1,54.9,54.1,53.4,52.7,52,51.3,50.6,49.9
2030,2,251.2,247.9,244.7,241.4,238.2,234.9,231.7,228.4
2030,3,2.1,2.1,2.1,2,2,2,2,1.9
2030,4,312.3,307.7,303.1,298.6,294,289.4,284.9,280.3
2030,5,71.5,70.4,69.4,68.4,67.3,66.3,65.2,64.2
2030,6,805.9,794.1,782.3,770.5,758.7,746.9,735.1,723.3
2030,7,1319.5,1300.2,1280.9,1261.6,1242.3,1223,1203.7,1184.4
2030,8,309.9,305.3,300.8,296.3,291.7,287.2,282.7,278.1
2030,9,448.2,441.6,435.1,428.5,421.9,415.4,408.8,402.3
2030,10,280.4,276.3,272.2,268.1,264,259.9,255.8,251.7
2030,11,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2
2030,12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2031,1,0,0,0,0,0,0,0,0
2031,2,0,0,0,0,0,0,0,0
2031,3,13.8,13.6,13.4,13.2,13,12.8,12.6,12.4
2031,4,26.3,25.6,24.8,24,23.3,22.5,21.7,20.9
2031,5,0,0,0,0,0,0,0,0
2031,6,272.5,264.6,256.6,248.7,240.8,232.8,224.9,216.9
2031,7,414.7,402.6,390.5,378.4,366.4,354.3,342.2,330.1
2031,8,889.6,863.7,837.7,811.8,785.9,760,734,708.1
2031,9,75.7,73.5,71.3,69.1,66.9,64.7,62.5,60.3
2031,10,0,0,0,0,0,0,0,0
2031,11,0,0,0,0,0,0,0,0
2031,12,22,21.4,20.7,20.1,19.5,18.8,18.2,17.5
2032,1,0,0,0,0,0,0,0,0
2032,2,0,0,0,0,0,0,0,0
2032,3,88.1,85.6,83,80.4,77.9,75.3,72.7,70.2
2032,4,135.1,132.2,129.4,126.5,123.7,120.8,118,115.1
2032,5,0,0,0,0,0,0,0,0
2032,6,345.6,338.3,331.1,323.8,316.5,309.2,301.9,294.7
2032,7,1264,1237.4,1210.7,1184.1,1157.5,1130.9,1104.2,1077.6
2032,8,372.2,364.4,356.5,348.7,340.8,333,325.2,317.3
2032,9,77.6,75.9,74.3,72.7,71,69.4,67.8,66.1
2032,10,130.5,127.7,125,122.2,119.5,116.7,114,111.2
2032,11,150.3,147.1,144,140.8,137.6,134.5,131.3,128.1
2032,12,0,0,0,0,0,0,0,0
2033,1,0,0,0,0,0,0,0,0
2033,2,0,0,0,0,0,0,0,0
2033,3,0,0,0,0,0,0,0,0
2033,4,0,0,0,0,0,0,0,0
2033,5,0,0,0,0,0,0,0,0
2033,6,493.7,484.9,476,467.2,458.3,449.5,440.7,431.8
2033,7,1184.7,1163.5,1142.3,1121.1,1099.9,1078.7,1057.5,1036.3
2033,8,493.3,484.5,475.7,466.8,458,449.2,440.3,431.5
2033,9,370.2,363.5,356.9,350.3,343.7,337,330.4,323.8
2033,10,66.4,65.2,64,62.8,61.7,60.5,59.3,58.1
2033,11,98.8,97,95.3,93.5,91.7,90,88.2,86.4
2033,12,128,125.7,123.4,121.1,118.8,116.5,114.2,111.9
2034,1,20,19.6,19.3,18.9,18.5,18.2,17.8,17.5
2034,2,0,0,0,0,0,0,0,0
2034,3,58.4,57.3,56.3,55.2,54.2,53.1,52.1,51
2034,4,678.3,663.9,649.5,635.1,620.7,606.3,591.9,577.6
2034,5,0,0,0,0,0,0,0,0
2034,6,1383,1353.7,1324.3,1295,1265.7,1236.3,1207,1177.7
2034,7,78,76.4,74.7,73,71.4,69.7,68.1,66.4
2034,8,140.8,137.9,134.9,131.9,128.9,125.9,122.9,119.9
2034,9,72.1,70.6,69,67.5,66,64.4,62.9,61.4
2034,10,42.6,41.7,40.8,39.9,39,38.1,37.2,36.3
2034,11,4.4,4.3,4.2,4.1,4,3.9,3.8,3.8
2034,12,59.2,58,56.7,55.4,54.2,52.9,51.7,50.4
2035,1,0,0,0,0,0,0,0,0
2035,2,0,0,0,0,0,0,0,0
2035,3,0,0,0,0,0,0,0,0
2035,4,307.3,301.1,295,288.8,282.6,276.5,270.3,264.1
2035,5,371,363.5,356.1,348.6,341.2,333.8,326.3,318.9
2035,6,593.2,581.3,569.4,557.5,545.6,533.7,521.8,509.9
2035,7,78.7,77.1,75.5,73.9,72.3,70.8,69.2,67.6
2035,8,324.6,318,311.5,305,298.5,292,285.5,279
2035,9,82.6,81,79.3,77.7,76,74.3,72.7,71
2035,10,43.8,42.9,42,41.2,40.3,39.4,38.5,37.6
2035,11,276.3,270.8,265.2,259.7,254.1,248.6,243,237.5
2035,12,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.7
2036,1,48.2,47.2,46.3,45.3,44.3,43.4,42.4,41.4
2036,2,471,461.6,452.1,442.7,433.2,423.8,414.3,404.9
2036,3,0,0,0,0,0,0,0,0
2036,4,18.4,17.8,17.2,16.5,15.9,15.3,14.6,14
2036,5,234,226,218,210,202,194,186,178
2036,6,39.8,38.4,37.1,35.7,34.4,33,31.6,30.3
2036,7,381.9,368.8,355.8,342.7,329.6,316.6,303.5,290.4
2036,8,253,244.3,235.7,227,218.4,209.7,201,192.4
2036,9,44.8,43.3,41.7,40.2,38.7,37.1,35.6,34.1
2036,10,520.8,503,485.2,467.4,449.5,431.7,413.9,396.1
2036,11,0,0,0,0,0,0,0,0
2036,12,0,0,0,0,0,0,0,0
2037,1,0,0,0,0,0,0,0,0
2037,2,4.4,4.2,4.1,3.9,3.8,3.6,3.5,3.3
2037,3,26.3,25.4,24.5,23.6,22.7,21.8,20.9,20
2037,4,370.1,364.2,358.3,352.4,346.5,340.6,334.7,328.8
2037,5,83.8,82.5,81.1,79.8,78.5,77.1,75.8,74.4
2037,6,1272.4,1252.1,1231.8,1211.6,1191.3,1171,1150.7,1130.4
2037,7,284.1,279.5,275,270.5,265.9,261.4,256.9,252.4
2037,8,183.8,180.9,177.9,175,172.1,169.2,166.2,163.3
2037,9,325.2,320.1,314.9,309.7,304.5,299.3,294.1,289
2037,10,16.4,16.2,15.9,15.6,15.4,15.1,14.9,14.6
2037,11,364,358.2,352.4,346.6,340.8,335,329.2,323.4
2037,12,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6
2038,1,36.6,36,35.4,34.8,34.3,33.7,33.1,32.5
2038,2,334.4,329.1,323.7,318.4,313.1,307.8,302.4,297.1
2038,3,0,0,0,0,0,0,0,0
2038,4,58,57.1,56.1,55.1,54.1,53.2,52.2,51.2
2038,5,304,298.9,293.8,288.7,283.6,278.4,273.3,268.2
