#,,Pp Banda 1,Pp Banda 2,Pp Banda 3,Pp Banda 4,Pp Banda 5,Pp Banda 6,Pp Banda 7,Pp Banda 8
2038,6,315.5,308.4,301.3,294.2,287.1,280,272.9,265.9
2038,7,363.3,355.2,347,338.8,330.7,322.5,314.3,306.2
2038,8,338.1,330.5,322.9,315.3,307.7,300.1,292.5,284.9
2038,9,397.4,388.5,379.6,370.6,361.7,352.8,343.8,334.9
2038,10,351.7,343.8,335.9,328,320.1,312.2,304.3,296.4
2038,11,0,0,0,0,0,0,0,0
2038,12,97.2,95,92.8,90.6,88.4,86.3,84.1,81.9
2039,1,0,0,0,0,0,0,0,0
2039,2,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2
2039,3,69.1,67.6,66,64.5,62.9,61.3,59.8,58.2
2039,4,82.8,81.5,80.3,79,77.8,76.6,75.3,74.1
2039,5,57.5,56.6,55.8,54.9,54,53.2,52.3,51.5
2039,6,1192.1,1174.3,1156.4,1138.6,1120.7,1102.9,1085,1067.2
2039,7,1640.1,1615.5,1591,1566.4,1541.9,1517.3,1492.7,1468.2
2039,8,242.1,238.5,234.9,231.3,227.6,224,220.4,216.8
2039,9,54.5,53.7,52.8,52,51.2,50.4,49.6,48.8
2039,10,43.3,42.7,42,41.4,40.7,40.1,39.4,38.8
2039,11,4.1,4,3.9,3.9,3.8,3.8,3.7,3.6
2039,12,165.5,163.1,160.6,158.1,155.6,153.1,150.7,148.2
2040,1,0,0,0,0,0,0,0,0
2040,2,0,0,0,0,0,0,0,0
2040,3,0,0,0,0,0,0,0,0
2040,4,134.4,130.3,126.1,122,117.8,113.7,109.5,105.4
2040,5,318.1,308.3,298.5,288.7,278.9,269.1,259.3,249.5
2040,6,397.7,385.4,373.1,360.9,348.6,336.4,324.1,311.9
2040,7,205.7,199.4,193,186.7,180.3,174,167.7,161.3
2040,8,223.2,216.4,209.5,202.6,195.7,188.8,182,175.1
2040,9,118,114.4,110.8,107.1,103.5,99.8,96.2,92.6
2040,10,22.1,21.4,20.7,20,19.4,18.7,18,17.3
2040,11,170.9,165.7,160.4,155.1,149.9,144.6,139.3,134.1
2040,12,0,0,0,0,0,0,0,0
2041,1,25.1,24.4,23.6,22.8,22,21.3,20.5,19.7
2041,2,7.9,7.7,7.4,7.2,7,6.7,6.5,6.2
2041,3,68.4,66.3,64.2,62.1,60,57.9,55.7,53.6
2041,4,112.8,110.5,108.2,106,103.7,101.4,99.2,96.9
2041,5,284.2,278.5,272.8,267.1,261.4,255.6,249.9,244.2
2041,6,175.5,172,168.4,164.9,161.4,157.8,154.3,150.8
2041,7,1054.1,1032.9,1011.7,990.5,969.3,948.1,926.9,905.7
2041,8,453.3,444.2,435.1,426,416.8,407.7,398.6,389.5
2041,9,423.6,415.1,406.6,398.1,389.5,381,372.5,364
2041,10,23.7,23.2,22.7,22.3,21.8,21.3,20.8,20.4
2041,11,10.3,10.1,9.8,9.6,9.4,9.2,9,8.8
2041,12,21.6,21.2,20.7,20.3,19.9,19.4,19,18.6
2042,1,0,0,0,0,0,0,0,0
2042,2,9.7,9.5,9.3,9.1,8.9,8.7,8.5,8.4
2042,3,23.8,23.3,22.8,22.4,21.9,21.4,20.9,20.4
2042,4,515.3,505.4,495.5,485.6,475.7,465.8,455.9,446.1
2042,5,171.6,168.3,165,161.7,158.4,155.1,151.8,148.5
2042,6,209.7,205.7,201.6,197.6,193.6,189.6,185.5,181.5
2042,7,934.2,916.3,898.3,880.4,862.5,844.5,826.6,808.7
2042,8,288.6,283,277.5,271.9,266.4,260.9,255.3,249.8
2042,9,236,231.5,227,222.4,217.9,213.4,208.8,204.3
2042,10,87.1,85.4,83.7,82.1,80.4,78.7,77.1,75.4
2042,11,142.3,139.6,136.8,134.1,131.4,128.6,125.9,123.2
2042,12,106,104,101.9,99.9,97.9,95.8,93.8,91.8
2043,1,19,18.6,18.3,17.9,17.6,17.2,16.8,16.5
2043,2,0,0,0,0,0,0,0,0
2043,3,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6
2043,4,893.1,871.2,849.2,827.3,805.3,783.4,761.4,739.5
2043,5,270.1,263.5,256.8,250.2,243.5,236.9,230.3,223.6
2043,6,407.5,397.4,387.4,377.4,367.4,357.4,347.4,337.4
2043,7,0,0,0,0,0,0,0,0
2043,8,232.6,226.9,221.2,215.5,209.8,204.1,198.3,192.6
2043,9,80,78.1,76.1,74.1,72.2,70.2,68.2,66.3
2043,10,73.5,71.7,69.9,68.1,66.3,64.5,62.7,60.9
2043,11,1.5,1.5,1.5,1.4,1.4,1.3,1.3,1.3
2043,12,150.7,147,143.3,139.6,135.8,132.1,128.4,124.7
2044,1,0,0,0,0,0,0,0,0
2044,2,4.4,4.3,4.2,4.1,4,3.9,3.7,3.6
2044,3,8,7.8,7.6,7.4,7.2,7,6.8,6.6
2044,4,11.5,11.2,11,10.8,10.5,10.3,10.1,9.9
2044,5,497.1,487.2,477.3,467.3,457.4,447.5,437.6,427.6
2044,6,1393.5,1365.7,1337.9,1310,1282.2,1254.4,1226.6,1198.8
2044,7,0,0,0,0,0,0,0,0
2044,8,385.4,377.7,370,362.3,354.7,347,339.3,331.6
2044,9,108.7,106.6,104.4,102.2,100.1,97.9,95.7,93.5
2044,10,33.6,32.9,32.3,31.6,30.9,30.2,29.6,28.9
2044,11,101.7,99.6,97.6,95.6,93.6,91.5,89.5,87.5
2044,12,0,0,0,0,0,0,0,0
2045,1,12.1,11.9,11.7,11.4,11.2,10.9,10.7,10.4
2045,2,3.5,3.5,3.4,3.3,3.2,3.2,3.1,3
2045,3,65.1,63.8,62.5,61.2,59.9,58.6,57.3,56
2045,4,383.7,376.2,368.7,361.2,353.6,346.1,338.6,331.1
2045,5,190.1,186.4,182.7,178.9,175.2,171.5,167.8,164.1
2045,6,282.3,276.8,271.3,265.8,260.2,254.7,249.2,243.6
2045,7,261.7,256.6,251.5,246.4,241.2,236.1,231,225.9
2045,8,125.6,123.1,120.7,118.2,115.7,113.3,110.8,108.4
2045,9,98.7,96.8,94.9,92.9,91,89.1,87.1,85.2
2045,10,375.2,367.9,360.5,353.2,345.9,338.5,331.2,323.8
2045,11,430,421.6,413.2,404.8,396.4,387.9,379.5,371.1
2045,12,358.6,351.5,344.5,337.5,330.5,323.5,316.4,309.4
2046,1,19.5,19.2,18.8,18.4,18,17.6,17.2,16.9
2046,2,29.1,28.5,27.9,27.4,26.8,26.2,25.6,25.1
2046,3,108.5,106.3,104.2,102.1,100,97.8,95.7,93.6
2046,4,15.9,15.5,15.2,14.9,14.5,14.2,13.9,13.6
2046,5,571.2,559.3,547.4,535.4,523.5,511.5,499.6,487.6
2046,6,405.3,396.9,388.4,379.9,371.4,363,354.5,346
2046,7,627.4,614.3,601.2,588.1,574.9,561.8,548.7,535.6
2046,8,370.7,362.9,355.2,347.4,339.7,331.9,324.2,316.4
2046,9,297.5,291.3,285.1,278.9,272.6,266.4,260.2,254
2046,10,17.8,17.4,17,16.7,16.3,15.9,15.6,15.2
2046,11,18.2,17.8,17.4,17,16.7,16.3,15.9,15.5
2046,12,24,23.5,23,22.5,22,21.5,21,20.5
2047,1,25.8,25.2,24.7,24.2,23.6,23.1,22.5,22
2047,2,119.4,116.9,114.4,111.9,109.4,106.9,104.4,101.9
2047,3,0,0,0,0,0,0,0,0
2047,4,312.3,306.3,300.3,294.2,288.2,282.2,276.2,270.2
2047,5,335.3,328.8,322.4,315.9,309.4,303,296.5,290.1
2047,6,272.4,267.1,261.9,256.6,251.4,246.1,240.9,235.6
2047,7,929.7,911.8,893.9,876,858.1,840.2,822.3,804.4
2047,8,168.7,165.5,162.2,159,155.7,152.5,149.2,146
2047,9,96.4,94.5,92.7,90.8,89,87.1,85.3,83.4
2047,10,18.7,18.3,18,17.6,17.3,16.9,16.5,16.2
2047,11,239.7,235.1,230.5,225.9,221.2,216.6,212,207.4
2047,12,300.7,294.9,289.1,283.3,277.5,271.7,265.9,260.1
2048,1,28.3,27.7,27.2,26.6,26.1,25.6,25,24.5
2048,2,0,0,0,0,0,0,0,0
2048,3,4.4,4.3,4.2,4.1,4,4,3.9,3.8
2048,4,176.2,171.5,166.7,162,157.2,152.5,147.8,143
2048,5,193.6,188.4,183.2,178,172.8,167.6,162.4,157.2
2048,6,207.8,202.2,196.6,191,185.4,179.8,174.2,168.6
2048,7,0,0,0,0,0,0,0,0
2048,8,1069.1,1040.3,1011.5,982.8,954,925.2,896.5,867.7
2048,9,41.7,40.6,39.5,38.4,37.2,36.1,35,33.9
2048,10,159,154.7,150.5,146.2,141.9,137.6,133.3,129.1
2048,11,81.4,79.2,77,74.8,72.6,70.4,68.2,66
2048,12,8.8,8.6,8.4,8.1,7.9,7.7,7.4,7.2
2049,1,0,0,0,0,0,0,0,0
2049,2,0,0,0,0,0,0,0,0
2049,3,0,0,0,0,0,0,0,0
2049,4,23.9,23.4,22.9,22.5,22,21.5,21.1,20.6
2049,5,230.1,225.6,221.1,216.5,212,207.5,203,198.4
2049,6,245.4,240.6,235.7,230.9,226.1,221.3,216.4,211.6
2049,7,1398.4,1370.9,1343.4,1315.9,1288.4,1260.9,1233.4,1206
2049,8,150.7,147.8,144.8,141.8,138.9,135.9,133,130
2049,9,137.4,134.7,132,129.3,126.6,123.9,121.2,118.5
2049,10,0,0,0,0,0,0,0,0
2049,11,388.6,381,373.3,365.7,358,350.4,342.8,335.1
2049,12,0,0,0,0,0,0,0,0
2050,1,0,0,0,0,0,0,0,0
2050,2,4.6,4.5,4.4,4.3,4.3,4.2,4.1,4
2050,3,73.1,71.6,70.2,68.7,67.3,65.9,64.4,63
2050,4,238.3,233.6,228.8,224.1,219.4,214.7,209.9,205.2
2050,5,1217.6,1193.5,1169.4,1145.2,1121.1,1097,1072.8,1048.7
2050,6,216.5,212.2,207.9,203.6,199.3,195,190.8,186.5
2050,7,633.6,621,608.4,595.9,583.3,570.8,558.2,545.7
2050,8,132.7,130.1,127.4,124.8,122.2,119.5,116.9,114.3
2050,9,76.6,75.1,73.6,72,70.5,69,67.5,66
2050,10,58.3,57.2,56,54.8,53.7,52.5,51.4,50.2
2050,11,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
2050,12,3.2,3.1,3,3,2.9,2.8,2.8,2.7
2051,1,10.4,10.2,10,9.8,9.6,9.4,9.2,9
2051,2,0,0,0,0,0,0,0,0
2051,3,43,42.1,41.3,40.4,39.6,38.7,37.9,37
2051,4,22.4,21.7,20.9,20.2,19.5,18.7,18,17.2
2051,5,466.5,451,435.5,420,404.5,388.9,373.4,357.9
2051,6,137.8,133.2,128.7,124.1,119.5,114.9,110.3,105.7
2051,7,0,0,0,0,0,0,0,0
2051,8,577.8,558.6,539.4,520.1,500.9,481.7,462.5,443.3
2051,9,245.8,237.7,229.5,221.3,213.1,204.9,196.8,188.6
2051,10,25.8,25,24.1,23.3,22.4,21.5,20.7,19.8
2051,11,13.5,13.1,12.6,12.2,11.7,11.3,10.8,10.4
2051,12,4.2,4.1,3.9,3.8,3.7,3.5,3.4,3.2
2052,1,10.3,10,9.6,9.3,8.9,8.6,8.2,7.9
2052,2,0,0,0,0,0,0,0,0
2052,3,62.8,60.7,58.6,56.5,54.5,52.4,50.3,48.2
2052,4,66.4,65.3,64.3,63.2,62.1,61,59.9,58.8
2052,5,125.5,123.5,121.4,119.4,117.3,115.3,113.3,111.2
2052,6,1084.3,1066.6,1049,1031.3,1013.6,995.9,978.3,960.6
2052,7,384.3,378,371.8,365.5,359.2,353,346.7,340.5
2052,8,497.3,489.2,481.1,473,464.9,456.8,448.7,440.6
2052,9,213,209.5,206.1,202.6,199.1,195.6,192.2,188.7
2052,10,338.9,333.4,327.9,322.3,316.8,311.3,305.8,300.2
2052,11,317.9,312.7,307.5,302.3,297.1,292,286.8,281.6
2052,12,0,0,0,0,0,0,0,0
2053,1,0,0,0,0,0,0,0,0
2053,2,111,109.2,107.4,105.6,103.8,102,100.2,98.4
2053,3,59.7,58.7,57.7,56.7,55.8,54.8,53.8,52.9
2053,4,56.7,55.7,54.7,53.7,52.7,51.6,50.6,49.6
2053,5,250.6,246.1,241.6,237.1,232.6,228.1,223.6,219.1
2053,6,1382.5,1357.7,1332.8,1308,1283.2,1258.3,1233.5,1208.6
2053,7,577.1,566.7,556.3,546,535.6,525.2,514.9,504.5
2053,8,162.1,159.2,156.3,153.4,150.5,147.6,144.7,141.8
2053,9,28.3,27.8,27.3,26.8,26.3,25.8,25.3,24.8
2053,10,92.6,91,89.3,87.6,86,84.3,82.6,81
2053,11,64.4,63.3,62.1,60.9,59.8,58.6,57.5,56.3
2053,12,255.6,251,246.4,241.8,237.2,232.6,228,223.4
2054,1,24.1,23.6,23.2,22.8,22.3,21.9,21.5,21
2054,2,8.2,8.1,8,7.8,7.7,7.5,7.4,7.2
2054,3,0,0,0,0,0,0,0,0
2054,4,0,0,0,0,0,0,0,0
2054,5,445.5,433.8,422,410.3,398.6,386.8,375.1,363.4
2054,6,452.7,440.8,428.9,417,405,393.1,381.2,369.3
2054,7,658.6,641.2,623.9,606.5,589.2,571.8,554.5,537.1
2054,8,297.2,289.4,281.6,273.7,265.9,258.1,250.2,242.4
2054,9,86.1,83.9,81.6,79.3,77.1,74.8,72.5,70.2
2054,10,24,23.4,22.8,22.1,21.5,20.9,20.2,19.6
2054,11,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5
2054,12,0,0,0,0,0,0,0,0
2055,1,0,0,0,0,0,0,0,0
2055,2,14.2,13.8,13.4,13.1,12.7,12.3,12,11.6
2055,3,0,0,0,0,0,0,0,0
2055,4,363.6,353.4,343.2,333.1,322.9,312.7,302.6,292.4
2055,5,231,224.5,218,211.6,205.1,198.7,192.2,185.8
2055,6,303.8,295.4,286.9,278.4,269.9,261.4,252.9,244.4
2055,7,96.5,93.8,91.1,88.4,85.7,83,80.3,77.6
2055,8,264.6,257.2,249.8,242.4,235,227.6,220.3,212.9
2055,9,204.8,199,193.3,187.6,181.9,176.1,170.4,164.7
2055,10,28.2,27.4,26.6,25.9,25.1,24.3,23.5,22.7
2055,11,8.8,8.6,8.3,8.1,7.8,7.6,7.3,7.1
2055,12,363.7,353.6,343.4,333.2,323.1,312.9,302.7,292.6
2056,1,0,0,0,0,0,0,0,0
2056,2,0,0,0,0,0,0,0,0
2056,3,0,0,0,0,0,0,0,0
2056,4,41,40,39.1,38.1,37.1,36.2,35.2,34.2
2056,5,424.1,414.1,404.1,394.1,384.1,374.1,364.1,354.1
2056,6,323.4,315.8,308.2,300.6,292.9,285.3,277.7,270.1
2056,7,726,708.9,691.8,674.7,657.6,640.4,623.3,606.2
2056,8,469.7,458.6,447.5,436.5,425.4,414.3,403.3,392.2
2056,9,88.6,86.5,84.4,82.3,80.2,78.1,76,74
2056,10,134.7,131.5,128.3,125.1,122,118.8,115.6,112.4
2056,11,0,0,0,0,0,0,0,0
2056,12,0,0,0,0,0,0,0,0
2057,1,0,0,0,0,0,0,0,0
2057,2,0,0,0,0,0,0,0,0
2057,3,4,3.9,3.8,3.8,3.7,3.6,3.5,3.4
2057,4,0,0,0,0,0,0,0,0
2057,5,154.8,151.3,147.9,144.4,141,137.5,134.1,130.6
2057,6,457.7,447.5,437.3,427.1,416.9,406.7,396.5,386.3
2057,7,1275.5,1247.1,1218.7,1190.2,1161.8,1133.4,1104.9,1076.5
2057,8,253.7,248,242.4,236.7,231,225.4,219.7,214.1
2057,9,66.1,64.6,63.2,61.7,60.2,58.7,57.3,55.8
2057,10,110.6,108.1,105.7,103.2,100.7,98.3,95.8,93.4
2057,11,0,0,0,0,0,0,0,0
2057,12,17.4,17,16.6,16.2,15.8,15.5,15.1,14.7
2058,1,0,0,0,0,0,0,0,0
2058,2,3.5,3.5,3.4,3.3,3.2,3.1,3.1,3
2058,3,0,0,0,0,0,0,0,0
2058,4,412.2,404.9,397.7,390.5,383.2,376,368.8,361.5
2058,5,203.3,199.8,196.2,192.6,189.1,185.5,181.9,178.4
2058,6,299.2,294,288.7,283.5,278.2,273,267.7,262.5
2058,7,1209.7,1188.4,1167.2,1146,1124.8,1103.5,1082.3,1061.1
2058,8,157,154.2,151.5,148.7,146,143.2,140.5,137.7
2058,9,36.2,35.5,34.9,34.2,33.6,33,32.3,31.7
2058,10,29.5,29,28.5,28,27.5,26.9,26.4,25.9
2058,11,376.8,370.2,363.6,357,350.4,343.8,337.1,330.5
2058,12,3.5,3.4,3.4,3.3,3.2,3.2,3.1,3.1
2059,1,18.5,18.2,17.9,17.5,17.2,16.9,16.6,16.2
2059,2,138,135.6,133.1,130.7,128.3,125.9,123.5,121
2059,3,87.8,86.2,84.7,83.1,81.6,80.1,78.5,77
2059,4,528.7,515,501.3,487.5,473.8,460.1,446.4,432.7
2059,5,263.3,256.5,249.7,242.8,236,229.2,222.3,215.5
2059,6,256,249.3,242.7,236,229.4,222.8,216.1,209.5
2059,7,0,0,0,0,0,0,0,0
2059,8,302.9,295.1,287.2,279.3,271.5,263.6,255.8,247.9
2059,9,190.2,185.3,180.3,175.4,170.4,165.5,160.6,155.6
2059,10,365.8,356.3,346.8,337.3,327.8,318.3,308.8,299.3
2059,11,94.2,91.8,89.3,86.9,84.4,82,79.5,77.1
2059,12,0,0,0,0,0,0,0,0
2060,1,0,0,0,0,0,0,0,0
2060,2,0,0,0,0,0,0,0,0
2060,3,8.2,8,7.8,7.5,7.3,7.1,6.9,6.7
2060,4,20.5,20.2,19.8,19.4,19.1,18.7,18.3,18
2060,5,712.3,699.6,686.8,674.1,661.3,648.6,635.8,623.1
2060,6,715.1,702.3,689.5,676.7,663.9,651.1,638.4,625.6
2060,7,326.3,320.4,314.6,308.8,302.9,297.1,291.2,285.4
2060,8,426.5,418.9,411.3,403.6,396,388.4,380.7,373.1
2060,9,401.6,394.5,387.3,380.1,372.9,365.7,358.5,351.3
2060,10,293.5,288.3,283,277.8,272.5,267.3,262,256.8
2060,11,1.1,1.1,1.1,1.1,1,1,1,1
2060,12,0,0,0,0,0,0,0,0
2061,1,14.5,14.3,14,13.7,13.5,13.2,13,12.7
2061,2,2.5,2.4,2.4,2.4,2.3,2.3,2.2,2.2
2061,3,0,0,0,0,0,0,0,0
2061,4,105.2,103.1,101.1,99,97,95,92.9,90.9
2061,5,289.4,283.7,278.1,272.5,266.9,261.3,255.6,250
2061,6,614.1,602.2,590.3,578.3,566.4,554.5,542.5,530.6
2061,7,1228.8,1204.9,1181.1,1157.2,1133.3,1109.4,1085.6,1061.7
2061,8,171.4,168.1,164.8,161.4,158.1,154.8,151.4,148.1
2061,9,123.6,121.2,118.8,116.4,114,111.6,109.2,106.8
2061,10,95.2,93.4,91.5,89.7,87.8,86,84.1,82.3
2061,11,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1
2061,12,0,0,0,0,0,0,0,0
2062,1,0,0,0,0,0,0,0,0
2062,2,0,0,0,0,0,0,0,0
2062,3,54.4,53.4,52.3,51.2,50.2,49.1,48.1,47
2062,4,42.9,42.1,41.3,40.6,39.8,39,38.2,37.4
2062,5,229.3,225.1,221,216.8,212.6,208.5,204.3,200.1
2062,6,45.2,44.4,43.6,42.7,41.9,41.1,40.3,39.4
2062,7,1197.8,1176.1,1154.3,1132.5,1110.8,1089,1067.3,1045.5
2062,8,260.2,255.5,250.8,246.1,241.3,236.6,231.9,227.1
2062,9,440.2,432.2,424.2,416.2,408.2,400.2,392.2,384.2
2062,10,619.6,608.4,597.1,585.9,574.6,563.4,552.1,540.9
2062,11,7.1,7,6.8,6.7,6.6,6.5,6.3,6.2
2062,12,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1
2063,1,0,0,0,0,0,0,0,0
2063,2,0,0,0,0,0,0,0,0
2063,3,26.7,26.2,25.7,25.3,24.8,24.3,23.8,23.3
2063,4,271.7,264.3,256.9,249.5,242.1,234.7,227.3,219.9
2063,5,204,198.5,192.9,187.4,181.8,176.3,170.7,165.2
2063,6,330.7,321.7,312.7,303.7,294.7,285.8,276.8,267.8
2063,7,347,337.5,328.1,318.7,309.2,299.8,290.3,280.9
2063,8,355.7,346.1,336.4,326.7,317,307.4,297.7,288
2063,9,268.2,260.9,253.6,246.3,239.1,231.8,224.5,217.2
2063,10,28.1,27.3,26.6,25.8,25.1,24.3,23.5,22.8
2063,11,0,0,0,0,0,0,0,0
2063,12,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
2064,1,0,0,0,0,0,0,0,0
2064,2,32.1,31.2,30.3,29.4,28.6,27.7,26.8,26
2064,3,78.7,76.6,74.4,72.3,70.1,68,65.9,63.7
2064,4,696.1,680.4,664.7,649,633.3,617.6,601.8,586.1
2064,5,195,190.6,186.2,181.8,177.4,173,168.6,164.2
2064,6,72.3,70.7,69,67.4,65.8,64.2,62.5,60.9
2064,7,509.1,497.7,486.2,474.7,463.2,451.7,440.2,428.7
2064,8,635.1,620.7,606.4,592.1,577.7,563.4,549.1,534.8
2064,9,113.4,110.9,108.3,105.7,103.2,100.6,98.1,95.5
2064,10,0,0,0,0,0,0,0,0
2064,11,5.9,5.7,5.6,5.5,5.3,5.2,5.1,4.9
2064,12,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1
2065,1,23,22.5,22,21.5,21,20.4,19.9,19.4
2065,2,0,0,0,0,0,0,0,0
2065,3,59.2,57.9,56.5,55.2,53.9,52.5,51.2,49.9
2065,4,176.4,174.1,171.8,169.5,167.2,164.9,162.6,160.3
2065,5,687.9,678.9,670,661,652,643.1,634.1,625.1
2065,6,162.3,160.2,158,155.9,153.8,151.7,149.6,147.5
2065,7,1304.3,1287.3,1270.3,1253.3,1236.3,1219.3,1202.3,1185.3
2065,8,331.1,326.8,322.4,318.1,313.8,309.5,305.2,300.9
2065,9,531,524.1,517.2,510.2,503.3,496.4,489.5,482.5
2065,10,281.3,277.6,273.9,270.3,266.6,262.9,259.3,255.6
2065,11,324.6,320.3,316.1,311.9,307.6,303.4,299.2,294.9
2065,12,98.4,97.1,95.8,94.5,93.2,92,90.7,89.4
2066,1,32.7,32.3,31.9,31.4,31,30.6,30.2,29.7
2066,2,0,0,0,0,0,0,0,0
2066,3,69.8,68.9,68,67.1,66.2,65.3,64.3,63.4
2066,4,32.3,31.6,31,30.4,29.7,29.1,28.4,27.8
2066,5,148,145.1,142.1,139.1,136.2,133.2,130.3,127.3
2066,6,847.2,830.2,813.3,796.3,779.4,762.4,745.5,728.5
2066,7,920.5,902.1,883.7,865.2,846.8,828.4,810,791.6
2066,8,331.5,324.8,318.2,311.6,304.9,298.3,291.7,285
2066,9,140.6,137.8,135,132.2,129.3,126.5,123.7,120.9
2066,10,15.2,14.9,14.6,14.3,14,13.7,13.4,13.1
2066,11,0,0,0,0,0,0,0,0
2066,12,137.8,135,132.3,129.5,126.8,124,121.2,118.5
2067,1,12.6,12.3,12.1,11.8,11.5,11.3,11,10.8
2067,2,0,0,0,0,0,0,0,0
2067,3,20.4,20,19.6,19.2,18.8,18.4,18,17.6
2067,4,71,69.6,68.2,66.7,65.3,63.9,62.5,61
2067,5,302.5,296.4,290.4,284.3,278.2,272.1,266,260
2067,6,1119.1,1096.6,1074.1,1051.6,1029.1,1006.6,984.1,961.6
2067,7,551.9,540.8,529.8,518.7,507.6,496.5,485.4,474.3
2067,8,173.3,169.8,166.3,162.8,159.3,155.9,152.4,148.9
2067,9,21.3,20.9,20.5,20.1,19.6,19.2,18.8,18.3
2067,10,19.9,19.5,19.1,18.7,18.3,17.9,17.5,17.1
2067,11,267,261.6,256.3,250.9,245.5,240.2,234.8,229.4
2067,12,0,0,0,0,0,0,0,0
2068,1,0,0,0,0,0,0,0,0
2068,2,60.4,59.2,58,56.8,55.5,54.3,53.1,51.9
2068,3,7.6,7.5,7.3,7.2,7,6.9,6.7,6.6
2068,4,25.8,25.2,24.6,24,23.4,22.8,22.2,21.6
2068,5,122.2,119.4,116.5,113.7,110.8,108,105.1,102.3
2068,6,626.4,611.8,597.2,582.6,568,553.5,538.9,524.3
2068,7,823.5,804.4,785.2,766,746.8,727.6,708.4,689.2
2068,8,164.6,160.8,156.9,153.1,149.3,145.4,141.6,137.8
2068,9,21.6,21.1,20.6,20.1,19.6,19.1,18.5,18
2068,10,433,422.9,412.8,402.7,392.7,382.6,372.5,362.4
2068,11,2,2,1.9,1.9,1.8,1.8,1.8,1.7
2068,12,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6
2069,1,17.5,17.1,16.7,16.3,15.9,15.5,15,14.6
2069,2,0,0,0,0,0,0,0,0
2069,3,0,0,0,0,0,0,0,0
2069,4,269.3,265,260.8,256.6,252.4,248.1,243.9,239.7
2069,5,187.5,184.6,181.6,178.7,175.8,172.8,169.9,166.9
2069,6,503.9,496,488.1,480.2,472.3,464.4,456.5,448.6
2069,7,1551.9,1527.5,1503.2,1478.8,1454.5,1430.2,1405.8,1381.5
2069,8,89.8,88.4,87,85.6,84.2,82.8,81.4,80
2069,9,350.3,344.8,339.3,333.8,328.3,322.8,317.3,311.8
2069,10,0,0,0,0,0,0,0,0
2069,11,45.2,44.5,43.8,43.1,42.4,41.6,40.9,40.2
2069,12,0,0,0,0,0,0,0,0
2070,1,19.6,19.3,19,18.7,18.4,18.1,17.8,17.5
2070,2,198.9,195.8,192.7,189.6,186.5,183.3,180.2,177.1
2070,3,108.4,106.7,105,103.3,101.6,99.9,98.2,96.5
2070,4,0,0,0,0,0,0,0,0
2070,5,318.5,311.3,304.2,297,289.9,282.8,275.6,268.5
2070,6,687.6,672.2,656.8,641.3,625.9,610.5,595,579.6
2070,7,767.2,750,732.8,715.6,698.3,681.1,663.9,646.7
2070,8,270.3,264.2,258.2,252.1,246,240,233.9,227.8
2070,9,55.7,54.4,53.2,51.9,50.7,49.4,48.2,46.9
2070,10,75.9,74.2,72.5,70.8,69.1,67.4,65.7,64
2070,11,2.5,2.4,2.4,2.3,2.3,2.2,2.1,2.1
2070,12,89.8,87.8,85.8,83.8,81.8,79.8,77.7,75.7
2071,1,0,0,0,0,0,0,0,0
2071,2,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7
2071,3,55.2,53.9,52.7,51.5,50.2,49,47.7,46.5
2071,4,150.6,147.1,143.6,140.1,136.6,133.1,129.6,126
2071,5,277.2,270.7,264.3,257.8,251.4,244.9,238.5,232
2071,6,319.6,312.2,304.7,297.3,289.9,282.4,275,267.6
2071,7,426.5,416.5,406.6,396.7,386.8,376.9,366.9,357
2071,8,185.1,180.8,176.5,172.2,167.8,163.5,159.2,154.9
2071,9,724.8,707.9,691.1,674.2,657.3,640.5,623.6,606.8
2071,10,31.5,30.8,30.1,29.3,28.6,27.9,27.1,26.4
2071,11,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7
2071,12,109.7,107.1,104.6,102,99.5,96.9,94.4,91.8
2072,1,6.1,6,5.8,5.7,5.5,5.4,5.2,5.1
2072,2,0,0,0,0,0,0,0,0
2072,3,9.9,9.7,9.4,9.2,9,8.7,8.5,8.3
2072,4,139.6,137.2,134.7,132.3,129.9,127.5,125.1,122.7
2072,5,429,421.5,414.1,406.7,399.2,391.8,384.4,377
2072,6,896.9,881.4,865.9,850.4,834.8,819.3,803.8,788.3
2072,7,779.4,765.9,752.4,738.9,725.4,711.9,698.4,684.9
2072,8,230.7,226.7,222.8,218.8,214.8,210.8,206.8,202.8
2072,9,506.1,497.4,488.6,479.9,471.1,462.3,453.6,444.8
2072,10,15,14.8,14.5,14.2,14,13.7,13.5,13.2
2072,11,0,0,0,0,0,0,0,0
2072,12,0,0,0,0,0,0,0,0
2073,1,4,3.9,3.8,3.8,3.7,3.6,3.6,3.5
2073,2,0,0,0,0,0,0,0,0
2073,3,11.3,11.1,10.9,10.7,10.5,10.3,10.1,9.9
2073,4,0,0,0,0,0,0,0,0
