#,,Pp Banda 1,Pp Banda 2,Pp Banda 3,Pp Banda 4,Pp Banda 5,Pp Banda 6,Pp Banda 7,Pp Banda 8
2003,7,442.9,433,423,413.1,403.1,393.1,383.2,373.2
2003,8,114.3,111.8,109.2,106.6,104.1,101.5,98.9,96.4
2003,9,314.7,307.6,300.6,293.5,286.4,279.3,272.3,265.2
2003,10,85,83.1,81.1,79.2,77.3,75.4,73.5,71.6
2003,11,74.7,73,71.3,69.6,68,66.3,64.6,62.9
2003,12,439.2,429.3,419.4,409.6,399.7,389.8,379.9,370.1
2004,1,61.2,59.8,58.4,57.1,55.7,54.3,52.9,51.6
2004,2,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5
2004,3,0,0,0,0,0,0,0,0
2004,4,224.8,218.5,212.1,205.7,199.4,193,186.6,180.3
2004,5,0,0,0,0,0,0,0,0
2004,6,775.9,754,732,710,688,666,644.1,622.1
2004,7,0,0,0,0,0,0,0,0
2004,8,214.6,208.6,202.5,196.4,190.3,184.2,178.2,172.1
2004,9,150.3,146,141.8,137.5,133.3,129,124.8,120.5
2004,10,21.6,21,20.3,19.7,19.1,18.5,17.9,17.3
2004,11,152.2,147.9,143.6,139.3,135,130.7,126.3,122
2004,12,255.5,248.3,241.1,233.8,226.6,219.3,212.1,204.9
2005,1,0,0,0,0,0,0,0,0
2005,2,0,0,0,0,0,0,0,0
2005,3,45.7,44.4,43.1,41.8,40.5,39.2,37.9,36.6
2005,4,31.3,30.7,30.1,29.4,28.8,28.2,27.6,27
2005,5,0,0,0,0,0,0,0,0
2005,6,262.8,257.5,252.3,247.1,241.8,236.6,231.4,226.1
2005,7,1249.3,1224.5,1199.6,1174.7,1149.8,1125,1100.1,1075.2
2005,8,508.1,498,487.9,477.8,467.7,457.6,447.4,437.3
2005,9,82.8,81.2,79.5,77.9,76.2,74.6,72.9,71.3
2005,10,296.9,290.9,285,279.1,273.2,267.3,261.4,255.5
2005,11,186.9,183.1,179.4,175.7,172,168.3,164.5,160.8
2005,12,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6
2006,1,0,0,0,0,0,0,0,0
2006,2,0,0,0,0,0,0,0,0
2006,3,0,0,0,0,0,0,0,0
2006,4,432.9,424.3,415.8,407.3,398.8,390.2,381.7,373.2
2006,5,0,0,0,0,0,0,0,0
2006,6,472.8,463.4,454.1,444.8,435.5,426.2,416.9,407.6
2006,7,946.3,927.6,909,890.3,871.7,853,834.4,815.7
2006,8,197.6,193.7,189.8,185.9,182,178.1,174.2,170.3
2006,9,33.3,32.7,32,31.3,30.7,30,29.4,28.7
2006,10,47,46.1,45.2,44.2,43.3,42.4,41.5,40.5
2006,11,516.1,505.9,495.8,485.6,475.4,465.2,455.1,444.9
2006,12,0,0,0,0,0,0,0,0
2007,1,0,0,0,0,0,0,0,0
2007,2,0,0,0,0,0,0,0,0
2007,3,0,0,0,0,0,0,0,0
2007,4,0,0,0,0,0,0,0,0
2007,5,110.6,108.7,106.7,104.7,102.7,100.8,98.8,96.8
2007,6,1263.1,1240.5,1217.9,1195.3,1172.8,1150.2,1127.6,1105
2007,7,776.5,762.6,748.8,734.9,721,707.1,693.2,679.4
2007,8,60.4,59.4,58.3,57.2,56.1,55,54,52.9
2007,9,141.1,138.6,136,133.5,131,128.5,126,123.4
2007,10,350.2,343.9,337.7,331.4,325.2,318.9,312.6,306.4
2007,11,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3
2007,12,108.1,106.2,104.3,102.3,100.4,98.5,96.5,94.6
2008,1,0,0,0,0,0,0,0,0
2008,2,4,4,3.9,3.8,3.7,3.7,3.6,3.5
2008,3,101.6,99.8,98,96.2,94.4,92.5,90.7,88.9
2008,4,805.8,789.9,774.1,758.3,742.4,726.6,710.8,695
2008,5,0,0,0,0,0,0,0,0
2008,6,928.2,909.9,891.7,873.5,855.2,837,818.8,800.5
2008,7,217,212.7,208.5,204.2,199.9,195.7,191.4,187.1
2008,8,544,533.3,522.6,512,501.3,490.6,479.9,469.2
2008,9,70.4,69.1,67.7,66.3,64.9,63.5,62.1,60.7
2008,10,21.5,21.1,20.7,20.3,19.9,19.4,19,18.6
2008,11,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4
2008,12,0,0,0,0,0,0,0,0
2009,1,10.8,10.6,10.4,10.2,10,9.7,9.5,9.3
2009,2,0,0,0,0,0,0,0,0
2009,3,54.7,53.6,52.5,51.4,50.4,49.3,48.2,47.2
2009,4,93.2,91.3,89.5,87.7,85.8,84,82.1,80.3
2009,5,139.1,136.4,133.6,130.9,128.1,125.4,122.6,119.9
2009,6,518.2,508,497.8,487.5,477.3,467,456.8,446.6
2009,7,1202,1178.2,1154.5,1130.7,1107,1083.3,1059.5,1035.8
2009,8,524.3,513.9,503.6,493.2,482.9,472.5,462.1,451.8
2009,9,25.6,25.1,24.6,24,23.5,23,22.5,22
2009,10,88.3,86.6,84.8,83.1,81.4,79.6,77.9,76.1
2009,11,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4
2009,12,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2010,1,0,0,0,0,0,0,0,0
2010,2,0,0,0,0,0,0,0,0
2010,3,47.6,46.7,45.7,44.8,43.9,42.9,42,41
2010,4,0,0,0,0,0,0,0,0
2010,5,152.2,149.6,146.9,144.3,141.6,139,136.3,133.7
2010,6,587.2,577,566.8,556.6,546.3,536.1,525.9,515.7
2010,7,1079.9,1061.1,1042.3,1023.5,1004.7,985.9,967.1,948.3
2010,8,314.2,308.8,303.3,297.8,292.3,286.9,281.4,275.9
2010,9,480.2,471.8,463.5,455.1,446.8,438.4,430,421.7
2010,10,71,69.8,68.5,67.3,66.1,64.8,63.6,62.4
2010,11,0,0,0,0,0,0,0,0
2010,12,48.6,47.8,46.9,46.1,45.2,44.4,43.5,42.7
2011,1,8.5,8.3,8.2,8,7.9,7.7,7.6,7.4
2011,2,158.9,156.1,153.3,150.6,147.8,145.1,142.3,139.5
2011,3,94.8,93.1,91.5,89.8,88.2,86.5,84.9,83.2
2011,4,35.2,34.5,33.9,33.3,32.7,32.1,31.5,30.9
2011,5,258.8,254.3,249.8,245.4,240.9,236.4,231.9,227.4
2011,6,1409.7,1385.3,1360.8,1336.4,1312,1287.6,1263.2,1238.8
2011,7,906.4,890.7,875,859.3,843.6,827.9,812.2,796.5
2011,8,78.4,77.1,75.7,74.3,73,71.6,70.3,68.9
2011,9,176.8,173.8,170.7,167.7,164.6,161.5,158.5,155.4
2011,10,73.6,72.3,71,69.7,68.5,67.2,65.9,64.6
2011,11,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
2011,12,70.8,69.6,68.4,67.1,65.9,64.7,63.5,62.2
2012,1,0,0,0,0,0,0,0,0
2012,2,0,0,0,0,0,0,0,0
2012,3,0,0,0,0,0,0,0,0
2012,4,158.6,155.2,151.7,148.3,144.9,141.5,138,134.6
2012,5,264,258.3,252.6,246.9,241.2,235.5,229.8,224.1
2012,6,451.4,441.7,431.9,422.2,412.4,402.6,392.9,383.1
2012,7,435.8,426.4,417,407.6,398.1,388.7,379.3,369.9
2012,8,112.5,110.1,107.6,105.2,102.8,100.4,97.9,95.5
2012,9,309.6,302.9,296.3,289.6,282.9,276.2,269.5,262.8
2012,10,83.6,81.8,80,78.2,76.4,74.6,72.8,71
2012,11,73.5,71.9,70.3,68.7,67.1,65.5,63.9,62.4
2012,12,432.1,422.8,413.4,404.1,394.8,385.4,376.1,366.8
2013,1,29.4,28.8,28.1,27.5,26.9,26.2,25.6,25
2013,2,50.9,49.8,48.7,47.6,46.5,45.4,44.3,43.2
2013,3,11.8,11.5,11.2,11,10.7,10.5,10.2,10
2013,4,186.4,181,175.5,170.1,164.6,159.2,153.7,148.3
2013,5,0,0,0,0,0,0,0,0
2013,6,789.2,766.1,743,720,696.9,673.8,650.8,627.7
2013,7,0,0,0,0,0,0,0,0
2013,8,218.3,211.9,205.5,199.2,192.8,186.4,180,173.6
2013,9,152.9,148.4,143.9,139.5,135,130.5,126.1,121.6
2013,10,21.9,21.3,20.7,20,19.4,18.7,18.1,17.4
2013,11,154.8,150.3,145.8,141.2,136.7,132.2,127.7,123.1
2013,12,259.9,252.3,244.7,237.1,229.5,221.9,214.3,206.7
2014,1,0,0,0,0,0,0,0,0
2014,2,0,0,0,0,0,0,0,0
2014,3,0,0,0,0,0,0,0,0
2014,4,265.4,260.5,255.5,250.5,245.5,240.5,235.5,230.5
2014,5,0,0,0,0,0,0,0,0
2014,6,254.9,250.1,245.3,240.5,235.7,230.9,226.1,221.4
2014,7,1211.8,1189,1166.2,1143.5,1120.7,1098,1075.2,1052.4
2014,8,492.8,483.6,474.3,465.1,455.8,446.6,437.3,428.1
2014,9,80.3,78.8,77.3,75.8,74.3,72.8,71.3,69.7
2014,10,287.9,282.5,277.1,271.7,266.3,260.9,255.5,250.1
2014,11,181.2,177.8,174.4,171,167.6,164.2,160.8,157.4
2014,12,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6
2015,1,0,0,0,0,0,0,0,0
2015,2,1,1,1,1,1,0.9,0.9,0.9
2015,3,0,0,0,0,0,0,0,0
2015,4,130.2,127.6,125,122.4,119.8,117.2,114.6,112
2015,5,103.9,101.8,99.7,97.7,95.6,93.5,91.5,89.4
2015,6,482.3,472.7,463.1,453.5,443.9,434.3,424.6,415
2015,7,965.4,946.2,926.9,907.7,888.4,869.2,849.9,830.7
2015,8,201.6,197.6,193.5,189.5,185.5,181.5,177.5,173.4
2015,9,34,33.3,32.6,32,31.3,30.6,29.9,29.2
2015,10,48,47,46.1,45.1,44.1,43.2,42.2,41.3
2015,11,526.6,516.1,505.6,495.1,484.6,474.1,463.6,453.1
2015,12,0,0,0,0,0,0,0,0
2016,1,13.9,13.6,13.3,13,12.8,12.5,12.2,11.9
2016,2,0,0,0,0,0,0,0,0
2016,3,109.4,107.2,105,102.8,100.7,98.5,96.3,94.1
2016,4,391,385,379,372.9,366.9,360.9,354.9,348.8
2016,5,311.3,306.5,301.7,296.9,292.1,287.4,282.6,277.8
2016,6,1171.9,1153.9,1135.8,1117.8,1099.7,1081.6,1063.6,1045.5
2016,7,720.5,709.4,698.3,687.2,676.1,665,653.9,642.8
2016,8,56.1,55.2,54.4,53.5,52.6,51.8,50.9,50
2016,9,130.9,128.9,126.9,124.9,122.8,120.8,118.8,116.8
2016,10,324.9,319.9,314.9,309.9,304.9,299.9,294.9,289.9
2016,11,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3
2016,12,100.3,98.8,97.2,95.7,94.1,92.6,91.1,89.5
2017,1,13.2,13,12.8,12.6,12.4,12.2,12,11.8
2017,2,99.7,98.2,96.6,95.1,93.6,92,90.5,89
2017,3,63.1,62.1,61.1,60.2,59.2,58.2,57.2,56.3
2017,4,156.1,152.6,149.1,145.6,142.1,138.6,135.2,131.7
2017,5,223.5,218.5,213.5,208.5,203.5,198.5,193.5,188.5
2017,6,997.2,974.9,952.6,930.3,908,885.7,863.4,841.2
2017,7,233.1,227.9,222.7,217.5,212.3,207.1,201.8,196.6
2017,8,584.5,571.4,558.3,545.3,532.2,519.2,506.1,493
2017,9,75.7,74,72.3,70.6,68.9,67.2,65.5,63.8
2017,10,23.1,22.6,22.1,21.6,21.1,20.6,20,19.5
2017,11,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.5
2017,12,0,0,0,0,0,0,0,0
2018,1,4.2,4.1,4,3.9,3.8,3.7,3.6,3.5
2018,2,9.5,9.3,9.1,8.9,8.7,8.5,8.3,8
2018,3,24.1,23.5,23,22.4,21.9,21.4,20.8,20.3
2018,4,50.9,50,49.1,48.2,47.3,46.3,45.4,44.5
2018,5,322.2,316.5,310.7,304.9,299.2,293.4,287.7,281.9
2018,6,500,491,482.1,473.2,464.2,455.3,446.4,437.4
2018,7,1159.6,1138.9,1118.2,1097.4,1076.7,1056,1035.3,1014.6
2018,8,505.8,496.8,487.7,478.7,469.7,460.6,451.6,442.5
2018,9,24.7,24.2,23.8,23.3,22.9,22.5,22,21.6
2018,10,85.2,83.7,82.2,80.7,79.1,77.6,76.1,74.6
2018,11,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
2018,12,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2019,1,13.8,13.6,13.3,13.1,12.8,12.6,12.3,12.1
2019,2,204.2,200.6,196.9,193.3,189.7,186,182.4,178.7
2019,3,51,50.1,49.2,48.3,47.4,46.4,45.5,44.6
2019,4,24.4,23.9,23.4,22.9,22.4,21.9,21.3,20.8
2019,5,228.7,223.9,219.1,214.3,209.5,204.7,199.9,195.1
2019,6,580.1,567.9,555.7,543.5,531.3,519.2,507,494.8
2019,7,1176.6,1151.9,1127.2,1102.5,1077.8,1053.1,1028.4,1003.6
2019,8,327.2,320.3,313.5,306.6,299.7,292.8,286,279.1
2019,9,20.1,19.7,19.2,18.8,18.4,18,17.5,17.1
2019,10,35.8,35,34.3,33.5,32.8,32,31.3,30.5
2019,11,21.4,20.9,20.5,20,19.6,19.1,18.7,18.2
2019,12,45.6,44.6,43.7,42.7,41.7,40.8,39.8,38.9
2020,1,22.7,22.2,21.7,21.2,20.8,20.3,19.8,19.3
2020,2,0,0,0,0,0,0,0,0
2020,3,0,0,0,0,0,0,0,0
2020,4,149.9,146.6,143.3,140,136.7,133.4,130.1,126.7
2020,5,154.8,151.4,148,144.5,141.1,137.7,134.3,130.9
2020,6,660.9,646.3,631.7,617.1,602.5,587.9,573.3,558.8
2020,7,621.5,607.8,594.1,580.3,566.6,552.9,539.2,525.5
2020,8,367.1,359,350.9,342.8,334.7,326.6,318.5,310.4
2020,9,38.8,37.9,37.1,36.2,35.3,34.5,33.6,32.8
2020,10,0,0,0,0,0,0,0,0
2020,11,274.1,268,262,255.9,249.9,243.8,237.8,231.7
2020,12,0,0,0,0,0,0,0,0
2021,1,0,0,0,0,0,0,0,0
2021,2,0,0,0,0,0,0,0,0
2021,3,95,92.9,90.8,88.7,86.6,84.5,82.4,80.3
2021,4,58.4,57.5,56.7,55.9,55.1,54.3,53.5,52.7
2021,5,343.1,338.3,333.6,328.8,324,319.3,314.5,309.7
2021,6,1000.7,986.8,972.9,959,945.1,931.2,917.3,903.4
2021,7,1325.5,1307,1288.6,1270.2,1251.8,1233.4,1214.9,1196.5
2021,8,219.8,216.7,213.7,210.6,207.6,204.5,201.4,198.4
2021,9,388.3,382.9,377.5,372.1,366.7,361.3,355.9,350.5
2021,10,43.5,42.9,42.3,41.7,41.1,40.5,39.9,39.3
2021,11,128,126.2,124.4,122.6,120.9,119.1,117.3,115.5
2021,12,123.1,121.4,119.6,117.9,116.2,114.5,112.8,111.1
2022,1,71.2,70.2,69.3,68.3,67.3,66.3,65.3,64.3
2022,2,0,0,0,0,0,0,0,0
2022,3,50.4,49.7,49,48.3,47.6,46.9,46.2,45.5
2022,4,188.2,184,179.8,175.7,171.5,167.3,163.2,159
2022,5,0,0,0,0,0,0,0,0
2022,6,1447.1,1415,1383,1350.9,1318.8,1286.8,1254.7,1222.7
2022,7,0,0,0,0,0,0,0,0
2022,8,203.2,198.7,194.2,189.7,185.2,180.7,176.2,171.7
2022,9,163.3,159.6,156,152.4,148.8,145.2,141.6,137.9
2022,10,48.7,47.6,46.6,45.5,44.4,43.3,42.2,41.2
2022,11,14.4,14.1,13.7,13.4,13.1,12.8,12.5,12.2
2022,12,0,0,0,0,0,0,0,0
2023,1,0,0,0,0,0,0,0,0
2023,2,14.2,13.9,13.6,13.2,12.9,12.6,12.3,12
2023,3,274.3,268.3,262.2,256.1,250,244,237.9,231.8
2023,4,21.9,21.6,21.3,21,20.7,20.4,20.1,19.8
2023,5,150.2,148.2,146.1,144,142,139.9,137.8,135.7
2023,6,627.5,618.8,610.2,601.5,592.9,584.2,575.6,566.9
2023,7,769.3,758.7,748.1,737.5,726.9,716.2,705.6,695
2023,8,227.1,224,220.9,217.7,214.6,211.5,208.3,205.2
2023,9,959,945.7,932.5,919.3,906,892.8,879.6,866.3
2023,10,25.1,24.7,24.4,24,23.7,23.4,23,22.7
2023,11,0,0,0,0,0,0,0,0
2023,12,0,0,0,0,0,0,0,0
2024,1,0,0,0,0,0,0,0,0
2024,2,178.2,175.7,173.2,170.8,168.3,165.9,163.4,160.9
2024,3,820.5,809.1,797.8,786.5,775.2,763.9,752.5,741.2
2024,4,439.5,426.8,414,401.3,388.5,375.8,363,350.3
2024,5,0,0,0,0,0,0,0,0
2024,6,453.1,439.9,426.8,413.7,400.5,387.4,374.2,361.1
2024,7,224.4,217.9,211.4,204.8,198.3,191.8,185.3,178.8
2024,8,275.2,267.2,259.2,251.2,243.2,235.3,227.3,219.3
2024,9,151.9,147.5,143.1,138.7,134.3,129.9,125.5,121.1
2024,10,26.9,26.1,25.3,24.6,23.8,23,22.2,21.4
2024,11,22.9,22.2,21.5,20.9,20.2,19.5,18.9,18.2
2024,12,154.3,149.8,145.3,140.8,136.4,131.9,127.4,122.9
2025,1,20.7,20.1,19.5,18.9,18.3,17.7,17.1,16.5
2025,2,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1
2025,3,27.3,26.5,25.7,24.9,24.1,23.4,22.6,21.8
2025,4,118.9,115.6,112.4,109.1,105.9,102.6,99.4,96.1
2025,5,0,0,0,0,0,0,0,0
2025,6,659.1,641.1,623,605,587,568.9,550.9,532.9
2025,7,0,0,0,0,0,0,0,0
2025,8,690.4,671.5,652.6,633.7,614.9,596,577.1,558.2
2025,9,141.9,138,134.2,130.3,126.4,122.5,118.6,114.7
2025,10,61.2,59.5,57.8,56.2,54.5,52.8,51.1,49.5
2025,11,229.6,223.3,217,210.7,204.5,198.2,191.9,185.6
2025,12,1,1,0.9,0.9,0.9,0.9,0.8,0.8
2026,1,0,0,0,0,0,0,0,0
2026,2,3.8,3.7,3.6,3.5,3.4,3.2,3.1,3
2026,3,0,0,0,0,0,0,0,0
2026,4,23.8,23.4,23,22.5,22.1,21.7,21.3,20.9
2026,5,419.5,412.1,404.8,397.5,390.2,382.9,375.5,368.2
2026,6,359.3,353.1,346.8,340.5,334.2,328,321.7,315.4
2026,7,1231.3,1209.8,1188.3,1166.8,1145.3,1123.8,1102.3,1080.8
2026,8,252.5,248.1,243.7,239.3,234.9,230.5,226.1,221.7
2026,9,424.4,416.9,409.5,402.1,394.7,387.3,379.9,372.5
2026,10,33,32.5,31.9,31.3,30.7,30.2,29.6,29
2026,11,102.9,101.1,99.3,97.5,95.7,93.9,92.1,90.3
2026,12,107.2,105.3,103.4,101.6,99.7,97.8,95.9,94.1
2027,1,13.2,12.9,12.7,12.5,12.2,12,11.8,11.5
2027,2,0,0,0,0,0,0,0,0
2027,3,19.8,19.5,19.1,18.8,18.4,18.1,17.7,17.4
2027,4,718.3,705.4,692.4,679.5,666.5,653.6,640.6,627.7
2027,5,181.1,177.9,174.6,171.3,168.1,164.8,161.5,158.3
2027,6,282.6,277.5,272.4,267.3,262.2,257.1,252.1,247
2027,7,891.8,875.8,859.7,843.6,827.5,811.4,795.4,779.3
2027,8,372.6,365.9,359.2,352.5,345.7,339,332.3,325.6
2027,9,71.9,70.6,69.3,68,66.7,65.4,64.1,62.8
2027,10,326.8,320.9,315,309.1,303.2,297.3,291.4,285.5
2027,11,2.5,2.5,2.4,2.4,2.3,2.3,2.3,2.2
2027,12,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6
2028,1,25.7,25.2,24.8,24.3,23.8,23.4,22.9,22.5
2028,2,0,0,0,0,0,0,0,0
2028,3,13.6,13.3,13.1,12.9,12.6,12.4,12.1,11.9
2028,4,0,0,0,0,0,0,0,0
2028,5,425.2,417.5,409.8,402.1,394.4,386.7,379,371.3
2028,6,513.1,503.8,494.6,485.3,476,466.7,457.4,448.1
2028,7,982.1,964.3,946.5,928.7,910.9,893.1,875.3,857.6
2028,8,278.5,273.4,268.4,263.3,258.3,253.3,248.2,243.2
2028,9,339.3,333.2,327,320.9,314.7,308.6,302.4,296.3
2028,10,152.5,149.7,147,144.2,141.5,138.7,135.9,133.2
2028,11,140.4,137.9,135.4,132.8,130.3,127.7,125.2,122.6
2028,12,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
2029,1,32.8,32.2,31.6,31,30.4,29.8,29.2,28.6
2029,2,14.4,14.1,13.8,13.6,13.3,13.1,12.8,12.5
2029,3,0,0,0,0,0,0,0,0
2029,4,282.2,277,271.9,266.8,261.7,256.6,251.5,246.4
2029,5,209.3,205.5,201.7,197.9,194.1,190.3,186.5,182.8
2029,6,652.6,640.8,629,617.1,605.3,593.5,581.7,569.9
2029,7,423.2,415.6,407.9,400.3,392.6,384.9,377.3,369.6
2029,8,366.8,360.2,353.5,346.9,340.3,333.6,327,320.3
2029,9,447.9,439.8,431.6,423.5,415.4,407.3,399.2,391.1
2029,10,321.8,316,310.2,304.3,298.5,292.7,286.9,281
2029,11,29.4,28.9,28.3,27.8,27.3,26.7,26.2,25.7
2029,12,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6
2030,1,4.4,4.3,4.2,4.1,4,4,3.9,3.8
2030,2,0,0,0,0,0,0,0,0
2030,3,141.2,138.7,136.1,133.6,131,128.5,125.9,123.3
2030,4,19.1,18.8,18.4,18.1,17.7,17.4,17.1,16.7
2030,5,343.8,337.7,331.6,325.5,319.4,313.3,307.2,301.1
2030,6,396.3,389.3,382.2,375.2,368.2,361.2,354.1,347.1
2030,7,849.1,834,819,803.9,788.9,773.8,758.7,743.7
2030,8,748.2,734.9,721.7,708.4,695.1,681.9,668.6,655.3
2030,9,410.4,403.2,395.9,388.6,381.3,374,366.8,359.5
2030,10,74.8,73.5,72.1,70.8,69.5,68.2,66.8,65.5
2030,11,7.3,7.2,7.1,6.9,6.8,6.7,6.6,6.4
2030,12,7.6,7.4,7.3,7.2,7,6.9,6.7,6.6
2031,1,20.6,20.3,19.9,19.5,19.2,18.8,18.4,18.1
2031,2,0,0,0,0,0,0,0,0
2031,3,62.8,61.6,60.5,59.4,58.3,57.2,56.1,55
2031,4,21,20.6,20.1,19.7,19.3,18.9,18.4,18
2031,5,213.3,209,204.7,200.3,196,191.7,187.4,183
2031,6,735.7,720.8,705.9,690.9,676,661.1,646.2,631.2
2031,7,1249,1223.7,1198.3,1173,1147.6,1122.3,1097,1071.6
2031,8,212.9,208.5,204.2,199.9,195.6,191.3,186.9,182.6
2031,9,110.1,107.9,105.7,103.4,101.2,99,96.7,94.5
2031,10,18.7,18.3,17.9,17.5,17.2,16.8,16.4,16
2031,11,7.5,7.3,7.2,7,6.9,6.7,6.6,6.4
2031,12,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3
2032,1,0,0,0,0,0,0,0,0
2032,2,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8
2032,3,0,0,0,0,0,0,0,0
2032,4,173.1,169.5,166,162.5,158.9,155.4,151.8,148.3
2032,5,0,0,0,0,0,0,0,0
2032,6,696.4,682.2,667.9,653.7,639.5,625.2,611,596.7
2032,7,553.7,542.3,531,519.7,508.4,497.1,485.7,474.4
2032,8,428.4,419.6,410.9,402.1,393.4,384.6,375.9,367.1
2032,9,60.3,59.1,57.8,56.6,55.4,54.1,52.9,51.7
2032,10,327.3,320.6,313.9,307.2,300.5,293.8,287.1,280.4
2032,11,174.1,170.5,167,163.4,159.8,156.3,152.7,149.2
2032,12,102.8,100.7,98.6,96.5,94.4,92.3,90.2,88.1
2033,1,5.4,5.3,5.2,5.1,5,4.8,4.7,4.6
2033,2,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5
2033,3,23.2,22.7,22.3,21.8,21.3,20.8,20.4,19.9
2033,4,30.3,29.7,29.1,28.5,27.9,27.3,26.7,26.1
2033,5,0,0,0,0,0,0,0,0
2033,6,238.6,233.9,229.1,224.3,219.5,214.7,209.9,205.2
2033,7,592.3,580.4,568.6,556.7,544.8,533,521.1,509.2
2033,8,716.3,702,687.6,673.3,658.9,644.5,630.2,615.8
2033,9,24,23.5,23,22.5,22,21.6,21.1,20.6
2033,10,397.7,389.7,381.8,373.8,365.8,357.8,349.9,341.9
2033,11,0,0,0,0,0,0,0,0
2033,12,13.9,13.6,13.3,13,12.8,12.5,12.2,11.9
2034,1,17.3,16.9,16.6,16.2,15.9,15.5,15.2,14.9
2034,2,61.8,60.5,59.3,58,56.8,55.6,54.3,53.1
2034,3,508.8,498.6,488.4,478.2,468,457.8,447.6,437.4
2034,4,64.3,63.1,61.9,60.6,59.4,58.2,57,55.8
2034,5,253.5,248.7,243.9,239.1,234.3,229.5,224.7,219.9
2034,6,409.2,401.5,393.8,386,378.3,370.5,362.8,355
2034,7,878.8,862.2,845.5,828.9,812.3,795.7,779,762.4
2034,8,259.9,255,250.1,245.2,240.3,235.3,230.4,225.5
2034,9,749.6,735.5,721.3,707.1,692.9,678.7,664.5,650.4
2034,10,39.9,39.2,38.4,37.7,36.9,36.1,35.4,34.6
2034,11,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5
2034,12,13.6,13.3,13.1,12.8,12.6,12.3,12.1,11.8
2035,1,19.3,18.9,18.6,18.2,17.9,17.5,17.1,16.8
2035,2,4.9,4.8,4.7,4.6,4.6,4.5,4.4,4.3
2035,3,62.1,60.9,59.8,58.6,57.4,56.2,55.1,53.9
2035,4,28.4,27.9,27.5,27,26.5,26,25.6,25.1
2035,5,0,0,0,0,0,0,0,0
2035,6,1073.4,1055.4,1037.4,1019.4,1001.4,983.4,965.4,947.5
2035,7,489.6,481.4,473.2,465,456.8,448.6,440.3,432.1
2035,8,539.8,530.8,521.7,512.7,503.6,494.6,485.5,476.5
2035,9,457.4,449.8,442.1,434.4,426.8,419.1,411.4,403.8
2035,10,37.3,36.6,36,35.4,34.8,34.1,33.5,32.9
2035,11,386.1,379.6,373.1,366.7,360.2,353.7,347.3,340.8
2035,12,79,77.7,76.4,75.1,73.7,72.4,71.1,69.8
2036,1,0,0,0,0,0,0,0,0
2036,2,0,0,0,0,0,0,0,0
2036,3,20.4,20.1,19.7,19.4,19,18.7,18.3,18
2036,4,62.8,61.6,60.5,59.3,58.1,56.9,55.7,54.6
2036,5,144.3,141.6,138.9,136.2,133.5,130.8,128.1,125.3
2036,6,678.5,665.8,653.1,640.3,627.6,614.9,602.2,589.4
2036,7,0,0,0,0,0,0,0,0
2036,8,322.2,316.1,310.1,304.1,298,292,285.9,279.9
2036,9,430.3,422.2,414.2,406.1,398,389.9,381.9,373.8
2036,10,286.3,281,275.6,270.2,264.8,259.5,254.1,248.7
2036,11,558.1,547.6,537.2,526.7,516.2,505.8,495.3,484.8
2036,12,236.3,231.8,227.4,223,218.6,214.1,209.7,205.3
2037,1,15.5,15.2,14.9,14.6,14.3,14.1,13.8,13.5
2037,2,9.7,9.6,9.4,9.2,9,8.8,8.6,8.5
2037,3,36.4,35.7,35,34.3,33.6,32.9,32.3,31.6
2037,4,72.4,70.9,69.4,67.9,66.5,65,63.5,62.1
2037,5,338.3,331.5,324.6,317.7,310.8,304,297.1,290.2
2037,6,150.1,147,144,140.9,137.9,134.8,131.8,128.7
2037,7,1339.5,1312.3,1285.1,1257.9,1230.6,1203.4,1176.2,1149
2037,8,493.8,483.8,473.8,463.7,453.7,443.7,433.6,423.6
2037,9,41.9,41,40.2,39.3,38.5,37.6,36.8,35.9
2037,10,0,0,0,0,0,0,0,0
2037,11,0,0,0,0,0,0,0,0
2037,12,0,0,0,0,0,0,0,0
2038,1,0,0,0,0,0,0,0,0
2038,2,0,0,0,0,0,0,0,0
2038,3,130.5,127.9,125.2,122.6,119.9,117.2,114.6,111.9
2038,4,385.7,377,368.3,359.7,351,342.3,333.7,325
2038,5,0,0,0,0,0,0,0,0
