#,Banda,2850,2550,2250,1950,1547.5
1988,12,9.03,10.02,11.02,12.01,13.35
1989,1,10.73,11.6,12.47,13.34,14.51
1989,2,11.48,12.1,12.72,13.34,14.17
1989,3,9.51,10.13,10.74,11.36,12.18
1989,4,6.06,6.79,7.52,8.25,9.24
1989,5,1.41,2.25,3.09,3.93,5.05
1989,6,-1.27,-0.35,0.56,1.47,2.69
1989,7,-1.24,-0.76,-0.28,0.2,0.85
1989,8,-1.67,-0.61,0.46,1.52,2.95
1989,9,-0.16,1.03,2.22,3.41,5.01
1989,10,2.99,4.05,5.12,6.18,7.61
1989,11,5.11,6.4,7.68,8.97,10.69
1989,12,8.51,9.44,10.38,11.32,12.57
1990,1,11.06,11.96,12.85,13.75,14.96
1990,2,11.99,12.64,13.29,13.93,14.8
1990,3,9.81,10.44,11.08,11.71,12.56
1990,4,5.31,5.95,6.6,7.24,8.1
1990,5,1.7,2.71,3.72,4.73,6.09
1990,6,-1.59,-0.44,0.7,1.85,3.39
1990,7,-2.95,-1.8,-0.66,0.48,2.02
1990,8,-1.64,-0.6,0.45,1.49,2.88
1990,9,-0.15,0.94,2.04,3.13,4.6
1990,10,3.03,4.12,5.2,6.28,7.73
1990,11,4.6,5.75,6.91,8.07,9.61
1990,12,9.41,10.45,11.48,12.52,13.91
1991,1,11.72,12.67,13.63,14.58,15.85
1991,2,12.05,12.71,13.36,14.01,14.88
1991,3,8.8,9.37,9.94,10.5,11.27
1991,4,6.1,6.84,7.58,8.32,9.31
1991,5,1.64,2.61,3.59,4.56,5.87
1991,6,-1.67,-0.47,0.74,1.94,3.56
1991,7,-3.25,-1.99,-0.73,0.53,2.22
1991,8,-1.56,-0.57,0.43,1.42,2.75
1991,9,-0.15,0.93,2.02,3.1,4.55
1991,10,2.96,4.02,5.08,6.14,7.55
1991,11,4.69,5.87,7.05,8.22,9.8
1991,12,9.08,10.08,11.08,12.08,13.42
1992,1,10.73,11.6,12.47,13.34,14.51
1992,2,12.7,13.38,14.07,14.75,15.67
1992,3,10.94,11.65,12.35,13.06,14.01
1992,4,7.13,7.99,8.85,9.71,10.87
1992,5,1.64,2.61,3.59,4.56,5.87
1992,6,-1.46,-0.41,0.64,1.7,3.11
1992,7,-2.68,-1.64,-0.6,0.44,1.83
1992,8,-1.6,-0.58,0.44,1.45,2.82
1992,9,-0.17,1.06,2.28,3.51,5.15
1992,10,3.4,4.62,5.83,7.05,8.68
1992,11,5.08,6.36,7.64,8.91,10.63
1992,12,9.17,10.18,11.19,12.2,13.56
1993,1,11.39,12.31,13.24,14.16,15.41
1993,2,12.31,12.98,13.64,14.31,15.2
1993,3,10.88,11.58,12.29,12.99,13.93
1993,4,6.71,7.52,8.33,9.14,10.23
1993,5,1.62,2.59,3.55,4.52,5.82
1993,6,-1.2,-0.34,0.53,1.4,2.56
1993,7,-2.91,-1.78,-0.65,0.48,1.99
1993,8,-1.56,-0.57,0.43,1.42,2.75
1993,9,-0.16,1,2.16,3.32,4.87
1993,10,3.2,4.34,5.48,6.62,8.14
1993,11,4.51,5.64,6.77,7.91,9.42
1993,12,9.36,10.39,11.42,12.46,13.84
1994,1,11,11.9,12.79,13.68,14.88
1994,2,13.02,13.72,14.42,15.13,16.07
1994,3,9.75,10.38,11.01,11.64,12.48
1994,4,6.2,6.95,7.7,8.44,9.45
1994,5,1.64,2.61,3.59,4.56,5.87
1994,6,-1.33,-0.37,0.59,1.55,2.83
1994,7,-2.84,-1.74,-0.64,0.47,1.95
1994,8,-1.38,-0.5,0.38,1.25,2.43
1994,9,-0.16,0.98,2.12,3.26,4.78
1994,10,3.08,4.18,5.28,6.38,7.85
1994,11,4.48,5.6,6.73,7.85,9.36
1994,12,8.65,9.6,10.55,11.51,12.79
1995,1,10.62,11.48,12.34,13.2,14.36
1995,2,12.38,13.04,13.71,14.38,15.28
1995,3,10.05,10.7,11.35,11.99,12.86
1995,4,6.52,7.31,8.1,8.89,9.95
1995,5,1.77,2.83,3.89,4.94,6.36
1995,6,-1.4,-0.39,0.62,1.62,2.97
1995,7,-2.14,-1.31,-0.48,0.35,1.47
1995,8,-1.45,-0.53,0.4,1.32,2.56
1995,9,-0.15,0.97,2.1,3.22,4.73
1995,10,2.99,4.05,5.12,6.18,7.61
1995,11,4.93,6.17,7.41,8.65,10.31
1995,12,9.12,10.13,11.13,12.14,13.49
1996,1,10.95,11.84,12.73,13.61,14.81
1996,2,11.99,12.64,13.29,13.93,14.8
1996,3,10.35,11.01,11.68,12.35,13.24
1996,4,5.78,6.48,7.17,7.87,8.81
1996,5,1.61,2.56,3.52,4.48,5.76
1996,6,-1.33,-0.37,0.59,1.55,2.83
1996,7,-2.95,-1.8,-0.66,0.48,2.02
1996,8,-1.78,-0.65,0.49,1.62,3.14
1996,9,-0.15,0.96,2.08,3.19,4.69
1996,10,3.03,4.12,5.2,6.28,7.73
1996,11,4.63,5.79,6.96,8.12,9.68
1996,12,8.51,9.44,10.38,11.32,12.57
1997,1,10.45,11.3,12.15,13,14.13
1997,2,11.86,12.5,13.14,13.78,14.64
1997,3,9.22,9.81,10.41,11,11.8
1997,4,5.96,6.69,7.41,8.13,9.09
1997,5,1.47,2.35,3.22,4.1,5.27
1997,6,-1.43,-0.4,0.63,1.66,3.04
1997,7,-2.51,-1.54,-0.56,0.41,1.72
1997,8,-1.93,-0.7,0.53,1.75,3.4
1997,9,-0.16,1.03,2.22,3.41,5.01
1997,10,3.2,4.34,5.48,6.62,8.14
1997,11,4.78,5.98,7.18,8.38,9.99
1997,12,9.08,10.08,11.08,12.08,13.42
1998,1,11.22,12.14,13.05,13.96,15.18
1998,2,12.18,12.84,13.5,14.16,15.04
1998,3,10.88,11.58,12.29,12.99,13.93
1998,4,6.76,7.57,8.39,9.21,10.3
1998,5,1.38,2.2,3.02,3.84,4.95
1998,6,-1.51,-0.42,0.67,1.75,3.21
1998,7,-2.24,-1.37,-0.5,0.37,1.54
1998,8,-1.75,-0.64,0.48,1.59,3.08
1998,9,-0.17,1.08,2.32,3.57,5.24
1998,10,2.78,3.77,4.76,5.75,7.08
1998,11,4.87,6.1,7.32,8.54,10.18
1998,12,7.37,8.18,8.99,9.8,10.89
1999,1,9.4,10.16,10.93,11.69,12.71
1999,2,12.5,13.18,13.85,14.53,15.44
1999,3,9.28,9.87,10.47,11.07,11.87
1999,4,6.38,7.16,7.93,8.7,9.73
1999,5,2.02,3.22,4.42,5.62,7.23
1999,6,-1.17,-0.33,0.52,1.36,2.49
1999,7,-2.04,-1.25,-0.46,0.34,1.4
1999,8,-1.73,-0.63,0.47,1.57,3.05
1999,9,-0.14,0.9,1.93,2.97,4.37
1999,10,3.24,4.4,5.55,6.71,8.26
1999,11,5.36,6.7,8.05,9.39,11.2
1999,12,9.12,10.13,11.13,12.14,13.49
2000,1,11.33,12.26,13.18,14.1,15.33
2000,2,11.29,11.89,12.5,13.11,13.93
2000,3,9.69,10.32,10.94,11.57,12.41
2000,4,6.24,7,7.75,8.51,9.52
2000,5,1.39,2.22,3.06,3.89,5
2000,6,-1.2,-0.34,0.53,1.4,2.56
2000,7,-1.77,-1.09,-0.4,0.29,1.22
2000,8,-1.78,-0.65,0.49,1.62,3.14
2000,9,-0.17,1.09,2.36,3.63,5.33
2000,10,3.06,4.15,5.24,6.33,7.79
2000,11,4.87,6.1,7.32,8.54,10.18
2000,12,9.6,10.66,11.71,12.77,14.19
2001,1,11.56,12.49,13.43,14.37,15.63
2001,2,11.99,12.64,13.29,13.93,14.8
2001,3,9.75,10.38,11.01,11.64,12.48
2001,4,6.29,7.05,7.81,8.57,9.59
2001,5,1.67,2.66,3.65,4.65,5.98
2001,6,-1.4,-0.39,0.62,1.62,2.97
2001,7,-2.58,-1.58,-0.58,0.42,1.77
2001,8,-1.71,-0.62,0.47,1.55,3.01
2001,9,-0.16,1,2.16,3.32,4.87
2001,10,3.24,4.4,5.55,6.71,8.26
2001,11,5.05,6.32,7.59,8.86,10.56
2001,12,8.13,9.02,9.92,10.81,12.01
2002,1,11.45,12.37,13.3,14.23,15.48
2002,2,11.99,12.64,13.29,13.93,14.8
2002,3,11.42,12.15,12.89,13.63,14.61
2002,4,6.71,7.52,8.33,9.14,10.23
2002,5,1.94,3.1,4.25,5.41,6.96
2002,6,-1.53,-0.43,0.67,1.77,3.25
2002,7,-3.11,-1.9,-0.7,0.51,2.13
2002,8,-1.71,-0.62,0.47,1.55,3.01
2002,9,-0.13,0.83,1.79,2.75,4.04
2002,10,3.4,4.62,5.83,7.05,8.68
2002,11,5.39,6.74,8.09,9.44,11.26
2002,12,9.22,10.23,11.25,12.27,13.63
2003,1,11.22,12.14,13.05,13.96,15.18
2003,2,13.02,13.72,14.42,15.13,16.07
2003,3,9.99,10.63,11.28,11.92,12.79
2003,4,5.87,6.58,7.29,8,8.95
2003,5,1.71,2.73,3.75,4.77,6.14
2003,6,-0.96,-0.27,0.42,1.11,2.04
2003,7,-2.84,-1.74,-0.64,0.47,1.95
2003,8,-1.62,-0.59,0.44,1.47,2.85
2003,9,-0.15,0.92,1.98,3.04,4.46
2003,10,2.78,3.77,4.76,5.75,7.08
2003,11,4.57,5.72,6.86,8.01,9.55
2003,12,8.27,9.18,10.09,11,12.22
2004,1,10.34,11.18,12.02,12.86,13.99
2004,2,12.7,13.38,14.07,14.75,15.67
2004,3,10.05,10.7,11.35,11.99,12.86
2004,4,5.87,6.58,7.29,8,8.95
2004,5,1.24,1.98,2.72,3.46,4.46
2004,6,-1.28,-0.36,0.57,1.49,2.73
2004,7,-2.51,-1.54,-0.56,0.41,1.72
2004,8,-1.67,-0.61,0.46,1.52,2.95
2004,9,-0.14,0.88,1.89,2.91,4.27
2004,10,3.2,4.34,5.48,6.62,8.14
2004,11,4.9,6.13,7.36,8.6,10.25
2004,12,9.12,10.13,11.13,12.14,13.49
2005,1,10.45,11.3,12.15,13,14.13
2005,2,11.93,12.57,13.21,13.86,14.72
2005,3,10.05,10.7,11.35,11.99,12.86
2005,4,5.73,6.42,7.12,7.81,8.74
2005,5,1.67,2.66,3.65,4.65,5.98
2005,6,-1.17,-0.33,0.52,1.36,2.49
2005,7,-2.04,-1.25,-0.46,0.34,1.4
2005,8,-1.69,-0.62,0.46,1.54,2.98
2005,9,-0.15,0.92,2,3.07,4.5
2005,10,2.99,4.05,5.12,6.18,7.61
2005,11,4.78,5.98,7.18,8.38,9.99
2005,12,8.6,9.55,10.5,11.44,12.72
2006,1,11.67,12.61,13.56,14.51,15.78
2006,2,11.86,12.5,13.14,13.78,14.64
2006,3,9.04,9.62,10.2,10.79,11.57
2006,4,7.04,7.89,8.74,9.59,10.73
2006,5,1.68,2.68,3.69,4.69,6.03
2006,6,-1.2,-0.34,0.53,1.4,2.56
2006,7,-2.14,-1.31,-0.48,0.35,1.47
2006,8,-1.67,-0.61,0.46,1.52,2.95
2006,9,-0.15,0.96,2.08,3.19,4.69
2006,10,3.36,4.56,5.75,6.95,8.56
2006,11,4.9,6.13,7.36,8.6,10.25
2006,12,8.74,9.71,10.67,11.63,12.93
2007,1,10.45,11.3,12.15,13,14.13
2007,2,10.71,11.29,11.86,12.44,13.22
2007,3,8.32,8.86,9.4,9.94,10.66
2007,4,5.78,6.48,7.17,7.87,8.81
2007,5,1.64,2.61,3.59,4.56,5.87
2007,6,-1.43,-0.4,0.63,1.66,3.04
2007,7,-2.91,-1.78,-0.65,0.48,1.99
2007,8,-1.73,-0.63,0.47,1.57,3.05
2007,9,-0.18,1.12,2.42,3.72,5.47
2007,10,3.2,4.34,5.48,6.62,8.14
2007,11,4.87,6.1,7.32,8.54,10.18
2007,12,8.79,9.76,10.73,11.7,13
2008,1,11.45,12.37,13.3,14.23,15.48
2008,2,12.57,13.25,13.93,14.6,15.51
2008,3,9.45,10.06,10.67,11.28,12.1
2008,4,5.96,6.69,7.41,8.13,9.09
2008,5,1.62,2.59,3.55,4.52,5.82
2008,6,-1.28,-0.36,0.57,1.49,2.73
2008,7,-3.05,-1.86,-0.68,0.5,2.09
2008,8,-1.67,-0.61,0.46,1.52,2.95
2008,9,-0.14,0.88,1.89,2.91,4.27
2008,10,3.1,4.21,5.32,6.42,7.91
2008,11,4.84,6.06,7.27,8.49,10.12
2008,12,9.17,10.18,11.19,12.2,13.56
2009,1,11.17,12.08,12.98,13.89,15.11
2009,2,11.93,12.57,13.21,13.86,14.72
2009,3,10.35,11.01,11.68,12.35,13.24
2009,4,6.15,6.89,7.64,8.38,9.38
2009,5,1.58,2.52,3.45,4.39,5.65
2009,6,-1.51,-0.42,0.67,1.75,3.21
2009,7,-0.77,-0.47,-0.17,0.13,0.53
2009,8,-1.8,-0.66,0.49,1.64,3.18
2009,9,-0.16,1.04,2.24,3.44,5.06
2009,10,3.27,4.43,5.59,6.76,8.32
2009,11,4.9,6.13,7.36,8.6,10.25
2009,12,9.17,10.18,11.19,12.2,13.56
2010,1,10.78,11.66,12.53,13.41,14.58
2010,2,12.31,12.98,13.64,14.31,15.2
2010,3,9.87,10.51,11.14,11.78,12.64
2010,4,7.64,8.57,9.49,10.41,11.65
2010,5,1.44,2.3,3.16,4.01,5.16
2010,6,-1.12,-0.31,0.49,1.3,2.38
2010,7,-2.88,-1.76,-0.64,0.47,1.97
2010,8,-1.56,-0.57,0.43,1.42,2.75
2010,9,-0.18,1.1,2.38,3.66,5.38
2010,10,2.94,3.99,5.04,6.09,7.5
2010,11,4.78,5.98,7.18,8.38,9.99
2010,12,8.93,9.92,10.9,11.89,13.21
2011,1,10.62,11.48,12.34,13.2,14.36
2011,2,12.89,13.58,14.28,14.98,15.91
2011,3,10.46,11.14,11.82,12.49,13.4
2011,4,6.8,7.63,8.45,9.27,10.37
2011,5,1.77,2.83,3.89,4.94,6.36
2011,6,-1.06,-0.3,0.47,1.23,2.25
2011,7,-3.01,-1.84,-0.67,0.49,2.06
2011,8,-1.78,-0.65,0.49,1.62,3.14
2011,9,-0.14,0.9,1.93,2.97,4.37
2011,10,3.13,4.24,5.36,6.47,7.97
2011,11,4.63,5.79,6.96,8.12,9.68
2011,12,7.79,8.65,9.51,10.37,11.52
2012,1,9.12,9.86,10.6,11.35,12.34
2012,2,10.96,11.56,12.15,12.74,13.54
2012,3,9.28,9.87,10.47,11.07,11.87
2012,4,6.52,7.31,8.1,8.89,9.95
2012,5,1.41,2.25,3.09,3.93,5.05
2012,6,-1.43,-0.4,0.63,1.66,3.04
2012,7,-1.14,-0.7,-0.25,0.19,0.78
2012,8,-1.78,-0.65,0.49,1.62,3.14
2012,9,-0.18,1.15,2.48,3.82,5.61
2012,10,2.94,3.99,5.04,6.09,7.5
2012,11,5.02,6.29,7.55,8.81,10.5
2012,12,9.08,10.08,11.08,12.08,13.42
2013,1,11.33,12.26,13.18,14.1,15.33
2013,2,12.12,12.77,13.43,14.08,14.96
2013,3,9.39,10,10.61,11.21,12.03
2013,4,6.62,7.42,8.22,9.02,10.09
2013,5,1.85,2.95,4.05,5.15,6.63
2013,6,-1.3,-0.36,0.57,1.51,2.76
2013,7,-2.91,-1.78,-0.65,0.48,1.99
2013,8,-1.55,-0.56,0.42,1.4,2.72
2013,9,-0.16,1,2.16,3.32,4.87
2013,10,3.24,4.4,5.55,6.71,8.26
2013,11,5.24,6.55,7.86,9.18,10.94
2013,12,9.65,10.71,11.77,12.83,14.26
2014,1,12,12.97,13.95,14.92,16.23
2014,2,12.63,13.31,14,14.68,15.59
2014,3,10.11,10.76,11.41,12.06,12.94
2014,4,6.52,7.31,8.1,8.89,9.95
2014,5,1.41,2.25,3.09,3.93,5.05
2014,6,-1.51,-0.42,0.67,1.75,3.21
2014,7,-3.01,-1.84,-0.67,0.49,2.06
2014,8,-1.73,-0.63,0.47,1.57,3.05
2014,9,-0.15,0.94,2.04,3.13,4.6
2014,10,2.87,3.9,4.92,5.94,7.32
2014,11,4.75,5.94,7.14,8.33,9.93
2014,12,8.98,9.97,10.96,11.95,13.28
2015,1,11.56,12.49,13.43,14.37,15.63
2015,2,12.44,13.11,13.78,14.45,15.36
2015,3,9.22,9.81,10.41,11,11.8
2015,4,6.9,7.73,8.56,9.4,10.52
2015,5,1.68,2.68,3.69,4.69,6.03
2015,6,-1.59,-0.44,0.7,1.85,3.39
2015,7,-3.25,-1.99,-0.73,0.53,2.22
