1965	4	40.5
1965	5	15.9
1965	6	10.3
1965	7	8.4
1965	8	7.2
1965	9	4.5
1965	10	34.9
1965	11	52.4
1965	12	42.6
1966	1	56.2
1966	2	74.1
1966	3	72.3
1966	4	45
1966	5	17.6
1966	6	8.7
1966	7	8.3
1966	8	5.2
1966	9	5.6
1966	10	32.2
1966	11	56.4
1966	12	52.1
1967	1	62.4
1967	2	62.3
1967	3	61.6
1967	4	51.8
1967	5	26.1
1967	6	12.2
1967	7	6.7
1967	8	6.5
1967	9	17.4
1967	10	37.3
1967	11	50.3
1967	12	67.3
1968	1	73.5
1968	2	73.3
1968	3	71
1968	4	53.9
1968	5	30.4
1968	6	16
1968	7	6.5
1968	8	6.9
1968	9	27.4
1968	10	51.3
1968	11	61.3
1968	12	70.5
1969	1	67.7
1969	2	71.4
1969	3	71.9
1969	4	59.5
1969	5	31.3
1969	6	14.7
1969	7	4.9
1969	8	4.4
1969	9	6.3
1969	10	26.8
1969	11	44
1969	12	68.4
1970	1	74.9
1970	2	79.9
1970	3	75.4
1970	4	49.7
1970	5	26.2
1970	6	10.7
1970	7	7.3
1970	8	5.1
1970	9	14.5
1970	10	38.6
1970	11	49.7
1970	12	66
1971	1	67
1971	2	68.3
1971	3	73.7
1971	4	41.5
1971	5	23.1
1971	6	8.3
1971	7	7.7
1971	8	4.8
1971	9	4.6
1971	10	26.1
1971	11	46.7
1971	12	70.1
1972	1	68.9
1972	2	74.1
1972	3	60.3
1972	4	35.1
1972	5	23.1
1972	6	3.2
1972	7	1.7
1972	8	2.6
1972	9	2.6
1972	10	4.1
1972	11	23.3
1972	12	41.4
1973	1	55.8
1973	2	62.4
1973	3	41.4
1973	4	33.2
1973	5	18.4
1973	6	12.2
1973	7	3.1
1973	8	1.2
1973	9	1.3
1973	10	24.8
1973	11	57.8
1973	12	56.7
1974	1	64.1
1974	2	55.3
1974	3	53
1974	4	41.2
1974	5	8.1
1974	6	3.1
1974	7	2.7
1974	8	2
1974	9	4.1
1974	10	37.8
1974	11	64.3
1974	12	69.1
1975	1	74.7
1975	2	71.1
1975	3	69.6
1975	4	37.1
1975	5	6.3
1975	6	3.7
1975	7	3.2
1975	8	0.7
1975	9	1
1975	10	37.7
1975	11	57
1975	12	69.8
1976	1	72.8
1976	2	78
1976	3	60.4
1976	4	47
1976	5	35
1976	6	5.6
1976	7	2.8
1976	8	2.6
1976	9	8.8
1976	10	33.1
1976	11	45.7
1976	12	61.9
1977	1	73.7
1977	2	76.6
1977	3	66.2
1977	4	51.4
1977	5	11.5
1977	6	6.1
1977	7	5.5
1977	8	1.7
1977	9	2.9
1977	10	22.2
1977	11	50
1977	12	60
1978	1	70.2
1978	2	73
1978	3	68.8
1978	4	58.9
1978	5	17.9
1978	6	4.4
1978	7	3.3
1978	8	1.9
1978	9	2
1978	10	15
1978	11	43.3
1978	12	53.9
1979	1	69.9
1979	2	75.8
1979	3	71.7
1979	4	57.2
1979	5	15.1
1979	6	9.1
1979	7	12.1
1979	8	1.8
1979	9	2.8
1979	10	25.2
1979	11	45.1
1979	12	39.8
1980	1	71
1980	2	62.6
1980	3	53.4
1980	4	27.6
1980	5	11.1
1980	6	3.6
1980	7	2.1
1980	8	1.8
1980	9	6.9
1980	10	44.3
1980	11	62.6
1980	12	69.3
1981	1	69.5
1981	2	73
1981	3	65.2
1981	4	39.7
1981	5	11.5
1981	6	3
1981	7	2
1981	8	3
1981	9	5.2
1981	10	37.3
1981	11	69.3
1981	12	81.7
1982	1	84.8
1982	2	78.8
1982	3	70.2
1982	4	51.7
1982	5	13.6
1982	6	3.1
1982	7	1.6
1982	8	1.1
1982	9	2
1982	10	14.3
1982	11	48.1
1982	12	58.8
1983	1	78.2
1983	2	84.2
1983	3	81.3
1983	4	57.4
1983	5	28.6
1983	6	12.1
1983	7	2.7
1983	8	0.8
1983	9	0.7
1983	10	43
1983	11	63.3
1983	12	78.8
1984	1	91
1984	2	89.3
1984	3	81
1984	4	57.8
1984	5	13.9
1984	6	7.9
1984	7	3.6
1984	8	2.6
1984	9	2.8
1984	10	15.9
1984	11	43.7
1984	12	75.4
1985	1	86.9
1985	2	93.4
1985	3	79
1985	4	32.5
1985	5	16
1985	6	4.2
1985	7	2.7
1985	8	3.5
1985	9	7.9
1985	10	35.2
1985	11	51.9
1985	12	83.3
1986	1	89.9
1986	2	83.3
1986	3	64.7
1986	4	38.9
1986	5	10.2
1986	6	9.7
1986	7	2.8
1986	8	1.5
1986	9	2
1986	10	36
1986	11	54.3
1986	12	59.1
1987	1	81.1
1987	2	86.5
1987	3	78.7
1987	4	45.2
1987	5	10.6
1987	6	3.1
1987	7	3.6
1987	8	3.6
1987	9	3.7
1987	10	28.9
1987	11	63.3
1987	12	72.6
1988	1	88
1988	2	91.4
1988	3	76.1
1988	4	36
1988	5	20.8
1988	6	12.6
1988	7	4.1
1988	8	4.8
1988	9	3.5
1988	10	46.1
1988	11	65.6
1988	12	79.1
1989	1	86.6
1989	2	85.5
1989	3	78.2
1989	4	57.2
1989	5	46.2
1989	6	12.4
1989	7	3.6
1989	8	2.5
1989	9	8.1
1989	10	62.4
1989	11	75.9
1989	12	70.5
1990	1	90.3
1990	2	83.9
1990	3	75.3
1990	4	40
1990	5	10.8
1990	6	10.5
1990	7	7.4
1990	8	7.3
1990	9	10.9
1990	10	33.2
1990	11	76.5
1990	12	85.9
1991	1	85.7
1991	2	84.2
1991	3	76.2
1991	4	32.9
1991	5	17.3
1991	6	4.8
1991	7	4.7
1991	8	4.2
1991	9	7.1
1991	10	35.5
1991	11	62
1991	12	69.2
1992	1	82.2
1992	2	79.7
1992	3	70.6
1992	4	32.7
1992	5	7.5
1992	6	4.6
1992	7	3.1
1992	8	2.4
1992	9	5.3
1992	10	30.5
1992	11	65.2
1992	12	72.5
1993	1	82.3
1993	2	90.7
1993	3	81.7
1993	4	36.6
1993	5	9.3
1993	6	7
1993	7	2.2
1993	8	4.8
1993	9	4.4
1993	10	37.7
1993	11	68.2
1993	12	73.3
1994	1	82.3
1994	2	87.9
1994	3	76.3
1994	4	39.6
1994	5	8.6
1994	6	5.7
1994	7	6.8
1994	8	1.5
1994	9	8.2
1994	10	33.1
1994	11	65.2
1994	12	72.5
1995	1	89.9
1995	2	94.2
1995	3	89.7
1995	4	47.7
1995	5	19.1
1995	6	5.3
1995	7	4.4
1995	8	4.4
1995	9	7.3
1995	10	32.6
1995	11	71.9
1995	12	86.5
1996	1	92.6
1996	2	93.7
1996	3	79.8
1996	4	49.3
1996	5	32.8
1996	6	12.4
1996	7	3.4
1996	8	5.3
1996	9	16.9
1996	10	72.9
1996	11	87.6
1996	12	89.5
1997	1	90.9
1997	2	88.3
1997	3	85.3
1997	4	58.6
1997	5	7.5
1997	6	7.5
1997	7	4.1
1997	8	3.8
1997	9	4.3
1997	10	15.5
1997	11	39.4
1997	12	71.4
1998	1	85.2
1998	2	95
1998	3	84.4
1998	4	41.7
1998	5	23.4
1998	6	8.2
1998	7	10.3
1998	8	7.2
1998	9	29
1998	10	69.7
1998	11	74.6
1998	12	70.3
1999	1	68.8
1999	2	66.7
1999	3	62.4
1999	4	46.7
1999	5	11.3
1999	6	9
1999	7	5.3
1999	8	8.2
1999	9	8.9
1999	10	48.2
1999	11	70.5
1999	12	81.6
2000	1	88.2
2000	2	64.3
2000	3	58.6
2000	4	43.3
2000	5	28
2000	6	14.6
2000	7	7.5
2000	8	7.7
2000	9	10.2
2000	10	44.9
2000	11	70.7
2000	12	76.1
2001	1	72.6
2001	2	80.5
2001	3	68.9
2001	4	49.2
2001	5	21
2001	6	12.3
2001	7	11.5
2001	8	9.7
2001	9	11.3
2001	10	49.5
2001	11	67.3
2001	12	75.7
2002	1	88.3
2002	2	97.5
2002	3	52.2
2002	4	25.3
2002	5	14
2002	6	7.8
2002	7	6.7
2002	8	9.1
2002	9	5.2
2002	10	6.9
2002	11	25.9
2002	12	72.8
2003	1	77
2003	2	83.3
2003	3	82.3
2003	4	57.1
2003	5	18.2
2003	6	11.6
2003	7	5.5
2003	8	7.1
2003	9	8.8
2003	10	44.4
2003	11	76.1
2003	12	81.5
2004	1	78.1
2004	2	90
2004	3	75.4
2004	4	27.1
2004	5	16.9
2004	6	10.2
2004	7	7.1
2004	8	5.9
2004	9	6.8
2004	10	24
2004	11	58
2004	12	69.3
2005	1	89.6
2005	2	89
2005	3	75.1
2005	4	55.7
2005	5	18
2005	6	8.4
2005	7	8.4
2005	8	13.2
2005	9	9.5
2005	10	29.5
2005	11	79.3
2005	12	75.4
2006	1	81.2
2006	2	86
2006	3	84.8
2006	4	58.8
2006	5	27
2006	6	17.1
2006	7	15.4
2006	8	9.7
2006	9	9.3
2006	10	26.1
2006	11	54
2006	12	62.9
2007	1	76.5
2007	2	79.3
2007	3	71.2
2007	4	45.3
2007	5	18.1
2007	6	13.6
2007	7	8
2007	8	4.9
2007	9	9.3
2007	10	26.1
2007	11	54
2007	12	62.9
2008	1	76.5
2008	2	79.3
2008	3	71.2
