Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Caudal_Remanente_mensual,segundosdelmes_recorder
1989-05,0.032258,732.162582369115,1076.804043086569,1399.3634823583598,576.441558855742,8473.45772257746,141.1593798816,543.1737797391257,120.79384036488027,4.948538192640061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,0.0,1.574074074074074e-05
1989-06,0.033333,734.3598662683986,562.1883131477512,730.593278023532,349.60303539672003,4060.93761755701,141.1593798816,10538.864062961033,2201.1706011818987,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,23179771.752,1.574074074074074e-05
1989-07,0.032258,853.9658616639339,676.7877780366941,879.5213093519797,455.44294928940405,6027.103887967698,141.1593798816,9976.34487228009,2201.120601835474,850.4752031999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,23179222.275799975,1.574074074074074e-05
1989-08,0.032258,689.2810528416087,1062.0986694689789,1380.2530759970446,684.3170304526196,10283.909464098715,141.1593798816,518.4043481565235,120.79384036488001,4.948538192640001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,0.0,1.574074074074074e-05
1989-09,0.033333,650.6886599147449,1047.5157374086746,1361.301788878537,667.6770103153339,5399.048381978788,211.73906982239993,4207.813690898628,880.4477921489657,397.3356897752262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,7684602.38051747,1.574074074074074e-05
1989-10,0.032258,809.5766881320411,1107.9840770103315,1439.8835761783457,658.5159920925211,6598.969408421975,369.499536,4922.878870074733,1016.461451402466,348.3636105151382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,6524378.971824675,1.574074074074074e-05
1989-11,0.033333,1803.008421908874,1487.682259042824,1933.32133178994,817.34220288,9223.373531326179,369.499536,6230.779303673465,1286.4386058227497,436.4982925338353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,8163854.012494314,1.574074074074074e-05
1989-12,0.032258,1832.6927553529622,1521.917359818192,1977.8116456474045,817.34220288,7025.492837657281,369.499536,3601.493388950524,743.0785710565461,102.31149998027165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,1528765.7351190224,1.574074074074074e-05
1990-01,0.032258,1870.2981114840477,1600.1538335999999,2079.484057728,817.34220288,6387.6913335071,369.499536,2928.608856610433,603.9692018243998,24.742690963200005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,0.0,1.574074074074074e-05
1990-02,0.035714,1583.0832748499972,1391.9433655551884,1808.9036048616772,735.3666847183376,5748.74568649202,369.499536,2635.7372874398075,543.5722816419599,22.26842186688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069212,0.0,1.574074074074074e-05
