Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,87.02402412073299,833.1477568193959,1082.7193246414247,453.5351335343849,2127.4310647190077,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-135.8747517,151955.1294422833,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,183.9171818082736,870.0113778461283,1130.6255387975687,534.3506616396076,2858.923372363512,141.1593798816,483.39381084290517,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4051843083.641422,-193.0445185,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,154143.13732234662,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,7728593089.3538265
2020-06,0.033333,247.72867900171238,774.3403304573332,1006.2959814427282,515.5099788702645,2663.4924715521865,141.1593798816,5431.05564254497,1288.7490831957255,656.2123435833815,760.3,1000.0,63.47134386,4424383879.345291,-482.2446666,0.0,0.0,0.0,-1.280568540096283e-09,1.1641532182693481e-10,0.0,0.0,1094.0039400315673,745.5274682008894,12835439.950940423,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-07,0.032258,213.49008694638354,571.1386208901787,742.2246736252063,383.69793978691763,1997.4553113848883,141.15937988159996,478.92927736048676,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4422407081.099518,-174.1738832,0.0,0.0,0.0,-1.7462298274040222e-10,0.0,0.0,0.0,745.5274682008312,1094.003940030403,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.167007
2020-08,0.032258,307.6190055014353,621.4803234232662,807.646363501687,448.84911676386275,2367.1484222330364,141.1593798816,499.65488643250796,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4424383879.345294,-179.4252138,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,745.5274682006566,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-09,0.033333,298.57141309317956,517.2258595780346,672.162205065872,385.7538681433456,2056.0684015976667,211.7390698223999,786.3356503721911,181.19076054732,7.4228072889600005,760.3,1000.0,61.46255363,4424383879.345291,-170.69688080000003,0.0,0.0,0.0,1.1641532182693481e-10,0.0,0.0,0.0,1641.00591004735,745.5274682008894,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-10,0.032258,336.8707034768324,743.7101767505054,966.4904858824626,518.8831844532118,2763.0989470942764,369.499536,1874.725059043096,422.7784412770801,17.319883674240003,760.3,1000.0,58.52017092,4422407081.0995035,-258.799507,146854.06168178841,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.0,2609.3461387029165,1641.0059100474664,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166992
2020-11,0.033333,255.9130588172608,897.4166235506691,1166.2400968132183,548.6317421724989,3807.77856974564,369.499536,2408.4040775721382,543.57228164196,22.26842186688,760.3,1000.0,58.52017092,4212921684.0025816,-334.39750960000003,308088.66924513725,0.0,0.0,6.984919309616089e-10,0.0,2.3283064365386963e-10,0.0,4923.017730142048,149463.40782049156,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9322989861.329554
2020-12,0.032258,184.32379600413364,870.1868069979741,1130.8535182060882,496.6393598036182,3549.511320156673,369.499536,2644.2200516606385,603.9692018243999,24.742690963200005,760.3,1000.0,58.52017092,4088488131.133325,-318.9939518,378588.0122311264,0.0,0.0,0.0,0.0,0.0,-1.1641532182693481e-10,3727.637341004156,313011.68697528023,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8094325922.057068
2021-01,0.032258,153.94627152932875,858.6323402300857,1115.8378809999356,477.48084701007855,3435.7719541801907,369.499536,2549.094412130819,603.9692018243999,24.742690963200005,760.3,1000.0,60.86432238,4042780974.4204764,-309.91376,386336.7098311264,0.0,0.0,0.0,0.0,0.0,-1.1641532182693481e-10,3727.637341004156,382315.64957213047,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7624914734.333207
2021-02,0.035714,137.7569712661454,808.9464473527217,1051.2684502596364,446.0848978459623,2104.5103877588244,369.499536,1166.723837767684,291.5281306737258,22.26842186688,760.3,1000.0,60.86432238,4034970569.922674,-245.3877119,423963.2792674177,0.0,0.0,1002153.2957974232,1727443.482437267,0.0,0.0,52097.394620775005,390064.3471721304,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7546963645.248922
2021-03,0.032258,110.01134126132894,540.7896278635726,702.7845611549313,303.27760723799025,1471.2585287009852,369.499536,705.9611755708022,177.65686167787103,14.845614577920001,760.3,1000.0,60.86432238,211843269.69729006,-141.80890480000002,255291.2482986758,0.0,0.0,745393.7135584096,932744.0103485349,0.0,0.0,31370.662404602495,3205657.452122883,0.0,1.574074074074074e-05,1.0,0.0,0.0,1.0,0.0,0.0,0.9999,0.09171904500802415,-1822090465.840631
2021-04,0.033333,137.61120757815863,532.265008511848,691.7063700036285,316.87127796206926,1610.7002781496644,282.31875976320015,957.9480578741799,241.58768072976002,9.897076385280002,760.3,1000.0,59.93978620000001,-164084195.78394163,-159.3619302,175865.8974422833,0.0,0.0,0.0,0.0,0.0,0.0,21610.727880063136,1964799.6346102227,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,-2037021970.213762
2021-05,0.032258,123.02673298572327,518.1955024198821,673.422306931688,306.64498365832253,1518.5697750710465,141.15937988160007,479.0675183095794,120.79384036488001,4.948538192640001,760.3,1000.0,59.93978620000001,3934214647.812346,-125.34905819999999,37260.59956622528,0.0,0.0,0.0,-4.656612873077393e-10,0.0,0.0,745.5274682008312,197476.62532234646,0.0,1.574074074074074e-05,1.0,0.0,0.0,1.0,0.0,0.0,0.9999,0.09171904500802415,6951752759.127299
2021-06,0.033333,226.29899303715635,595.7463921838795,774.2037665267575,394.13514471738523,2051.109857193867,141.15937988160033,2785.270011426888,689.9993455803236,322.34335760153596,760.3,1000.0,59.93978620000001,4236597254.1175594,-266.0062148,0.0,0.0,0.0,0.0,-3.4924596548080444e-10,0.0,0.0,1094.0039400315673,38006.12703442565,6255379.327918011,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,9559281909.414007
2021-07,0.032258,250.91495700729325,571.7591307266006,743.0310587898126,396.9127444280498,2087.1788005243834,141.15937988159962,478.9292773604868,120.79384036488001,4.948538192640001,760.3,1000.0,56.03426325,4422407081.099505,-154.6973592,0.0,0.0,0.0,0.0,-6.984919309616089e-10,0.0,0.0,745.5274682008312,1094.003940031218,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11426976084.166996
2021-08,0.032258,228.01130769927153,470.26400167418274,611.1328010287351,330.40442217951437,1744.7632395809633,141.1593798815998,502.72475418081774,120.79384036488001,4.948538192640001,760.3,1000.0,56.03426325,4424383879.345296,-134.0062573,0.0,0.0,0.0,0.0,9.313225746154785e-10,0.0,0.0,745.5274682008312,745.5274682001327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11433470622.186
2021-09,0.033333,235.55370597479404,473.8475636488389,615.789828271805,328.65199103554414,1739.4754199428312,211.73906982239876,776.5515136590573,181.19076054732,7.4228072889600005,760.3,1000.0,56.03426325,4424383879.345288,-152.33923190000002,35039.839081712445,0.0,0.0,0.0,2.3283064365386963e-10,0.0,0.0,1641.00591004735,745.5274682017625,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11433470622.185978
2021-10,0.032258,225.5377416103941,571.7555628128217,743.0264220982228,371.23878719760245,1916.4724296938602,369.499536,1837.5730096081556,422.7784412770801,17.319883674240003,760.3,1000.0,52.46850527,4308474300.301523,-208.8770601,220549.46008178842,0.0,0.0,0.0,4.656612873077393e-10,0.0,0.0,2609.3461387029165,36680.84499176003,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,10289879491.013222
2021-11,0.033333,195.4222373869105,874.408253250014,1136.3395096135037,506.5896703715612,2624.194853322861,369.499536,2302.848376334665,543.5722816419601,22.26842186688,760.3,1000.0,52.46850527,4106804151.032419,-285.8352463,337622.9540451373,0.0,0.0,0.0,0.0,0.0,0.0,4923.017730142048,223158.8062204918,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,8263892695.710344
2021-12,0.032258,218.0359100091291,883.009651588962,1147.5174790964566,525.5849950743382,3641.1993752529243,369.499536,2439.452285074987,603.9692018243999,24.742690963200005,760.3,1000.0,52.46850527,4056477679.750673,-317.8384329,425485.4138311264,0.0,0.0,0.0,4.656612873077393e-10,0.0,0.0,52284.43734100416,342545.9717752793,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7774848288.3366165
