Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,EficienciaAplicacionGarzasySuizas,uno_recorder,TasaDeDescuento,CostosTotales,IngresosTotales
2021-01,0.032258,168.44460437213306,864.1469656263816,1123.0044267126934,482.05942288585453,3714.048527900373,369.499536,2894.4099426840207,603.9692018243996,24.742690963200005,760.3,1000.0,60.86432238,0.0,4036874265.3260107,-330.4318501,443792.3130087007,0.0,7.275957614183426e-12,0.0,0.0,0.0,0.0,6357.257117902671,434374.3989266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-02,0.035714,153.55143442733623,858.4821600391963,1115.642713944004,473.7758182431704,2495.6108433687473,369.499536,2560.667476573228,543.5722816419601,22.26842186688,760.3,1000.0,60.86432238,0.0,4022700236.70342,-307.0944659,446733.7537320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,450149.57012660336,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-03,0.032258,114.84378489097878,607.8099757443645,789.8810277789835,336.323920132147,1581.1031983536661,369.499536,1671.0368042274808,362.38152109463977,14.845614577920001,760.3,1000.0,60.86432238,0.0,4012968799.153272,-188.77545980000002,264702.21660522034,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,457750.24090914987,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-04,0.033333,135.45015521457358,411.5047038278356,534.7720033672559,248.29416056790686,1274.4765633583888,282.3187597632,7885.830879003287,1746.1788581589763,848.8725266729796,760.3,1000.0,59.93978620000001,0.0,4025056066.7748594,-457.54993949999994,159012.32042000146,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,268516.5708759619,16534956.991844606,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-05,0.032258,177.89492597167543,734.7098934342073,954.794144394363,440.11485140313164,2179.8173919394753,141.1593798816,479.0675183095794,120.79384036488001,4.948538192640001,760.3,1000.0,59.93978620000001,0.0,4073903423.937662,-170.75476899999998,9169.288201740128,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,162287.22911255585,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-06,0.033333,279.241019767572,799.0473724801342,1038.4040818773228,527.11229744583,2718.7445176686747,141.1593798816,4495.183904066976,1090.4541086320596,545.6410348650929,760.3,1000.0,59.93978620000001,0.0,4380255543.613169,-386.6299325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,10440.73962532066,10656244.083454762,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-07,0.032258,254.517879533989,522.2875143471837,678.7400916272458,355.83302637611604,1827.047680345626,141.1593798816,478.92927736048676,120.79384036488001,4.948538192640001,760.3,1000.0,56.03426325,0.0,4419566542.164042,-140.92560590000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-08,0.032258,313.6801311251024,569.3758156768307,739.9338155457743,419.78361384109513,2240.6297372209297,141.1593798816,499.68325697961126,120.79384036488001,4.948538192640001,760.3,1000.0,56.03426325,0.0,4421448679.260485,-162.9003859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-09,0.033333,401.82903132231894,571.2552138187032,742.3761922673639,448.3074839446642,2421.645268087019,211.73906982239993,785.070495694767,181.19076054732002,7.4228072889600005,760.3,1000.0,56.03426325,0.0,4421448679.260485,-192.356706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-10,0.032258,395.6899398073287,593.0183688547979,770.6585567457877,454.5208006309849,2461.5371103713096,369.4995360000001,1893.0561648736505,422.7784412770801,17.319883674240003,760.3,1000.0,52.46850527,0.0,4419566542.164042,-237.9974764,170565.83190609043,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,2456.1815194158007,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-11,0.033333,314.2931387812958,919.6223142689181,1195.0975596832418,582.9414003456668,4938.515201785563,369.499536,2432.3854233125994,543.5722816419601,22.26842186688,760.3,1000.0,52.46850527,0.0,4202514674.6037674,-377.2632875,336704.76094500325,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,175015.9118886223,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2021-12,0.032258,208.27586633383908,879.2972946950102,1142.6930760825276,503.34715708948085,4193.858893435547,369.49953599999986,2718.723467294753,603.9692018243999,24.742690963200005,760.3,1000.0,52.46850527,0.0,4094262838.8409157,-343.36091170000003,426700.0602087007,0.0,7.275957614183426e-12,0.0,0.0,0.0,0.0,6357.257117902671,344073.3055032506,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,0.0,0.0
2022-01,0.032258,170.051532721818,864.7581826661813,1123.7987353993876,479.65756366806016,3489.6908542837973,369.49953599999986,2668.0098951010536,603.9692018243999,24.742690963200005,760.3,1000.0,61.3262537,0.0,4038057666.2577667,-315.9333338,436285.8810087007,0.0,7.275957614183426e-12,0.0,0.0,0.0,0.0,6357.257117902671,433057.3173266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-02,0.035714,153.40617087903354,858.4269073312319,1115.5709101443033,470.9910118435201,2434.0949803319368,369.49953599999986,2313.3802016111076,543.5722816419601,22.26842186688,760.3,1000.0,61.3262537,0.0,4029444783.603902,-295.7461058,443346.6145320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,442643.1381266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-03,0.032258,126.68374423789916,644.8320098637182,837.9931080798222,358.0797201843425,1725.718189357132,369.4995360000001,1463.506338896807,362.38152109464,14.845614577920001,760.3,1000.0,61.3262537,0.0,4016023078.1326213,-190.42938669999998,286392.41820522037,0.0,0.0,0.0,599986.4305054306,0.0,0.0,32948.4342707416,454363.1017091499,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-04,0.033333,185.05770003721437,651.3694109607325,846.4888046027185,395.446178603852,1982.8286263586847,282.3187597632,1187.1829755545293,299.50972812792503,42.19500324172483,760.3,1000.0,60.34939391,0.0,3114149837.7102685,-195.74461540000001,122281.00202000148,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,919327.2829813926,636544.0506202233,1.574074074074074e-05,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-05,0.032258,282.60404787811683,907.568965022616,1179.4335984605118,581.2888122534528,3188.7454616734576,141.1593798816,479.0675183095792,120.79384036488001,4.948538192640001,760.3,1000.0,60.34939391,0.0,4153750457.3069897,-222.1160126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,125555.91071255588,0.0,1.574074074074074e-05,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-06,0.033333,331.8750401182127,762.4728526162402,990.8735698859139,520.413227498179,2746.896162141442,141.1593798816,6347.579645920661,1493.5968831818982,770.4375748701241,760.3,1000.0,60.34939391,0.0,4421448679.260485,-470.17210939999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,1271.4514235805327,15086649.192,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-07,0.032258,570.4176592984319,1017.0425370758401,1321.7002624818433,714.1002063390719,4652.722580570601,141.15937988159996,478.9292773604868,120.79384036488001,4.948538192640001,760.3,1000.0,52.713676,0.0,4419566542.164042,-291.70232930000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-08,0.032258,435.05715209489273,779.9086033183206,1013.5322448571351,560.4765099054994,2916.0599992506836,141.15937988159996,538.1201745706327,120.79384036488001,4.948538192640001,760.3,1000.0,52.713676,0.0,4421448679.260485,-208.4155175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-09,0.033333,402.50614436318875,743.362235818066,966.0383183427887,524.9610467169356,2788.9456677916023,211.7390698223999,840.2323417129447,181.19076054732,7.4228072889600005,760.3,1000.0,52.713676,0.0,4421448679.260485,-222.2110591,6216.936315001076,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-10,0.032258,348.70620739014726,932.7117631220641,1212.107986832815,594.5606008780032,3180.6683347384915,369.499536,2004.1883450680525,422.7784412770801,17.319883674240003,760.3,1000.0,48.34343936,0.0,4401547262.594745,-292.98461380000003,239822.34390609042,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,8673.117834416877,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-11,0.033333,253.51873710007683,896.5059967028159,1165.0566893352077,528.3359354028671,4435.18175985332,369.499536,2583.4057577341587,543.5722816419601,22.26842186688,760.3,1000.0,48.34343936,0.0,4113618760.625731,-359.9079088,379160.6841450032,0.0,0.0,0.0,0.0,0.0,0.0,7368.544558247384,244272.4238886223,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2022-12,0.032258,212.56040931618233,880.926975176688,1144.8109315722184,504.0331407240191,4200.253950056096,369.499536,2862.8022289466326,603.9692018243999,24.742690963200005,760.3,1000.0,48.34343936,0.0,4053244502.758587,-348.502503,420917.8266087007,0.0,7.275957614183426e-12,0.0,0.0,0.0,0.0,6357.257117902744,386529.2287032506,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,0.0,0.0
2023-01,0.032258,158.1715041903216,860.239462536792,1117.9264209549324,474.112480637376,3490.1366987364404,369.499536,2829.5835025164156,603.9692018243999,24.742690963200005,760.3,1000.0,62.23045539,0.0,4043253016.8190904,-320.2697349,444105.8586087007,0.0,7.275957614183426e-12,0.0,0.0,0.0,0.0,6357.257117902569,427275.0837266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-02,0.035714,143.62659509663519,854.7071211516239,1110.7368523829637,466.64839487750396,2216.198996883557,369.499536,2490.3744958376906,543.5722816419599,22.26842186688,760.3,1000.0,62.23045539,0.0,4022418515.2404613,-293.48453939999996,447355.7473320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.48717706919,450463.11572660325,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-03,0.032258,121.37401604386079,600.8430190000382,780.8271011023758,334.4278801885024,1595.6604526852705,369.499536,1608.881154116028,362.38152109464,14.845614577920001,760.3,1000.0,62.23045539,0.0,4012407929.9755993,-186.7331885,255417.67260522037,0.0,0.0,0.0,0.0,0.0,0.0,3814.3542707416054,458372.23450914986,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-04,0.033333,127.40142396833282,493.8161309660315,641.740031633409,285.9944052160145,1409.593307495179,282.3187597632,4453.673928239875,1031.2511805987317,450.22153150425146,760.3,1000.0,60.37126433,0.0,4038959708.002717,-305.864235,155098.31402000148,0.0,0.0,0.0,0.0,0.0,0.0,3274.908692554407,259232.02687596198,8678139.420352416,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-05,0.032258,158.593197374568,562.900943043052,731.5193780491803,340.92694278269306,1740.2966154603487,141.15937988159996,479.0675183095794,120.79384036488001,4.948538192640001,760.3,1000.0,60.37126433,0.0,4082411743.628919,-138.0708965,9139.653001740124,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805946,158373.22271255587,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-06,0.033333,212.4447191433072,687.8291494556798,893.8701521689097,439.5233248608549,2302.133548447462,141.1593798816,3333.386637608625,817.907364376349,393.6661788932029,760.3,1000.0,60.37126433,0.0,4380388680.099521,-307.3942745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462772617,10411.104425320718,7661045.944492219,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-07,0.032258,219.4377143115168,533.7581440898658,693.6467782102128,352.9724275951984,1800.6026964635992,141.15937988159996,478.9292773604868,120.79384036488001,4.948538192640001,760.3,1000.0,53.95991086,0.0,4419566542.164042,-140.20129369999998,5455.211401740118,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235804781,1637.4543462772617,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-08,0.032258,231.45046100668802,459.89233790437754,597.6542785213695,320.41484631282174,1676.3999615501377,141.15937988159996,497.577587397406,120.79384036488001,4.948538192640001,760.3,1000.0,53.95991086,0.0,4396941077.545663,-130.65429450000002,911.4354017401347,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805364,6726.662825320596,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
2023-09,0.033333,306.12721553948165,561.28015960921,729.4130847410418,408.47625773913074,2184.2717025804186,211.73906982239993,769.0917057926458,181.19076054732,7.4228072889600005,760.3,1000.0,53.95991086,0.0,4417354044.943011,-178.63197250000002,8655.14431500109,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158335,2182.886825320671,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,0.0,0.0
