Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,144.21603747701374,854.8818462642678,1110.9639168555152,495.6239756664039,2774.255900959066,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-176.26209780000002,93722.22064228331,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,108.24384639878272,645.7286468308426,839.1583349721082,375.2119806233,1820.8125759610707,141.1593798816,494.42914340069217,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4193852238.2368665,-129.2240813,34278.330766225285,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,95910.22852234662,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,9145903583.806255
2020-06,0.033333,189.06247609137188,652.2491644371651,847.6320905109593,418.1724040213558,2156.047045037047,141.1593798816,504.55971653681183,120.79384036487994,4.948538192640001,760.3,1000.0,63.47134386,4251627344.8835034,-164.4536062,0.0,0.0,0.0,-5.820766091346741e-11,1.1641532182693481e-10,2.9103830456733704e-11,0.0,1094.0039400315673,35023.858234426174,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9709288473.679768
2020-07,0.032258,346.6472277668558,734.4366055431068,954.4389924078599,531.415612297561,2847.8596539061773,141.1593798816,520.9110568220416,120.79384036488001,4.948538192640001,760.3,1000.0,61.46255363,4422407081.099504,-200.6434545,1.4551915228366852e-11,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,1094.0039400316546,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166988
2020-08,0.032258,521.9800113815438,682.8355552496023,887.3807138885045,543.3907001604197,3079.464324171002,141.1593798816,545.6296088715133,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4424383879.345291,-210.99709669999996,1.4551915228366852e-11,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,745.527468200904,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-09,0.033333,387.46629518783135,667.1783707642347,867.033379249448,527.1808274684656,2816.714515325631,211.73906982239993,853.4889351553493,181.19076054732,7.4228072889600005,760.3,1000.0,61.46255363,4424383879.345291,-271.02335669999997,0.0,0.0,0.0,1.1641532182693481e-10,0.0,0.0,0.0,1641.00591004735,745.527468200904,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-10,0.032258,431.3232416097918,964.135724042065,1252.945076612362,659.8818049466688,3306.328585218437,369.4995359999999,2125.5578568077963,442.32834426269994,28.221109805624106,760.3,1000.0,58.52017092,4422407081.0995035,-353.0651651,124936.10968178842,0.0,0.0,2.3283064365386963e-10,0.0,1.1641532182693481e-10,0.0,2609.3461387029165,1641.0059100474664,214846.93643776764,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166992
2020-11,0.033333,327.349047616931,924.5881881177168,1201.550973901569,584.40661578727,5078.398517533893,369.499536,3225.8733712562084,665.6778445858022,90.35573434765692,760.3,1000.0,58.52017092,4244482392.6017017,-431.12227879999995,289830.6212451373,0.0,0.0,-4.656612873077393e-10,0.0,0.0,0.0,4923.017730142048,127545.45582049168,1341899.5551942158,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9637978874.800678
2020-12,0.032258,211.8826024988077,880.6691480695822,1144.475871687588,506.4907659144024,5991.8003999042185,369.499536,2928.109059651814,603.9692018243999,24.742690963200005,760.3,1000.0,58.52017092,4108276941.385681,-409.68354700000003,373852.5146311264,0.0,0.0,0.0,0.0,0.0,0.0,3727.637341004156,294753.6389752789,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8291826488.293722
