Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,87.27365926619704,833.2426230823874,1082.842608339132,453.6921800005094,2130.5603305216528,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-136.0890134,151921.6926422833,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,106.36119332688831,614.5538974105863,798.6451086423364,356.12171773146906,1735.8496299499582,141.1593798816,483.4470163267839,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4051924623.990311,-123.22257169999999,33306.417166225285,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,154109.70052234663,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,7729406895.988554
2020-06,0.033333,161.56560484870187,584.0100327197813,758.9517501962713,375.6454080870069,1958.6547590059374,141.1593798816,2904.413254326995,711.3773744762825,334.26396546386314,760.3,1000.0,63.47134386,4256525612.143872,-370.983221,0.0,0.0,0.0,5.820766091346741e-10,1.1641532182693481e-10,0.0,0.0,1094.0039400315673,34051.944634426174,6490316.760536131,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9758175220.54148
2020-07,0.032258,333.7568844949584,675.0242271630667,877.2294822478007,498.09675469980095,2654.9758610151316,141.15937988159996,478.92927736048676,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4422407081.099498,-186.56359009999997,0.0,0.0,0.0,-1.7462298274040222e-10,0.0,0.0,0.0,745.5274682008312,1094.0039400322657,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.16698
2020-08,0.032258,444.58912132197054,652.5503580146744,848.023507404491,527.9213313391974,3021.1305269688282,141.1593798816,512.7784338022329,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4424383879.345294,-202.363419,-1.4551915228366852e-11,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,745.5274682006566,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-09,0.033333,455.18318462769406,636.5647610044103,827.2493834183482,519.7560519764463,2878.2081064008744,211.7390698223999,815.6437282181465,181.19076054732,7.4228072889600005,760.3,1000.0,61.46255363,4424383879.345291,-217.75461620000002,0.0,0.0,0.0,1.1641532182693481e-10,0.0,0.0,0.0,1641.00591004735,745.5274682008749,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.185991
2020-10,0.032258,340.60835839738286,871.9526007993377,1133.1482601128143,569.0376372853656,3012.5999964493512,369.499536,1963.9029905771865,422.7784412770801,17.319883674240003,760.3,1000.0,58.52017092,4422407081.0995035,-280.66895519999997,176493.5816817884,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.0,2609.3461387029165,1641.0059100474664,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166992
2020-11,0.033333,248.35362602673524,894.5412995072928,1162.5034620075814,529.7047239251642,4996.364640598759,369.499536,2529.2316752367806,543.57228164196,22.26842186688,760.3,1000.0,58.52017092,4170242319.9024234,-376.52960989999997,329069.61324513727,0.0,0.0,6.984919309616089e-10,0.0,2.3283064365386963e-10,0.0,4923.017730142048,179102.92782049155,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8897032036.229939
2020-12,0.032258,180.00970366500673,868.5458873405181,1128.721056816413,487.55323898160225,4354.506840724671,369.499536,2814.280991044943,603.9692018243999,24.742690963200005,760.3,1000.0,58.52017092,4065748136.160629,-349.4125004,384247.38503112644,0.0,0.0,0.0,0.0,0.0,0.0,3727.637341004156,333992.63097528025,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,7867371303.459316
