Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,150.62133444235394,857.3159850363799,1114.127208199521,501.38419484120067,2869.1744427307876,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-183.144911,102535.88464228332,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,143.46218353400818,785.1252860668907,1020.3115984305791,466.58198436475277,2274.1457107948418,141.1593798816,495.76667929055844,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4172358876.5051527,-158.3043358,16829.677966225296,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,104723.89252234662,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,8931390884.042624
2020-06,0.033333,139.91401636104501,530.3336343496853,689.1964477102892,328.39933126010146,1641.407130329419,141.1593798816,511.92852925702516,120.79384036487994,4.948538192640001,760.3,1000.0,63.47134386,4339565372.242907,-133.5155218,28055.934321141656,0.0,0.0,-5.820766091346741e-11,1.1641532182693481e-10,2.9103830456733704e-11,0.0,1094.0039400315673,17575.205434426185,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,10586946603.488285
2020-07,0.032258,254.19456252824577,543.3048974272267,706.0532862291575,377.23324947535286,1954.7975793579294,141.1593798816,520.7987094804854,120.79384036488001,4.948538192640001,760.3,1000.0,61.46255363,4285570381.8367457,-149.6984638,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,29149.93826117331,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,10061288847.707928
2020-08,0.032258,249.49119699211494,430.42927068037983,559.3654732217991,342.9398990885938,1810.7975812312989,141.1593798816,536.2093413423971,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4424383879.345291,-135.8464939,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,745.5274682008894,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-09,0.033333,317.9228877701032,445.0894008033146,578.4170832824863,362.1453278237297,1987.1117465819405,211.73906982239993,821.5966767266316,181.19076054732,7.4228072889600005,760.3,1000.0,61.46255363,4424383879.345291,-164.4215887,0.0,0.0,0.0,1.1641532182693481e-10,0.0,0.0,0.0,1641.00591004735,745.5274682008894,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-10,0.032258,290.09467583787176,509.10686084380933,661.6111392383126,376.5217305427991,2026.4155868567568,369.499536,1947.2301531146913,422.7784412770801,17.319883674240003,760.3,1000.0,58.52017092,4422407081.0995035,-214.93161519999998,187290.98968178843,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.0,2609.3461387029165,1641.0059100474664,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166992
2020-11,0.033333,248.16331302419107,894.4689115957731,1162.4093901097324,545.4689197552829,3723.430421853211,369.499536,2478.1276815751085,543.5722816419599,22.26842186688,760.3,1000.0,58.52017092,4154694615.102549,-334.8530225,303523.2932451373,0.0,0.0,-2.3283064365386963e-10,0.0,2.3283064365386963e-10,0.0,4923.017730142048,189900.33582049157,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8741859468.374813
2020-12,0.032258,167.31984161615722,863.7191375981661,1122.4484416908524,487.54564937543284,3654.2317086650537,369.499536,2724.967448915197,603.9692018244,24.742690963200005,760.3,1000.0,58.52017092,4093436270.134531,-325.4166714,382221.5642311264,0.0,0.0,0.0,0.0,0.0,-1.1641532182693481e-10,3727.637341004156,308446.31097527937,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8143710409.658551
