Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Caudal_Remanente_mensual,segundosdelmes_recorder
1991-06,0.033333,1802.9637331881108,1600.1538335999999,2079.484057728,817.34220288,11878.626624916616,141.1593798816,10655.990856000002,2201.1706011818997,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,43138172.96546145,1.574074074074074e-05
1991-07,0.032258,1802.9637331499046,1485.8571312000001,1930.9494821760004,817.34220288,11878.626624916616,141.1593798816,10655.990856,2201.1206018354756,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,37424198.84681026,1.574074074074074e-05
1991-08,0.032258,1928.1186842898808,1485.8571312,1930.9494821760002,817.34220288,10531.375192360883,141.1593798816,10655.990856,2201.0183799225306,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,24302395.386806,1.574074074074074e-05
1991-09,0.033333,1957.4108782528708,1417.624285801248,1842.277311262967,817.34220288,8733.374957737897,211.73906982239993,9157.11424327629,1891.2843352497878,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,18793360.039534975,1.574074074074074e-05
1991-10,0.032258,1956.1606383738067,1396.20470278248,1814.4414366892704,817.34220288,7262.448614671442,369.499536,5974.995469018828,1233.810252183453,469.55952787807826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,8912970.0569347,1.574074074074074e-05
1991-11,0.033333,1932.808333801103,1485.8571312,1930.9494821760002,817.34220288,9211.154517470684,369.499536,6674.46865573971,1378.097029126473,487.6079681171349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,9171149.62209432,1.574074074074074e-05
1991-12,0.032258,1950.6823911717827,1485.8571312,1930.9494821760002,817.34220288,9717.600403408876,369.499536,7332.269692566952,1513.791395459235,532.0688643698221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,9998643.530319018,1.574074074074074e-05
1992-01,0.032258,1982.53913460086,1600.1538335999999,2079.484057728,817.34220288,9267.445180556248,369.499536,6011.726529955846,1240.8871343433027,379.8946533350488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,6999516.3998827115,1.574074074074074e-05
1992-02,0.035714,2010.8720854792223,1600.1538335999999,2079.484057728,817.34220288,6995.520943225516,369.499536,4199.6953362083905,866.6585315051142,202.42462378203854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,3550610.5088768816,1.574074074074074e-05
1992-03,0.032258,2010.8720854792223,1600.1538335999999,2079.484057728,817.34220288,5863.654667683168,369.499536,4050.338833457938,836.0065962778849,278.9438072832285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,5204982.167843765,1.574074074074074e-05
1992-04,0.033333,1987.0156517540265,1600.1538335999999,2079.484057728,817.34220288,7806.152145692511,282.3187597632,7127.911067307193,1472.0388460663937,696.0092482372863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,13522249.368874473,1.574074074074074e-05
1992-05,0.032258,1947.13133661515,1557.4828863956159,2024.030917800798,817.34220288,12385.390940462003,141.15937988159996,10655.990856,2201.0856717345696,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,49324028.33809033,1.574074074074074e-05
1992-06,0.033333,2010.8720854792223,1600.1538335999999,2079.484057728,817.34220288,12385.390940462003,141.15937988159996,10655.990856,2201.1706011818983,850.4752032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,50822445.36595556,1.574074074074074e-05
