Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,ProduccionBase_recorder,dolar_recorder,mil_recorder,BeneficiosTotales,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,EficienciaAplicacionGarzasySuizas,uno_recorder,TasaDeDescuento,BeneficioMgHe_recorder
2020-01,0.032258,127.46474030558657,848.5597528365821,1102.74802397179,489.14247149495543,3749.8614788201066,369.499536,2782.640484450725,603.9692018243995,24.742690963200005,-327.82318,760.3,1000.0,0.0,428865.50340870186,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,428383.42292660405,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,63.82338332
2020-02,0.035714,119.1664118425034,845.4033788780683,1098.6461500212147,478.92614445038953,2607.746194413604,369.499536,2446.67216987312,543.572281641959,22.26842186688,-306.7290458,760.3,1000.0,0.0,437233.8145320817,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069212,435222.76052660454,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,63.82338332
2020-03,0.032258,87.6931536764795,605.3860478934884,786.7310060641089,341.93639518590635,1642.2909156576304,369.499536,1577.1880716234898,362.38152109463977,14.845614577920001,-188.864342,760.3,1000.0,0.0,254332.2294052207,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,448250.3017091509,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,63.82338332
2020-04,0.033333,107.49620404526287,519.1009489919073,674.598982368833,308.7592861723045,1534.792698917701,282.3187597632,1017.6945083755805,241.58768072975988,9.897076385280002,-160.4196666,760.3,1000.0,0.0,156930.33962000103,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,258146.58367596232,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,63.47134386
2020-05,0.032258,239.78265772013077,891.2813039973415,1158.2669264015285,578.7529107948425,3251.707640966566,141.15937988159996,503.55568331395625,120.79384036488017,4.948538192640001,-223.644935,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,160205.24831255543,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,63.47134386
2020-06,0.033333,398.45147931704787,951.6330107429499,1236.6971431712623,671.7417385940229,3772.4210924658605,141.1593798816,530.9933258387329,120.79384036487961,4.948538192640001,-261.9493207,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,63.47134386
2020-07,0.032258,429.9808075653917,963.6255922295721,1252.2821334945543,681.6544453635368,3780.7116692297923,141.15937988159996,558.2768797013526,120.79384036488011,4.948538192640001,-243.15980530000002,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,61.46255363
2020-08,0.032258,466.9766217077511,820.5570784880656,1066.3570760149419,603.2092988503871,2859.6405036169044,141.15937988159996,3435.6211760212213,716.6930368924247,337.2280332691658,-409.1212833,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,6548734.123838935,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,61.46255363
2020-09,0.033333,370.11239513929087,625.6869161049669,813.113051913308,454.0696457029426,2265.998575301073,211.73906982239993,3055.699196859052,630.8392051788742,258.1513852342935,-302.2294818,760.3,1000.0,0.0,9714.408315001987,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,4941486.9666696265,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,61.46255363
2020-10,0.032258,315.9648868214097,730.2814603463987,949.0391627085739,488.75206036386675,3127.876672256926,369.499536,2049.0477414023444,422.7784412770802,17.319883674240025,-272.62041039999997,760.3,1000.0,0.0,225828.1359060905,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,12170.589834417788,4.656612873077393e-10,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,58.52017092
2020-11,0.033333,241.0096745554795,891.748015476572,1158.873442512817,531.8921524066245,4918.582331064488,369.499536,2634.7990743886476,543.5722816419601,22.268421866880068,-376.8622297,760.3,1000.0,0.0,376570.6713450034,0.0,0.0,0.0,0.0,0.0,0.0,7368.544558247406,230278.21588862236,1.3969838619232178e-09,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,58.52017092
2020-12,0.032258,172.15899699660784,865.5597835390413,1124.840457889295,486.0488877866667,4613.257957705796,369.499536,2928.109059651814,603.9692018243999,24.742690963200005,-358.5541007,760.3,1000.0,0.0,437592.5946087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,383939.21590325085,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.9433962264150942,58.52017092
2021-01,0.032258,142.3439867298344,854.2192647268838,1110.1028573029876,470.5724158724755,3235.6990709387387,369.499536,2893.5971867150697,603.9692018243999,24.742690963200005,-312.97380669999995,760.3,1000.0,0.0,445885.6122087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,443949.8517266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,60.86432238
2021-02,0.035714,129.89301968285284,849.4833808629359,1103.9483271649854,464.6596261531391,2116.2458289887495,369.499536,2549.4014653365543,543.5722816419601,22.26842186688,-291.6486341,760.3,1000.0,0.0,446890.2241320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,452242.86932660337,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,60.86432238
2021-03,0.032258,105.01111851927838,589.4480248515433,766.0187069516779,326.77911712345434,1553.753066568909,369.499536,1656.0403970684945,362.38152109464,14.845614577920001,-186.4100519,760.3,1000.0,0.0,261957.80700522038,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,457906.71130914986,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,60.86432238
2021-04,0.033333,115.94308862109598,399.329628350616,518.9498525059518,238.3304670827136,1219.1360211787764,282.3187597632,6705.818036188995,1501.9662096741663,712.6970526956744,-388.274657,760.3,1000.0,0.0,161702.98922000147,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,265772.16127596196,13851141.148619799,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,59.93978620000001
2021-05,0.032258,330.7927610550816,925.898155702992,1203.2533456689082,634.4811509089535,4417.297799982578,141.1593798816,479.06751830957927,120.79384036488001,4.948538192640001,-267.4061172,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,164977.89791255587,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,59.93978620000001
2021-06,0.033333,353.8601795505744,689.484761019288,896.0217064632664,497.8165721526143,2709.5206009809935,141.1593798816,8020.12682215982,1841.4108017270707,850.4752032,-534.6117349,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,1271.4514235805327,18909008.561497185,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,59.93978620000001
2021-07,0.032258,325.7830259933041,915.8221169511213,1190.1590034190601,582.6787690406084,2890.9069994873425,141.15937988159993,478.9292773604868,120.79384036488001,4.948538192640001,-208.2288071,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,56.03426325
2021-08,0.032258,358.5528934892783,693.1002592605699,900.7202365643222,489.86300943162024,2592.163312262133,141.15937988159993,513.6541022809173,120.79384036488001,4.948538192640001,-196.4020958,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,56.03426325
2021-09,0.033333,366.9842530579104,625.2059613721894,812.4880259449925,453.2712999339589,2415.9645503949837,211.73906982239993,807.4687622705378,181.19076054732,7.4228072889600005,-195.306461,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,56.03426325
2021-10,0.032258,355.5754992133343,731.9378099876476,951.1916761736398,503.9667881315528,2664.1408867840546,369.499536,1930.7408862038715,422.7784412770801,17.319883674240003,-255.28980950000002,760.3,1000.0,0.0,214797.44790609047,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,2456.1815194158007,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,52.46850527
2021-11,0.033333,292.1637622497264,911.205124114968,1184.158978424073,561.1029897110401,4442.352390792735,369.499536,2479.969333514306,543.5722816419601,22.26842186688,-359.35618860000005,760.3,1000.0,0.0,357476.18494500325,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,219247.52788862234,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,52.46850527
2021-12,0.032258,224.80203224080796,885.58323233796,1150.8619826225806,516.097598151744,5107.224877804912,369.499536,2752.6784045210884,603.9692018243999,24.742690963200005,-374.45035110000003,760.3,1000.0,0.0,420844.9050087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,364844.7295032506,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8899964400142398,52.46850527
2022-01,0.032258,162.44202412152,861.8638091724001,1120.037344831152,477.0098614439424,3524.758518197289,369.499536,2737.416170608831,603.9692018243999,24.742690963200005,-318.68674189999996,760.3,1000.0,0.0,443463.9066087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,427202.16212660336,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,61.3262537
2022-02,0.035714,145.75709724127202,855.51748477164,1111.7899625236275,467.7810949469952,2272.9983621367514,369.499536,2391.1561230484126,543.5722816419601,22.26842186688,-292.76687210000006,760.3,1000.0,0.0,447134.3905320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,449821.1637266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,61.3262537
2022-03,0.032258,125.33753131716958,645.1328069105928,838.3840096609407,358.91088254225303,1708.706583534213,369.499536,1524.7330172830652,362.38152109464,14.845614577920001,-192.99774630000002,760.3,1000.0,0.0,257877.56700522036,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,458150.8777091499,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,61.3262537
2022-04,0.033333,166.8733083189216,654.541224666604,850.6107433169508,391.56462253394665,1958.112538716161,282.31875976319986,1968.3981112476088,485.16490367941805,145.71823057627003,-234.08393340000003,760.3,1000.0,0.0,127339.98122000147,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,261691.92127596197,2676832.7277759933,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,60.34939391
2022-05,0.032258,152.63941046919837,583.1824705558249,757.8762896432978,348.8607845883459,1732.8652607180113,141.15937988159993,479.0675183095794,120.79384036488001,4.948538192640001,-141.5775448,760.3,1000.0,0.0,39102.22260174014,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,130614.88991255587,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,60.34939391
2022-06,0.033333,358.38161193463196,936.3919264448401,1216.8905526079634,632.332416639168,3468.3092450199224,141.15937988159993,492.19034306232777,120.79384036488001,4.948538192640001,-246.3609438,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,40373.67402532067,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,60.34939391
2022-07,0.032258,296.2164240631727,689.2544076944682,895.7223502035438,465.39929762139866,2419.5936940351326,141.15937988159993,528.6135135991219,120.79384036488001,4.948538192640001,-179.1401802,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,52.713676
2022-08,0.032258,344.83384195001275,850.3515618766944,1105.0765740493935,571.1282281747336,2984.8362490516342,141.15937988159993,546.8732699470515,120.79384036488001,4.948538192640001,-214.4141549,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,52.713676
2022-09,0.033333,320.8218707876688,641.9618140525865,834.2631376816774,438.01616911376306,2274.1345283617757,211.73906982239993,847.4431442366599,181.19076054732,7.4228072889600005,-190.71138919999999,760.3,1000.0,0.0,24897.480315001085,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,52.713676
2022-10,0.032258,294.1645511702304,661.9505102775489,860.2394996174933,438.2195867626063,2281.645546020277,369.499536,2004.7130570845175,422.7784412770801,17.319883674240003,-236.03872880000003,760.3,1000.0,0.0,237479.17590609047,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,27353.661834416886,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,48.34343936
2022-11,0.033333,299.5504044996672,914.0147275544639,1187.8102058487668,567.0414673281794,3871.3986789357546,369.499536,2560.983577956927,543.5722816419601,22.26842186688,-343.6798516,760.3,1000.0,0.0,346239.86494500324,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,241929.25588862234,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,48.34343936
2022-12,0.032258,195.306046390224,874.36405852488,1136.2820762440226,498.9802144626431,3570.929232204114,369.499536,2832.2776995073823,603.9692018243999,24.742690963200005,-325.1232671,760.3,1000.0,0.0,430252.6554087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,353608.4095032506,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.8396192830323018,48.34343936
2023-01,0.032258,191.51481431807997,872.9220151296,1134.408065015808,495.95887008863997,3597.1987388524612,369.499536,2778.8977616362126,603.9692018243999,24.742690963200005,-324.7310841,760.3,1000.0,0.0,433072.6650087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,436609.9125266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,62.23045539
2023-02,0.035714,155.6804092990608,845.939198957592,1099.342476392957,466.30353813920414,2169.453561710014,369.499536,2444.451952884367,543.5722816419601,22.26842186688,-291.386816,760.3,1000.0,0.0,444304.0129320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,439429.9221266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,62.23045539
2023-03,0.032258,119.7753882004944,518.3827168060973,673.6656018720475,289.88565239053503,1375.371730819571,369.499536,1569.8475585683636,362.38152109464,14.845614577920001,-171.8919177,760.3,1000.0,0.0,263365.9542052204,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,455320.5001091499,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,62.23045539
2023-04,0.033333,194.48319377535833,672.065957056588,873.3850546710871,412.7254175612234,2098.2569715911477,282.3187597632,3483.2896104230513,834.9194791648791,340.7449639906383,-310.18633650000004,760.3,1000.0,0.0,102568.92842000147,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,267180.30847596197,6520519.272073202,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,60.37126433
2023-05,0.032258,304.1810163542304,915.776039738448,1190.0991236580232,596.1228921172222,3405.77065586444,141.15937988159996,479.0675183095794,120.79384036488003,4.948538192640001,-231.82616140000002,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,105843.83711255586,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,60.37126433
2023-06,0.033333,240.83789217713277,697.4143762353208,906.3266584493886,443.68258499427657,2264.6313790398476,141.1593798816,516.9423934928269,120.79384036488001,4.948538192640001,-179.40273249999998,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,60.37126433
2023-07,0.032258,461.0248380844128,953.0050971636999,1238.4802416320867,659.5460939666401,3438.254031247715,141.15937988159996,533.7000062467782,120.79384036488003,4.948538192640001,-243.30750049999997,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,53.95991086
2023-08,0.032258,535.7106074358719,839.1697249863987,1090.5451889655155,623.2445942017289,3471.18978815446,141.15937988159996,560.8874197154381,120.79384036488003,4.948538192640001,-237.56261380000004,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,53.95991086
2023-09,0.033333,563.9520310221599,823.9838844926827,1070.8103906312597,615.4878222832479,3070.764601586243,211.7390698224,4465.859218566238,927.0737340065888,423.3347924895765,-405.43142389999997,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,8197005.985486976,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,53.95991086
2023-10,0.032258,542.9675364616799,1006.6015333116001,1308.1316290051682,708.76704846528,3837.8959235205116,369.499536,4038.445942205087,833.7531504055927,246.48359061360975,-415.8877453,760.3,1000.0,0.0,116612.48790609045,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,2456.1815194158007,4516475.466635851,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,46.68164264
2023-11,0.033333,349.88764945860004,933.161139657,1212.69197527236,587.4379500931201,5285.594950578499,369.499536,3429.5352436743406,707.7508085323047,113.81604994798263,-432.97484699999995,760.3,1000.0,0.0,339793.56094500324,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,121062.56788862232,1804267.4460943178,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,46.68164264
2023-12,0.032258,262.76944352076,900.0246206862,1169.6293262435763,526.9165817465088,5740.129086263239,369.499536,2928.109059651813,603.9692018243998,24.742690963200005,-404.0569192,760.3,1000.0,0.0,411566.84100870066,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,347162.1055032506,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.7920936632380204,46.68164264
2024-01,0.032258,195.88499807785917,874.5842701715039,1136.568252859586,490.42166857205757,6161.843770992412,369.499536,2928.6088566104327,603.9692018243998,24.742690963200005,-412.4547637,760.3,1000.0,0.0,435174.8634087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,417924.09812660335,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.747258172866057,61.71510153
2024-02,0.035714,173.17116080336157,865.944772931592,1125.340771851236,478.9347023317247,3381.205629429005,369.499536,2635.7372874398075,543.5722816419601,22.26842186688,-339.6472026,760.3,1000.0,0.0,440479.6033320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,441532.12052660336,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.747258172866057,61.71510153
2024-03,0.032258,138.10602031047355,768.1786703108102,998.2885800449476,422.53792545854844,1990.1348785857788,369.499536,1731.5589192823438,362.38152109464,14.845614577920001,-220.30114869999997,760.3,1000.0,0.0,258246.14940522038,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,451496.0905091499,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.747258172866057,61.71510153
