Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,ProduccionBase_recorder,dolar_recorder,mil_recorder,BeneficiosTotales,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,EficienciaAplicacionGarzasySuizas,uno_recorder,TasaDeDescuento,BeneficioMgHe_recorder
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04,0.033333,1547.7209681197626,1388.24131218974,1804.092591824894,817.34220288,11878.62662491662,168.0625501387854,8637.226647071886,2677.3059599999997,850.4752032,-991.8204447999999,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7834979593753815e-09,3274.9086925542906,0.0,32903629.485931896,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,61.30931565
2019-05,0.032258,267.1862558755779,901.6744218284881,1171.7733295898615,655.1713537010476,12385.390940461999,141.15937988159996,10655.990856,2201.0856717345696,850.4752032000002,-942.8983532999999,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,3274.908692550507,29842041.052673295,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9999,0.10305551897101596,61.30931565
2019-06,0.033333,291.2026564414186,910.8267585973911,1183.667272536005,659.8462736613146,5365.644452231933,141.15937988159996,6622.088016525564,1367.8371612316994,700.3126659021608,-574.7470737000001,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,1271.4514235805327,13704591.643778926,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,61.30931565
2019-07,0.032258,296.3665248329844,912.7979699323125,1186.2289653303533,660.8531482386182,4529.401023081886,141.15937988159996,5470.313812059768,1129.8508510596942,567.6090619371167,-480.4693853999999,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,11089201.18929979,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,59.84890967
2019-08,0.032258,394.6459438431288,950.1822746067766,1234.8118352691115,679.9486684905804,4230.439401159109,141.15937988159996,5622.814140948493,1161.2525172480646,585.1189526139891,-483.8820359,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,11434295.064424148,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,59.84890967
2019-09,0.033333,273.64172146054847,904.1591438483927,1175.002356524511,626.3000575235493,3358.8807727241333,211.73906982239993,3635.181745380559,750.5501166130853,324.9034155077081,-375.3415265,760.3,1000.0,0.0,7474.920315001073,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,6257070.097630999,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,59.84890967
2019-10,0.032258,215.98764132174716,882.2303261132171,1146.5047046565473,564.3216574810945,3674.543883279767,369.499536,2049.0477414023435,422.7784412770801,17.319883674240003,-301.3617784,760.3,1000.0,0.0,243163.43190609047,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,9931.101834416873,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,58.75401709
2019-11,0.033333,201.05433418655866,876.5504270660213,1139.12337714282,544.3385549492286,4241.386718450381,369.499536,2634.7990743886476,543.5722816419601,22.26842186688,-347.8884584,760.3,1000.0,0.0,367800.3801450032,0.0,0.0,0.0,0.0,0.0,0.0,7368.544558247406,247613.51188862234,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,58.75401709
2019-12,0.032258,157.0439481155532,749.7785779474367,974.376692370826,455.16250942625067,2233.598314612216,369.499536,2904.0063179455674,603.9692018243999,24.742690963200005,-258.0241838,760.3,1000.0,0.0,422026.1658087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,375168.92470325064,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.10305551897101596,58.75401709
2020-01,0.032258,127.46474030558657,848.5597528365824,1102.7480239717904,489.14247149495577,3995.18737146998,369.499536,2825.1602707716197,603.9692018244008,24.742690963200005,-327.82318,760.3,1000.0,0.0,428865.5034087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,428383.4229266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,63.82338332
2020-02,0.035714,119.1664118425034,845.403378878068,1098.6461500212145,478.92614445038953,2626.327804222871,369.499536,2497.302808534335,543.5722816419592,22.26842186688,-306.7290458,760.3,1000.0,0.0,437233.8145320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069212,435222.7605266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,63.82338332
2020-03,0.032258,87.6931536764795,612.4551839689708,795.9177201550932,345.54723755060206,1656.9845378248756,369.499536,1619.8688943785955,362.38152109464,14.845614577920001,-188.864342,760.3,1000.0,0.0,254332.22940522037,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,448250.30170914996,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,63.82338332
2020-04,0.033333,109.70583626496483,546.0015671455996,709.557750344147,323.8182974505961,1610.3438004613695,282.3187597632,1052.1495261460154,241.58768072975988,9.897076385280002,-162.5664429,760.3,1000.0,0.0,150215.33162000147,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,258146.58367596197,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,63.47134386
2020-05,0.032258,102.57461351133978,475.74507850233846,618.2557486128994,285.08074267423075,1430.1910903487512,141.15937988159996,522.4214716743467,120.79384036488037,4.948538192640001,-119.251295,760.3,1000.0,0.0,46478.017801740134,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,153490.24031255586,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,63.47134386
2020-06,0.033333,267.42559742112934,833.8168985522063,1083.5889095129048,559.6417837575979,2940.526975150468,141.1593798816,526.9885696366664,120.79384036488062,4.948538192640001,-215.8245351,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,47749.46922532067,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,63.47134386
2020-07,0.032258,429.815535889855,963.562729043253,1252.2004394780017,686.7832676866091,4418.175038160307,141.15937988159996,547.4080960694666,120.79384036487993,4.948538192640001,-276.1837805,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,61.46255363
2020-08,0.032258,417.3555540094208,958.8234162728498,1246.0414532957375,672.1519665285167,3221.916318649056,141.15937988159996,2210.743828871169,465.6309129910212,197.2332216484684,-285.4507814,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,3789644.8221962852,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,61.46255363
2020-09,0.033333,353.40743532866765,760.1992638097851,987.918921665489,517.1092973995601,2499.115898241808,211.73906982239993,3171.2133869288755,654.7024069476329,271.45775094318867,-314.2256387,760.3,1000.0,0.0,28038.98431500107,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,5203735.62321719,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,61.46255363
2020-10,0.032258,341.2484482388657,759.9797533140114,987.6336562323287,512.612716582108,2985.725997500932,369.499536,2049.0477414023453,422.77844127708033,17.319883674240057,-272.44610589999996,760.3,1000.0,0.0,217487.94390609046,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,30495.16583441687,1.1059455573558807e-09,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,58.52017092
2020-11,0.033333,342.47095781355273,930.3401065474283,1209.0258943903243,598.319401984903,4380.597354053518,369.499536,2634.7990743886467,543.5722816419601,22.26842186688,-367.69275730000004,760.3,1000.0,0.0,332290.5849450032,0.0,0.0,0.0,0.0,0.0,0.0,7368.544558247406,221938.02388862232,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,58.52017092
2020-12,0.032258,210.421393176229,880.1133731501376,1143.7536129519576,510.322588975198,4839.27436232687,369.499536,2928.109059651814,603.9692018243999,24.742690963200005,-371.5410539,760.3,1000.0,0.0,428017.1418087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,339659.1295032506,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09722218770850562,58.52017092
2021-01,0.032258,168.44439088304242,864.146885802844,1123.0043229778084,482.05938211280846,3714.321020831286,369.499536,2900.348412652836,603.9692018243999,24.742690963200005,-330.4318501,760.3,1000.0,0.0,443792.3130087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,434374.3989266034,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,60.86432238
2021-02,0.035714,153.55140962420157,858.4821507373919,1115.6427018558202,473.7758134919038,2495.610824034389,369.499536,2566.3105025076666,543.57228164196,22.26842186688,-307.0944659,760.3,1000.0,0.0,446733.7537320807,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069212,450149.57012660336,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,60.86432238
2021-03,0.032258,114.84378156715199,607.8099744948297,789.8810261551473,336.3239194938975,1581.1031957564346,369.499536,1675.3622400647296,362.38152109464,14.845614577920001,-188.77545980000002,760.3,1000.0,0.0,264702.21660522034,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,457750.24090914987,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,60.86432238
2021-04,0.033333,135.450154566936,411.5047035847683,534.7720030513772,248.2941604437506,1274.4765628531597,282.3187597631999,8182.860927813589,1806.4706736978694,850.4752031999999,-457.54993949999994,760.3,1000.0,0.0,159012.32042000146,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,268516.5708759619,17197544.00674336,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,59.93978620000001
2021-05,0.032258,177.89492578413598,734.7098933641532,954.7941443033242,440.1148513673487,2179.8173917938634,141.15937988159996,479.06751830957927,120.79384036488001,4.948538192639992,-170.75476899999998,760.3,1000.0,0.0,9169.288201740128,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,162287.22911255585,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,59.93978620000001
2021-06,0.033333,279.2410196925888,799.0473724523823,1038.4040818412577,527.1122974316544,2718.744517610989,141.15937988160002,4495.183903883507,1090.454108590733,545.6410348420488,-386.6299325,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,10440.73962532066,10656244.083000597,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,59.93978620000001
2021-07,0.032258,254.5178795021808,522.2875143353928,678.7400916119228,355.83302637009325,1827.0476803211186,141.15937988159996,478.92927736048676,120.79384036488001,4.948538192639992,-140.92560590000002,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1637.4543462771999,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,56.03426325
2021-08,0.032258,313.6801311114767,569.37581567181,739.9338155392495,419.78361383853064,2240.6297372104955,141.15937988159996,499.6832569793665,120.79384036488001,4.948538192639992,-162.9003859,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,56.03426325
2021-09,0.033333,401.82903131675033,571.2552138166656,742.376192264716,448.3074839436235,2421.6452680827824,211.73906982239993,785.0704956943579,181.19076054732,7.422807288959989,-192.356706,760.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,1271.4514235805327,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,56.03426325
2021-10,0.032258,395.68993980547674,593.0183688541208,770.6585567449076,454.5208006306391,2461.537110369904,369.499536,1893.0561648728105,422.7784412770802,17.31988367424007,-237.9974764,760.3,1000.0,0.0,170565.83190609043,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,2456.1815194158007,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,52.46850527
2021-11,0.033333,314.2931387807376,919.6223142687095,1195.0975596829708,582.9414003455604,4938.515201785131,369.499536,2432.385423311477,543.5722816419601,22.268421866880058,-377.2632875,760.3,1000.0,0.0,336704.76094500325,0.0,0.0,0.0,0.0,0.0,0.0,7368.544558247406,175015.9118886223,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,52.46850527
2021-12,0.032258,208.2758663337264,879.2972946949699,1142.693076082475,503.34715708946015,4193.858893435463,369.499536,2718.7234672935315,603.9692018243998,24.74269096319997,-343.36091170000003,760.3,1000.0,0.0,426700.0602087007,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,344073.3055032507,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9999,0.09171904500802415,52.46850527
