Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,95.99835747262573,836.5581799245076,1087.15134881827,459.44724213521664,2242.7111167472967,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-143.2247543,142636.5438422833,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,101.02634166041585,596.4464042339654,775.1134689989856,344.5564034028317,1682.3620748382189,141.1593798816,485.3557249915637,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4074567767.8509336,-119.65603359999999,32082.561166225285,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,144824.55172234663,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,7955394900.1596985
2020-06,0.033333,160.2988764778854,560.933718999725,728.9628669499481,360.62917767516683,1875.3063955211062,141.1593798816,2894.888852632472,707.863970263707,332.30485529127463,760.3,1000.0,63.47134386,4262693623.144238,-365.42923210000004,0.0,0.0,0.0,5.820766091346741e-10,1.1641532182693481e-10,0.0,0.0,1094.0039400315673,32828.088634426174,6451705.615913334,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9819734538.640522
2020-07,0.032258,235.03459509356242,493.7091770745668,641.6010394268209,356.39175307173684,1885.0010658443998,141.15937988159996,478.92927736048676,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4422407081.099498,-140.5204382,0.0,0.0,0.0,-1.7462298274040222e-10,0.0,0.0,0.0,745.5274682008312,1094.0039400322657,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.16698
2020-08,0.032258,355.51627563971334,536.5769229904661,697.3099296291429,444.9034945821029,2415.5711289290216,141.1593798816,499.8783945474603,120.79384036487996,4.948538192640001,760.3,1000.0,61.46255363,4424383879.345294,-168.25911010000002,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,745.5274682006566,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-09,0.033333,406.43714094696566,538.6100106190588,699.9520339211476,454.75370230518894,2484.99028559506,211.7390698223999,790.59680358077,181.19076054732,7.4228072889600005,760.3,1000.0,61.46255363,4424383879.345291,-192.51266999999999,0.0,0.0,0.0,1.1641532182693481e-10,0.0,0.0,0.0,1641.00591004735,745.5274682008894,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-10,0.032258,398.5703062628599,746.0151602489054,969.4859331560946,547.5115681355157,2965.9656961825904,369.499536,1906.2867850373273,422.7784412770801,17.319883674240003,760.3,1000.0,58.52017092,4422407081.0995035,-269.1393891,129192.17368178841,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.0,2609.3461387029165,1641.0059100474664,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166992
2020-11,0.033333,260.16655442412036,899.034493373141,1168.3426037301572,548.712114155782,5687.931551479651,369.499536,2464.2216801732657,543.57228164196,22.26842186688,760.3,1000.0,58.52017092,4238353882.251683,-398.7862784,319177.24524513725,0.0,0.0,6.984919309616089e-10,0.0,2.3283064365386963e-10,0.0,4923.017730142048,131801.51982049155,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9576813789.639898
2020-12,0.032258,219.3984585161367,883.5278990911097,1148.190968979769,513.8671819927508,4795.249423244474,369.499536,2763.347067931541,603.9692018243999,24.742690963200005,760.3,1000.0,58.52017092,4076469884.3616657,-365.2176659,361545.4394311264,0.0,0.0,0.0,0.0,0.0,-1.1641532182693481e-10,3727.637341004156,324100.26297528023,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,7974378814.964453
