Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,276.01086239721025,904.9664707614438,1176.0515203047755,610.9931898399209,4745.583281352624,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-278.12170760000004,0.0,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,314.4745133038184,919.65576954456,1195.1410365733277,624.338384031761,4853.079097404833,141.1593798816,520.2552110757098,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4422407081.099504,-273.12499560000003,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,2188.007880063309,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,11426976084.166988
2020-06,0.033333,532.3799244992921,1002.5510052404147,1302.86775476224,706.6980801779737,5147.473660281687,141.1593798816,554.3574274301625,120.79384036487994,4.948538192640001,760.3,1000.0,63.47134386,4424383879.345291,-320.7972483,-1.4551915228366852e-11,0.0,0.0,-5.820766091346741e-11,1.1641532182693481e-10,2.9103830456733704e-11,0.0,1094.0039400315673,745.5274682008894,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-07,0.032258,706.4509314779311,1068.770869422929,1388.9239507235056,740.5225091352713,5172.982143427086,141.15937988159996,8123.227433844095,1682.539555877571,850.4752032000002,760.3,1000.0,61.46255363,4422407081.099504,-688.4806707,1.4551915228366852e-11,0.0,0.0,-1.280568540096283e-09,0.0,-2.9103830456733704e-11,0.0,745.5274682008312,1094.00394003164,17163066.37017669,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.16699
2020-08,0.032258,465.31914598128515,977.0631445607205,1269.7449394203088,677.1289351932877,3675.760080736884,141.1593798816,5286.016707671635,1091.6760859834058,546.3224219514768,760.3,1000.0,61.46255363,4424383879.345306,-455.7848377,0.0,0.0,0.0,-1.280568540096283e-09,0.0,-2.9103830456733704e-11,0.0,745.5274682008312,745.5274681995361,10669673.208424142,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.186012
2020-09,0.033333,445.1926771907712,969.410178776033,1259.7995079190187,640.9134549925412,3410.0208776100294,211.7390698223999,4395.5015352291375,907.6188243014631,412.4865355843,760.3,1000.0,61.46255363,4424383879.345306,-421.74060779999996,0.0,0.0,0.0,1.7462298274040222e-09,0.0,0.0,0.0,1641.00591004735,745.5274681995215,7983202.993630998,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.186012
2020-10,0.032258,448.74843625681194,970.7635993197367,1261.5583490909962,655.7953858401983,3649.8430790594502,369.4995359999999,3252.3604764436323,671.3617068468787,155.9324585012119,760.3,1000.0,58.52017092,4422407081.099492,-368.89444199999997,129326.95768178842,0.0,0.0,-1.1641532182693481e-09,0.0,1.1641532182693481e-10,0.0,2609.3461387029165,1641.0059100490962,2731847.4724223115,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166973
2020-11,0.033333,329.8626817215848,925.5442800332929,1202.7934656260618,578.2326657735869,4665.02672568524,369.499536,2702.9299932798376,557.6469322386413,30.11659118963841,760.3,1000.0,58.52017092,4238159800.3161216,-378.716838,297073.5332451373,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.0,4923.017730142048,131936.30382049028,154675.73237336613,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,9574876771.108624
2020-12,0.032258,232.22204039950566,888.4055108660301,1154.529681991451,517.0414861218646,5923.100448289235,369.499536,2928.109059651814,603.9692018243999,24.742690963200005,760.3,1000.0,58.52017092,4100426780.665186,-407.7932473,372582.5210311264,0.0,0.0,0.0,0.0,0.0,0.0,3727.637341004156,301996.5509752796,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8213478615.552768
