Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,dolar_recorder,mil_recorder,BeneficioMgHe_recorder,BeneficiosTotales_Bases,ProduccionBase_recorder,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Vulnerabilidad,Caudal_Remanente_mensual,segundosdelmes_recorder,EventosFalla_AsociacionCanalMaule,EventosFalla_AsociacionMauleSur,EventosFalla_SORPAM,EventosFalla_CooperativaDeRiego,EventosFalla_ParticularesRiberaNorte,EventosFalla_ParticularesRiberaSur,uno_recorder,TasaDeDescuento,BeneficiosTotales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,0.033333,116.51405546139367,844.354548489716,1097.2831397742982,474.89549628286466,2501.9704578747396,282.3187597632,809.2973805515995,293.82285494159987,9.897076385280002,760.3,1000.0,63.47134386,-4201469365.844254,-160.4196666,135505.2606422833,0.0,0.0,-1.1641532182693481e-10,2.3283064365386963e-10,5.820766091346741e-11,0.0,2188.0078800631345,0.0,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,-28514672426.9499
2020-05,0.032258,242.73030190786386,892.3750516267204,1159.6883089653252,579.3115858909613,3522.1158078254657,141.1593798816,489.62064703576266,120.79384036488001,4.948538192640001,760.3,1000.0,63.47134386,4091958406.9119296,-223.644935,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,137693.26852234663,0.0,1.574074074074074e-05,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.09722218770850562,8128960719.325381
2020-06,0.033333,399.6579460438393,952.0743430540068,1237.2706777188364,671.9671666220954,3843.6577839909005,141.1593798816,522.9066682656413,120.79384036487994,4.948538192640001,760.3,1000.0,63.47134386,4424383879.345291,-261.9493207,-1.4551915228366852e-11,0.0,0.0,-5.820766091346741e-11,1.1641532182693481e-10,2.9103830456733704e-11,0.0,1094.0039400315673,745.5274682008894,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.18599
2020-07,0.032258,430.49731554740583,963.8137315650409,1252.5266304551112,681.7505450107527,3777.409305858181,141.1593798816,553.1198471270424,120.79384036488001,4.948538192640001,760.3,1000.0,61.46255363,4422407081.099504,-243.15980530000002,-1.4551915228366852e-11,0.0,0.0,5.820766091346741e-11,0.0,0.0,0.0,745.5274682008312,1094.00394003164,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.16699
2020-08,0.032258,467.19777472900955,815.851200085162,1060.241539551533,600.8055843202276,2849.859053878359,141.1593798816,2430.28072026373,510.62937473966514,222.32482478569239,760.3,1000.0,61.46255363,4424383879.345291,-409.1212833,0.0,0.0,0.0,-3.4924596548080444e-10,0.0,-2.9103830456733704e-11,0.0,745.5274682008312,745.5274682008749,4284162.961658123,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.185991
2020-09,0.033333,370.20126797342147,618.3927282898345,803.6338712513357,450.3438492127216,2250.4098501112353,211.7390698223999,3041.126823185742,627.8288088543555,256.4727574118021,760.3,1000.0,61.46255363,4424383879.345297,-302.2294818,0.0,0.0,0.0,-1.1641532182693481e-10,0.0,0.0,0.0,1641.00591004735,745.5274682004529,4908403.711562826,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11433470622.185997
2020-10,0.032258,315.9943256517995,723.4211786129775,940.1238658186015,485.24789865976544,3127.8766722569258,369.499536,2049.047741402343,422.77844127707993,17.319883674240003,760.3,1000.0,58.52017092,4422407081.099505,-272.62041039999997,189543.43768178843,0.0,0.0,2.3283064365386963e-10,0.0,1.1641532182693481e-10,0.0,2609.3461387029165,1641.0059100472336,2.3283064365386963e-10,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,11426976084.166992
2020-11,0.033333,241.0185622497351,891.7513170017093,1158.877733018358,531.8938387918781,4912.327257142117,369.499536,2634.799074388646,543.5722816419599,22.26842186688,760.3,1000.0,58.52017092,4151451207.371632,-376.8622297,328364.2436451373,0.0,0.0,2.3283064365386963e-10,0.0,0.0,0.0,4923.017730142048,192152.7838204917,3.4924596548080444e-09,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,8709488908.688623
2020-12,0.032258,172.1608001197557,865.5604574738301,1124.841333702995,486.0492320256598,4540.310623932003,369.499536,2928.109059651814,603.9692018243999,24.742690963200005,760.3,1000.0,58.52017092,4066512644.2379546,-358.5541007,385757.31143112644,0.0,0.0,0.0,0.0,0.0,0.0,3727.637341004156,333287.2613752796,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09722218770850562,7875001412.406676
2021-01,0.032258,142.34419965684955,854.2193445504216,1110.1029610378728,470.5724566455218,3234.533052084556,369.499536,2892.225205545825,603.9692018243999,24.742690963200005,760.3,1000.0,60.86432238,4035554582.3726344,-312.97380669999995,394050.3290311264,0.0,0.0,0.0,0.0,0.0,0.0,3727.637341004156,389484.9487721306,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7552792332.678106
2021-02,0.035714,129.89304443236244,849.4833901647407,1103.9483392531697,464.65963090440573,2134.8272957988906,369.499536,2548.0758199743004,543.5722816419601,22.26842186688,760.3,1000.0,60.86432238,4027195523.172364,-291.6486341,395240.37686741765,0.0,0.0,0.0,4.656612873077393e-10,0.0,0.0,8396.274620775002,397777.96637213056,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7469365441.207321
2021-03,0.032258,105.01112183979048,596.7599610508365,775.5209525722421,330.5139793066751,1568.9513633163779,369.499536,1655.2396114881667,362.38152109464,14.845614577920001,760.3,1000.0,60.86432238,4018634199.6985655,-186.4100519,230856.63709867583,0.0,0.0,0.0,0.0,0.0,0.0,2236.5824046024936,403636.65148819314,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7423631370.264064
2021-04,0.033333,115.94308926749557,399.3296285936837,518.949852821831,238.33046720687003,1219.1360216840073,282.3187597632,6670.950631663123,1494.7593867258702,708.6784544087155,760.3,1000.0,59.93978620000001,4036558765.6248975,-388.274657,140277.9102422833,0.0,0.0,0.0,2.3283064365386963e-10,0.0,0.0,2188.0078800631345,233093.21950327832,13771940.55959234,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,7562814499.670374
2021-05,0.032258,330.7927612455108,925.8981557730463,1203.2533457599475,634.4811509447367,4449.211523251634,141.15937988159996,479.0675183095794,120.79384036488001,4.948538192640001,760.3,1000.0,59.93978620000001,4080319628.2755384,-267.4061172,-1.4551915228366852e-11,0.0,0.0,0.0,0.0,0.0,0.0,745.5274682008312,142465.9181223467,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,8012800862.230549
2021-06,0.033333,353.8601796260986,689.4847610470396,896.021706499331,497.8165721667895,2709.520601038678,141.1593798816,8052.216797022024,1847.9572317778188,850.4752032,760.3,1000.0,59.93978620000001,4424383879.345292,-534.6117349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0039400315673,745.5274682008167,18980951.652060956,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11433470622.185991
2021-07,0.032258,325.7830260253392,875.7159718351797,1138.0389586869273,562.1929605453468,2807.5439779489384,141.15937988159996,478.9292773604868,120.79384036488001,4.948538192640001,760.3,1000.0,56.03426325,4422407081.099504,-208.2288071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.5274682008312,1094.0039400315673,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11426976084.166992
2021-08,0.032258,358.5528935029644,749.1956323834297,973.6191239537018,518.5159519655659,2708.7609005949757,141.15937988159996,512.930885654379,120.79384036488001,4.948538192640001,760.3,1000.0,56.03426325,4424383879.345292,-196.4020958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.5274682008312,745.5274682008312,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11433470622.18599
2021-09,0.033333,366.9842530634609,620.5420289132269,806.4270004416426,450.8890109627069,2406.2702878098817,211.73906982239993,807.787202592955,181.19076054732,7.4228072889600005,760.3,1000.0,56.03426325,4424383879.345292,-195.306461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.00591004735,745.5274682008312,0.0,1.574074074074074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0.09171904500802415,11433470622.18599
